,species,range,rangeNat,rangeAnt,percNat,percForPlant,percPast,percSugCan,percSoy,lulcYear,range.cat,year,IUCN,rangesize,icmbio.cat
1101,Phalotris lativittatus,57033,9690,47343,0.1699,0.0395,0.2931,0.2093,0.025,2000,Partial,1994,NT,122868,NT
1102,Phalotris lativittatus,57019,10216,46803,0.1792,0.0648,0.095,0.3345,0.0609,2020,Partial,1994,NT,122868,NT
1103,Phalotris lativittatus,57033,10057,46976,0.1763,0.0534,0.1545,0.3213,0.0294,2010,Partial,1994,NT,122868,NT
1104,Phalotris lativittatus,57028,10185,46843,0.1786,0.0598,0.1077,0.3611,0.0351,2015,Partial,1994,NT,122868,NT
1105,Phalotris lativittatus,57033,9774,47259,0.1714,0.0427,0.2346,0.2416,0.0315,2005,Partial,1994,NT,122868,NT
1106,Phalotris matogrossensis,465029,140660,324369,0.3025,0.0043,0.5111,0.003,0.071,2000,Partial,2005,LC,841607,LC
1107,Phalotris matogrossensis,465009,129725,335284,0.279,0.0227,0.4179,0.0384,0.1172,2020,Partial,2005,LC,841607,LC
1108,Phalotris matogrossensis,465027,131263,333764,0.2823,0.0087,0.4762,0.0229,0.0872,2010,Partial,2005,LC,841607,LC
1109,Phalotris matogrossensis,465021,131113,333908,0.282,0.0183,0.4397,0.0393,0.1002,2015,Partial,2005,LC,841607,LC
1110,Phalotris matogrossensis,465023,132369,332654,0.2847,0.0044,0.4975,0.0069,0.0942,2005,Partial,2005,LC,841607,LC
1111,Phalotris mertensi,332409,67590,264819,0.2033,0.051,0.3546,0.1057,0.0855,2020,Partial,1955,LC,634842,LC
1112,Phalotris mertensi,332424,67307,265117,0.2025,0.0435,0.3834,0.1139,0.0639,2015,Partial,1955,LC,634842,LC
1113,Phalotris mertensi,332433,67287,265146,0.2024,0.029,0.4377,0.093,0.053,2010,Partial,1955,LC,634842,LC
1114,Phalotris mertensi,332432,66763,265669,0.2008,0.0199,0.4854,0.0596,0.0614,2005,Partial,1955,LC,634842,LC
1115,Phalotris mertensi,332432,68574,263858,0.2063,0.0184,0.5231,0.0478,0.0445,2000,Partial,1955,LC,634842,LC
1116,Phalotris multipunctatus,705,103,602,0.1461,0.1121,0.0922,0.1404,0.2255,2020,Partial,1994,EN,1055,EN
1117,Phalotris multipunctatus,707,107,600,0.1513,0.1132,0.133,0.0976,0.1726,2010,Partial,1994,EN,1055,EN
1118,Phalotris multipunctatus,706,107,599,0.1516,0.1091,0.0921,0.1501,0.1813,2015,Partial,1994,EN,1055,EN
1119,Phalotris multipunctatus,705,105,600,0.1489,0.1135,0.2128,0.0298,0.173,2005,Partial,1994,EN,1055,EN
1120,Phalotris multipunctatus,706,103,603,0.1459,0.1105,0.3003,0.0127,0.1416,2000,Partial,1994,EN,1055,EN
1121,Phalotris nasutus,960893,386080,574813,0.4018,0.0174,0.3073,0.0383,0.1217,2020,Partial,1915,LC,1511881,LC
1122,Phalotris nasutus,960914,395169,565745,0.4112,0.0088,0.3453,0.0313,0.0934,2010,Partial,1915,LC,1511881,LC
1123,Phalotris nasutus,960907,389186,571721,0.405,0.0149,0.3227,0.0402,0.1088,2015,Partial,1915,LC,1511881,LC
1124,Phalotris nasutus,960913,400452,560461,0.4167,0.0058,0.3602,0.0194,0.095,2005,Partial,1915,LC,1511881,LC
1125,Phalotris nasutus,960915,426438,534477,0.4438,0.0055,0.3648,0.0154,0.0724,2000,Partial,1915,LC,1511881,LC
1126,Phasmahyla jandaia,3699,2397,1302,0.648,0.0554,0.2046,0,0,2010,Restricted,1978,LC,11924,LC
1127,Phasmahyla jandaia,3699,2359,1340,0.6377,0.0741,0.1638,0,3.00E-04,2020,Restricted,1978,LC,11924,LC
1128,Phasmahyla jandaia,3697,2429,1268,0.657,0.039,0.2161,0,0,2005,Restricted,1978,LC,11924,LC
1129,Phasmahyla jandaia,3700,2372,1328,0.6411,0.0651,0.1886,0,3.00E-04,2015,Restricted,1978,LC,11924,LC
1130,Phasmahyla jandaia,3697,2469,1228,0.6678,0.0344,0.2088,0,0,2000,Restricted,1978,LC,11924,LC
1131,Philodryas livida,233040,52225,180815,0.2241,0.0467,0.4475,0.0591,0.1016,2020,Partial,1923,VU,388737,VU
1132,Philodryas livida,233051,52317,180734,0.2245,0.0375,0.4759,0.0642,0.0755,2015,Partial,1923,VU,388737,VU
1133,Philodryas livida,233056,52182,180874,0.2239,0.0205,0.5266,0.0443,0.0635,2010,Partial,1923,VU,388737,VU
1134,Philodryas livida,233055,52567,180488,0.2256,0.0121,0.5589,0.0231,0.0651,2005,Partial,1923,VU,388737,VU
1135,Philodryas livida,233053,56365,176688,0.2419,0.0118,0.5715,0.0172,0.0485,2000,Partial,1923,VU,388737,VU
1136,Philodryas mattogrossensis,357122,88960,268162,0.2491,0.0285,0.4206,0.0748,0.1035,2020,Partial,1898,LC,724317,LC
1137,Philodryas mattogrossensis,357139,88858,268281,0.2488,0.011,0.4888,0.0583,0.0727,2010,Partial,1898,LC,724317,LC
1138,Philodryas mattogrossensis,357136,89228,267908,0.2498,0.0227,0.4455,0.0787,0.0829,2015,Partial,1898,LC,724317,LC
1139,Philodryas mattogrossensis,357138,89398,267740,0.2503,0.0056,0.5161,0.034,0.0826,2005,Partial,1898,LC,724317,LC
1140,Philodryas mattogrossensis,357139,95138,262001,0.2664,0.0054,0.5334,0.0262,0.0636,2000,Partial,1898,LC,724317,LC
1141,Phyllomyias reiseri,677505,296266,381239,0.4373,0.011,0.3367,0.0115,0.1016,2015,Partial,1905,LC,750210,EN
1142,Phyllomyias reiseri,677503,307265,370238,0.4535,0.0051,0.3502,0.0052,0.0832,2010,Partial,1905,LC,750210,EN
1143,Phyllomyias reiseri,677504,295224,382280,0.4358,0.0127,0.3166,0.0118,0.118,2020,Partial,1905,LC,750210,EN
1144,Phyllomyias reiseri,677505,316002,361503,0.4664,0.003,0.3566,0.001,0.0783,2005,Partial,1905,LC,750210,EN
1145,Phyllomyias reiseri,677505,331300,346205,0.489,0.0032,0.359,1.00E-04,0.057,2000,Partial,1905,LC,750210,EN
1146,Phyllomys brasiliensis,2410,895,1515,0.3714,0.0357,0.4145,0,0.0033,2010,Restricted,1840,EN,2411,EN
1147,Phyllomys brasiliensis,2410,869,1541,0.3606,0.0523,0.3975,0,0.0058,2015,Restricted,1840,EN,2411,EN
1148,Phyllomys brasiliensis,2409,886,1523,0.3678,0.0216,0.4541,0,0.0021,2005,Restricted,1840,EN,2411,EN
1149,Phyllomys brasiliensis,2410,903,1507,0.3747,0.0627,0.3485,0,0.0054,2020,Restricted,1840,EN,2411,EN
1150,Phyllomys brasiliensis,2409,879,1530,0.3649,0.0174,0.4504,0,0.0017,2000,Restricted,1840,EN,2411,EN
1151,Phyllomys centralis,1332,610,722,0.458,0.0623,0.1239,0,0.003,2010,Restricted,2018,-,1334,-
1152,Phyllomys centralis,1334,618,716,0.4633,0.054,0.1342,0,0.0022,2005,Restricted,2018,-,1334,-
1153,Phyllomys centralis,1333,592,741,0.4441,0.0683,0.093,0,0.003,2020,Restricted,2018,-,1334,-
1154,Phyllomys centralis,1335,633,702,0.4742,0.0434,0.1461,0,7.00E-04,2000,Restricted,2018,-,1334,-
1155,Phyllomys centralis,1334,602,732,0.4513,0.0667,0.1087,0,0.0022,2015,Restricted,2018,-,1334,-
1156,Phylloscartes roquettei,179541,112527,67014,0.6267,0.0286,0.224,0,0.0278,2005,Partial,1928,EN,240589,EN
1157,Phylloscartes roquettei,179541,106492,73049,0.5931,0.0476,0.2153,0.0012,0.0449,2020,Partial,1928,EN,240589,EN
1158,Phylloscartes roquettei,179541,109952,69589,0.6124,0.0369,0.2228,0,0.0297,2010,Partial,1928,EN,240589,EN
1159,Phylloscartes roquettei,179538,114474,65064,0.6376,0.0275,0.2208,0,0.0217,2000,Partial,1928,EN,240589,EN
1160,Phylloscartes roquettei,179542,106127,73415,0.5911,0.0442,0.2336,8.00E-04,0.0375,2015,Partial,1928,EN,240589,EN
1161,Physalaemus atim*,583,127,456,0.2178,0.0017,0.4991,0,0.0292,2005,Restricted,2015,-,583,LC
1162,Physalaemus atim*,584,132,452,0.226,0.0171,0.3647,0,0.1027,2020,Restricted,2015,-,583,LC
1163,Physalaemus atim*,585,131,454,0.2239,0.0068,0.5248,0,0.0137,2000,Restricted,2015,-,583,LC
1164,Physalaemus atim*,581,133,448,0.2289,0.0155,0.4131,0,0.0482,2015,Restricted,2015,-,583,LC
1165,Physalaemus atim*,584,131,453,0.2243,0.0068,0.4846,0.0034,0.0171,2010,Restricted,2015,-,583,LC
1166,Physalaemus centralis,1249096,596555,652541,0.4776,0.0151,0.2637,0.0302,0.1023,2020,Wide,1962,LC,1826841,LC
1167,Physalaemus centralis,1249113,663858,585255,0.5315,0.0061,0.3035,0.0124,0.0523,2000,Wide,1962,LC,1826841,LC
1168,Physalaemus centralis,1249109,599629,649480,0.48,0.0135,0.2809,0.0315,0.0906,2015,Wide,1962,LC,1826841,LC
1169,Physalaemus centralis,1249111,633405,615706,0.5071,0.0064,0.3021,0.0155,0.0721,2005,Wide,1962,LC,1826841,LC
1170,Physalaemus centralis,1249113,619691,629422,0.4961,0.009,0.2924,0.0246,0.0742,2010,Wide,1962,LC,1826841,LC
1171,Physalaemus claptoni*,361,304,57,0.8421,0.0166,0.0609,0,0,2020,Restricted,2020,-,360,-
1172,Physalaemus claptoni*,361,306,55,0.8476,0.0139,0.0665,0,0,2015,Restricted,2020,-,360,-
1173,Physalaemus claptoni*,360,305,55,0.8472,0,0.0667,0,0,2000,Restricted,2020,-,360,-
1174,Physalaemus claptoni*,359,303,56,0.844,0.0084,0.0724,0,0,2010,Restricted,2020,-,360,-
1175,Physalaemus claptoni*,361,301,60,0.8338,0.0028,0.0831,0,0,2005,Restricted,2020,-,360,-
1176,Physalaemus deimaticus,2350,1831,519,0.7791,0.0072,0.0838,0,4.00E-04,2020,Restricted,1988,DD,2352,LC
1177,Physalaemus deimaticus,2349,1851,498,0.788,0.006,0.092,0,0,2015,Restricted,1988,DD,2352,LC
1178,Physalaemus deimaticus,2350,1813,537,0.7715,0,0.1102,0,0,2005,Restricted,1988,DD,2352,LC
1179,Physalaemus deimaticus,2347,1833,514,0.781,0.0021,0.0993,0,0,2010,Restricted,1988,DD,2352,LC
1180,Physalaemus deimaticus,2349,1859,490,0.7914,0,0.0856,0,0,2000,Restricted,1988,DD,2352,LC
1181,Physalaemus evangelistai,5447,3874,1573,0.7112,0.0303,0.1186,0,2.00E-04,2020,Restricted,1967,DD,5445,LC
1182,Physalaemus evangelistai,5448,3925,1523,0.7204,0.0262,0.1296,0,0,2015,Restricted,1967,DD,5445,LC
1183,Physalaemus evangelistai,5449,3901,1548,0.7159,0.0215,0.1496,0,0,2010,Restricted,1967,DD,5445,LC
1184,Physalaemus evangelistai,5448,3879,1569,0.712,0.0151,0.1568,0,0,2005,Restricted,1967,DD,5445,LC
1185,Physalaemus evangelistai,5448,3955,1493,0.726,0.0136,0.1419,0,0,2000,Restricted,1967,DD,5445,LC
1186,Physalaemus marmoratus,935891,337897,597994,0.361,0.026,0.3331,0.0433,0.0994,2020,Partial,1862,LC,1228199,LC
1187,Physalaemus marmoratus,935915,352430,583485,0.3766,0.0107,0.3945,0.0214,0.0738,2005,Partial,1862,LC,1228199,LC
1188,Physalaemus marmoratus,935908,339229,596679,0.3625,0.0228,0.3527,0.0455,0.0834,2015,Partial,1862,LC,1228199,LC
1189,Physalaemus marmoratus,935917,368155,567762,0.3934,0.0102,0.4063,0.0169,0.0557,2000,Partial,1862,LC,1228199,LC
1190,Physalaemus marmoratus,935916,347034,588882,0.3708,0.0154,0.3744,0.0349,0.0714,2010,Partial,1862,LC,1228199,LC
1191,Physalaemus nattereri,1424770,663446,761324,0.4657,0.0151,0.2808,0.0281,0.108,2020,Wide,1863,LC,1987481,LC
1192,Physalaemus nattereri,1424786,667880,756906,0.4688,0.0131,0.2975,0.0295,0.094,2015,Wide,1863,LC,1987481,LC
1193,Physalaemus nattereri,1424792,704333,720459,0.4943,0.0055,0.3204,0.0136,0.075,2005,Wide,1863,LC,1987481,LC
1194,Physalaemus nattereri,1424793,688893,735900,0.4835,0.0082,0.311,0.0224,0.0773,2010,Wide,1863,LC,1987481,LC
1195,Physalaemus nattereri,1424792,741061,683731,0.5201,0.0053,0.3205,0.0107,0.0547,2000,Wide,1863,LC,1987481,LC
1196,Pithecopus araguaius*,1108,656,452,0.5921,0.0027,0.3159,0,0.0162,2020,Partial,2017,-,1108,LC
1197,Pithecopus araguaius*,1111,643,468,0.5788,0.0018,0.3429,0,0.0126,2015,Partial,2017,-,1108,LC
1198,Pithecopus araguaius*,1108,633,475,0.5713,0,0.3745,0,0.0018,2005,Partial,2017,-,1108,LC
1199,Pithecopus araguaius*,1106,651,455,0.5886,0,0.3463,0,0.0018,2010,Partial,2017,-,1108,LC
1200,Pithecopus araguaius*,1107,665,442,0.6007,0,0.3496,0,9.00E-04,2000,Partial,2017,-,1108,LC
1201,Pithecopus ayeaye,29528,8897,20631,0.3013,0.0219,0.3357,0.0083,0.0635,2020,Partial,1966,CR,72110,LC
1202,Pithecopus ayeaye,29530,9042,20488,0.3062,0.0219,0.369,0.0083,0.0343,2015,Partial,1966,CR,72110,LC
1203,Pithecopus ayeaye,29532,9069,20463,0.3071,0.0149,0.4364,0.0077,0.0172,2010,Partial,1966,CR,72110,LC
1204,Pithecopus ayeaye,29531,8941,20590,0.3028,0.0071,0.4868,0.0027,0.0124,2005,Partial,1966,CR,72110,LC
1205,Pithecopus ayeaye,29530,8684,20846,0.2941,0.0067,0.5207,0.0018,0.0039,2000,Partial,1966,CR,72110,LC
1206,Pithecopus azureus,1597283,856073,741210,0.536,0.0121,0.2693,0.0117,0.0881,2015,Partial,1862,DD,2392121,LC
1207,Pithecopus azureus,1597283,907792,689491,0.5683,0.0052,0.2802,0.0026,0.0668,2005,Partial,1862,DD,2392121,LC
1208,Pithecopus azureus,1597287,886803,710484,0.5552,0.0076,0.276,0.0072,0.0702,2010,Partial,1862,DD,2392121,LC
1209,Pithecopus azureus,1597285,950984,646301,0.5954,0.0049,0.2752,0.0014,0.0474,2000,Partial,1862,DD,2392121,LC
1210,Pithecopus azureus,1597277,849310,747967,0.5317,0.0139,0.2551,0.0115,0.1006,2020,Partial,1862,DD,2392121,LC
1211,Pithecopus centralis,63707,30896,32811,0.485,0.005,0.2776,0,0.1439,2015,Partial,1965,DD,105166,LC
1212,Pithecopus centralis,63708,31500,32208,0.4944,6.00E-04,0.2751,0,0.1354,2005,Partial,1965,DD,105166,LC
1213,Pithecopus centralis,63709,31417,32292,0.4931,0.0017,0.2655,0,0.1337,2010,Partial,1965,DD,105166,LC
1214,Pithecopus centralis,63711,33301,30410,0.5227,2.00E-04,0.2703,0,0.1053,2000,Partial,1965,DD,105166,LC
1215,Pithecopus centralis,63707,30253,33454,0.4749,0.0054,0.2887,0,0.1468,2020,Partial,1965,DD,105166,LC
1216,Pithecopus megacephalus,30728,20590,10138,0.6701,0.0521,0.199,0,1.00E-04,2010,Restricted,1926,DD,53181,LC
1217,Pithecopus megacephalus,30726,20960,9766,0.6822,0.0414,0.2056,0,3.00E-04,2005,Restricted,1926,DD,53181,LC
1218,Pithecopus megacephalus,30729,21335,9394,0.6943,0.0396,0.179,0,2.00E-04,2000,Restricted,1926,DD,53181,LC
1219,Pithecopus megacephalus,30727,20133,10594,0.6552,0.0585,0.2127,0,9.00E-04,2015,Restricted,1926,DD,53181,LC
1220,Pithecopus megacephalus,30727,20157,10570,0.656,0.0634,0.1928,0,7.00E-04,2020,Restricted,1926,DD,53181,LC
1221,Pithecopus oreades,82610,39072,43538,0.473,0.002,0.2931,0,0.1057,2005,Partial,2002,DD,82568,LC
1222,Pithecopus oreades,82610,38734,43876,0.4689,0.0038,0.2729,4.00E-04,0.1083,2010,Partial,2002,DD,82568,LC
1223,Pithecopus oreades,82609,40787,41822,0.4937,0.0023,0.3093,0,0.0722,2000,Partial,2002,DD,82568,LC
1224,Pithecopus oreades,82606,37135,45471,0.4495,0.0077,0.2415,7.00E-04,0.1711,2020,Partial,2002,DD,82568,LC
1225,Pithecopus oreades,82607,37490,45117,0.4538,0.0075,0.2647,5.00E-04,0.1136,2015,Partial,2002,DD,82568,LC
1226,Placosoma cipoense,264,240,24,0.9091,0,0.053,0,0,2005,Restricted,1966,EN,359,EN
1227,Placosoma cipoense,261,237,24,0.908,0,0.0613,0,0,2000,Restricted,1966,EN,359,EN
1228,Placosoma cipoense,263,241,22,0.9163,0,0.0456,0,0,2015,Restricted,1966,EN,359,EN
1229,Placosoma cipoense,264,241,23,0.9129,0,0.0455,0,0,2020,Restricted,1966,EN,359,EN
1230,Placosoma cipoense,264,240,24,0.9091,0,0.0492,0,0,2010,Restricted,1966,EN,359,EN
1231,Polystictus superciliaris,166893,78698,88195,0.4715,0.0344,0.3538,5.00E-04,0.0125,2005,Partial,1831,LC,442086,LC
1232,Polystictus superciliaris,166892,79076,87816,0.4738,0.0321,0.364,3.00E-04,0.0071,2000,Partial,1831,LC,442086,LC
1233,Polystictus superciliaris,166892,75227,91665,0.4508,0.0548,0.3208,0.0026,0.0206,2015,Partial,1831,LC,442086,LC
1234,Polystictus superciliaris,166888,75493,91395,0.4524,0.0593,0.2911,0.0026,0.0311,2020,Partial,1831,LC,442086,LC
1235,Polystictus superciliaris,166894,77499,89395,0.4644,0.0454,0.3348,0.0018,0.0138,2010,Partial,1831,LC,442086,LC
1236,Porphyrospiza caerulescens,1633198,1001974,631224,0.6135,0.0049,0.2517,0.0036,0.0502,2000,Wide,1830,NT,3175252,LC
1237,Porphyrospiza caerulescens,1633195,906797,726398,0.5552,0.0106,0.2455,0.0138,0.0909,2015,Wide,1830,NT,3175252,LC
1238,Porphyrospiza caerulescens,1633187,899222,733965,0.5506,0.0117,0.233,0.0136,0.1021,2020,Wide,1830,NT,3175252,LC
1239,Porphyrospiza caerulescens,1633197,937176,696021,0.5738,0.0071,0.2513,0.0097,0.0733,2010,Wide,1830,NT,3175252,LC
1240,Porphyrospiza caerulescens,1633194,958105,675089,0.5866,0.0052,0.2551,0.0051,0.0694,2005,Wide,1830,NT,3175252,LC
1241,Pristimantis dundeei,112363,40964,71399,0.3646,0.0153,0.3706,0.017,0.1449,2020,Partial,1999,DD,113765,LC
1242,Pristimantis dundeei,112364,41548,70816,0.3698,0.0131,0.3788,0.0151,0.1355,2015,Partial,1999,DD,113765,LC
1243,Pristimantis dundeei,112362,44955,67407,0.4001,0.001,0.4059,0,0.1056,2000,Partial,1999,DD,113765,LC
1244,Pristimantis dundeei,112363,41747,70616,0.3715,0.0044,0.3953,0.0023,0.1284,2010,Partial,1999,DD,113765,LC
1245,Pristimantis dundeei,112365,41946,70419,0.3733,0.0015,0.405,0,0.1341,2005,Partial,1999,DD,113765,LC
1246,Pristimantis moa*,27223,22160,5063,0.814,0.0022,0.1217,0.0028,0.0359,2015,Restricted,2020,-,29032,-
1247,Pristimantis moa*,27224,21542,5682,0.7913,0.0095,0.1223,0.0035,0.0383,2020,Restricted,2020,-,29032,-
1248,Pristimantis moa*,27224,25107,2117,0.9222,8.00E-04,0.0425,1.00E-04,0.008,2000,Restricted,2020,-,29032,-
1249,Pristimantis moa*,27225,23192,4033,0.8519,4.00E-04,0.0996,0,0.0292,2010,Restricted,2020,-,29032,-
1250,Pristimantis moa*,27223,23882,3341,0.8773,0.0011,0.081,0,0.0207,2005,Restricted,2020,-,29032,-
1251,Pristimantis ventrigranulosus,13018,4758,8260,0.3655,0.0022,0.4749,0.0154,0.0711,2015,Restricted,2012,-,13038,LC
1252,Pristimantis ventrigranulosus,13019,4628,8391,0.3555,0.0025,0.4476,0.0157,0.098,2020,Restricted,2012,-,13038,LC
1253,Pristimantis ventrigranulosus,13019,5499,7520,0.4224,0,0.4678,0,0.0392,2000,Restricted,2012,-,13038,LC
1254,Pristimantis ventrigranulosus,13019,4910,8109,0.3771,3.00E-04,0.4835,0.0031,0.0605,2010,Restricted,2012,-,13038,LC
1255,Pristimantis ventrigranulosus,13019,5068,7951,0.3893,2.00E-04,0.4725,0,0.0657,2005,Restricted,2012,-,13038,LC
1256,Proceratophrys bagnoi,926,730,196,0.7883,0,0.1415,0,0.0065,2015,Restricted,2013,-,926,DD
1257,Proceratophrys bagnoi,925,728,197,0.787,0,0.1405,0,0.0065,2020,Restricted,2013,-,926,DD
1258,Proceratophrys bagnoi,927,787,140,0.849,0.0043,0.1068,0,0,2000,Restricted,2013,-,926,DD
1259,Proceratophrys bagnoi,925,757,168,0.8184,0,0.1384,0,0,2010,Restricted,2013,-,926,DD
1260,Proceratophrys bagnoi,927,768,159,0.8285,0,0.1338,0,0,2005,Restricted,2013,-,926,DD
1261,Proceratophrys branti,145956,108313,37643,0.7421,5.00E-04,0.1564,2.00E-04,0.0634,2015,Partial,2013,-,151905,LC
1262,Proceratophrys branti,145958,108842,37116,0.7457,5.00E-04,0.1404,3.00E-04,0.0697,2020,Partial,2013,-,151905,LC
1263,Proceratophrys branti,145958,119772,26186,0.8206,0.001,0.1119,0,0.0263,2000,Partial,2013,-,151905,LC
1264,Proceratophrys branti,145957,112973,32984,0.774,2.00E-04,0.1379,0,0.0496,2010,Partial,2013,-,151905,LC
1265,Proceratophrys branti,145957,116179,29778,0.796,2.00E-04,0.1243,0,0.0421,2005,Partial,2013,-,151905,LC
1266,Proceratophrys carranca,363,159,204,0.438,0.0358,0.2645,0,0.0028,2015,Restricted,2013,-,363,DD
1267,Proceratophrys carranca,362,174,188,0.4807,0.0442,0.1492,0,0.0359,2020,Restricted,2013,-,363,DD
1268,Proceratophrys carranca,363,169,194,0.4656,0.0248,0.2507,0,0.0028,2010,Restricted,2013,-,363,DD
1269,Proceratophrys carranca,364,178,186,0.489,0.0385,0.1758,0,0,2000,Restricted,2013,-,363,DD
1270,Proceratophrys carranca,364,178,186,0.489,0.0192,0.2198,0,0,2005,Restricted,2013,-,363,DD
1271,Proceratophrys cururu,2296,1836,460,0.7997,0.0044,0.088,0,0,2015,Restricted,1998,DD,2291,LC
1272,Proceratophrys cururu,2296,1818,478,0.7918,0.003,0.0993,0,0,2010,Restricted,1998,DD,2291,LC
1273,Proceratophrys cururu,2297,1840,457,0.801,4.00E-04,0.0823,0,0,2000,Restricted,1998,DD,2291,LC
1274,Proceratophrys cururu,2296,1804,492,0.7857,4.00E-04,0.1041,0,0,2005,Restricted,1998,DD,2291,LC
1275,Proceratophrys cururu,2297,1813,484,0.7893,0.0061,0.0827,0,0,2020,Restricted,1998,DD,2291,LC
1276,Proceratophrys dibernardoi,66553,19249,47304,0.2892,0.0017,0.4725,0.0042,0.1445,2010,Partial,2013,-,66603,LC
1277,Proceratophrys dibernardoi,66553,20815,45738,0.3128,3.00E-04,0.4885,0,0.1201,2000,Partial,2013,-,66603,LC
1278,Proceratophrys dibernardoi,66552,19258,47294,0.2894,0.005,0.442,0.0284,0.1534,2015,Partial,2013,-,66603,LC
1279,Proceratophrys dibernardoi,66552,19494,47058,0.2929,4.00E-04,0.4776,0,0.1491,2005,Partial,2013,-,66603,LC
1280,Proceratophrys dibernardoi,66552,19043,47509,0.2861,0.0056,0.4142,0.0319,0.1678,2020,Partial,2013,-,66603,LC
1281,Proceratophrys goyana,99403,62441,36962,0.6282,0.0025,0.2538,0.0021,0.033,2010,Partial,1937,LC,100782,LC
1282,Proceratophrys goyana,99402,65281,34121,0.6567,0.0019,0.2524,2.00E-04,0.0156,2000,Partial,1937,LC,100782,LC
1283,Proceratophrys goyana,99401,63121,36280,0.635,0.0016,0.2591,7.00E-04,0.0321,2005,Partial,1937,LC,100782,LC
1284,Proceratophrys goyana,99403,60672,38731,0.6104,0.0051,0.2284,0.0029,0.0704,2020,Partial,1937,LC,100782,LC
1285,Proceratophrys goyana,99403,59692,39711,0.6005,0.0049,0.2606,0.0029,0.0453,2015,Partial,1937,LC,100782,LC
1286,Proceratophrys huntingtoni,927,759,168,0.8188,0,0.1187,0,0.0162,2000,Restricted,2012,-,1102,LC
1287,Proceratophrys huntingtoni,926,723,203,0.7808,0,0.1026,0,0.0896,2005,Restricted,2012,-,1102,LC
1288,Proceratophrys huntingtoni,926,694,232,0.7495,0,0.1069,0,0.0864,2020,Restricted,2012,-,1102,LC
1289,Proceratophrys huntingtoni,927,705,222,0.7605,0,0.1036,0,0.1176,2010,Restricted,2012,-,1102,LC
1290,Proceratophrys huntingtoni,926,700,226,0.7559,0,0.1015,0,0.1145,2015,Restricted,2012,-,1102,LC
1291,Proceratophrys moratoi,175434,35509,139925,0.2024,0.0119,0.4266,0.077,0.0881,2000,Partial,1980,CR,226403,LC
1292,Proceratophrys moratoi,175424,34847,140577,0.1986,0.0173,0.2756,0.1616,0.1166,2020,Partial,1980,CR,226403,LC
1293,Proceratophrys moratoi,175432,34931,140501,0.1991,0.0123,0.3794,0.094,0.1106,2005,Partial,1980,CR,226403,LC
1294,Proceratophrys moratoi,175430,34842,140588,0.1986,0.0168,0.2992,0.1695,0.1023,2015,Partial,1980,CR,226403,LC
1295,Proceratophrys moratoi,175433,35017,140416,0.1996,0.0142,0.3431,0.1403,0.0903,2010,Partial,1980,CR,226403,LC
1296,Proceratophrys rotundipalpebra,376,366,10,0.9734,0,0.0213,0,0,2000,Restricted,2013,-,376,LC
1297,Proceratophrys rotundipalpebra,378,369,9,0.9762,0,0.0159,0,0,2020,Restricted,2013,-,376,LC
1298,Proceratophrys rotundipalpebra,376,367,9,0.9761,0,0.0213,0,0,2010,Restricted,2013,-,376,LC
1299,Proceratophrys rotundipalpebra,377,368,9,0.9761,0,0.0186,0,0,2015,Restricted,2013,-,376,LC
1300,Proceratophrys rotundipalpebra,376,366,10,0.9734,0,0.0186,0,0,2005,Restricted,2013,-,376,LC
1301,Proceratophrys salvatori,28060,14359,13701,0.5117,6.00E-04,0.265,0,0.0556,2000,Restricted,1996,DD,28016,LC
1302,Proceratophrys salvatori,28058,13201,14857,0.4705,0.0069,0.2127,0,0.1563,2020,Restricted,1996,DD,28016,LC
1303,Proceratophrys salvatori,28059,13408,14651,0.4779,0.0066,0.2292,0,0.1178,2015,Restricted,1996,DD,28016,LC
1304,Proceratophrys salvatori,28061,13626,14435,0.4856,0.0024,0.2383,0,0.1054,2010,Restricted,1996,DD,28016,LC
1305,Proceratophrys salvatori,28061,13799,14262,0.4918,5.00E-04,0.253,0,0.0963,2005,Restricted,1996,DD,28016,LC
1306,Proceratophrys strussmannae,235,88,147,0.3745,0,0.6043,0,0,2020,Restricted,2011,-,236,DD
1307,Proceratophrys strussmannae,235,86,149,0.366,0,0.617,0,0,2010,Restricted,2011,-,236,DD
1308,Proceratophrys strussmannae,236,87,149,0.3686,0,0.6102,0,0,2015,Restricted,2011,-,236,DD
1309,Proceratophrys strussmannae,235,86,149,0.366,0,0.6213,0,0,2005,Restricted,2011,-,236,DD
1310,Proceratophrys strussmannae,235,86,149,0.366,0,0.6213,0,0,2000,Restricted,2011,-,236,DD
1311,Proceratophrys vielliardi,21170,7578,13592,0.358,0.0106,0.2479,0.0012,0.2365,2020,Restricted,2011,DD,21126,LC
1312,Proceratophrys vielliardi,21171,7759,13412,0.3665,0.0112,0.2702,8.00E-04,0.1303,2015,Restricted,2011,DD,21126,LC
1313,Proceratophrys vielliardi,21171,8060,13111,0.3807,0.006,0.2764,4.00E-04,0.1502,2010,Restricted,2011,DD,21126,LC
1314,Proceratophrys vielliardi,21169,9080,12089,0.4289,0.0028,0.3121,0,0.1202,2000,Restricted,2011,DD,21126,LC
1315,Proceratophrys vielliardi,21169,8207,12962,0.3877,0.0031,0.3011,0,0.1577,2005,Restricted,2011,DD,21126,LC
1316,Pseudis tocantins,252204,170652,81552,0.6766,0.0021,0.2534,4.00E-04,0.0295,2020,Partial,1998,LC,304291,LC
