,species,range,rangeNat,rangeAnt,percNat,percForPlant,percPast,percSugCan,percSoy,lulcYear,range.cat,year,IUCN,rangesize,icmbio.cat
455,Bokermannohyla nanuzae,3182,2080,1102,0.6537,0.0097,0.2304,0,0,2000,Restricted,1973,LC,9366,LC
456,Bokermannohyla napolii,903,231,672,0.2558,0.0033,0.3588,0,0.0986,2015,Restricted,2012,-,904,VU
457,Bokermannohyla napolii,903,258,645,0.2857,0.0011,0.4175,0,0.0676,2010,Restricted,2012,-,904,VU
458,Bokermannohyla napolii,905,259,646,0.2862,0,0.4773,0,0.0464,2000,Restricted,2012,-,904,VU
459,Bokermannohyla napolii,904,262,642,0.2898,0,0.4447,0,0.0719,2005,Restricted,2012,-,904,VU
460,Bokermannohyla napolii,903,240,663,0.2658,0.0044,0.34,0,0.124,2020,Restricted,2012,-,904,VU
461,Bokermannohyla pseudopseudis,19644,14991,4653,0.7631,0.003,0.1759,0,0.0251,2015,Partial,1937,LC,19647,LC
462,Bokermannohyla pseudopseudis,19642,15540,4102,0.7912,0.0025,0.1631,0,0.0146,2010,Partial,1937,LC,19647,LC
463,Bokermannohyla pseudopseudis,19643,15588,4055,0.7936,0.0019,0.1643,0,0.011,2005,Partial,1937,LC,19647,LC
464,Bokermannohyla pseudopseudis,19642,15829,3813,0.8059,0.0021,0.1551,0,0.0041,2000,Partial,1937,LC,19647,LC
465,Bokermannohyla pseudopseudis,19642,15047,4595,0.7661,0.0031,0.1613,0,0.0362,2020,Partial,1937,LC,19647,LC
466,Bokermannohyla ravida,361,163,198,0.4515,0,0.3878,0,0.0609,2010,Restricted,2001,DD,361,DD
467,Bokermannohyla ravida,362,160,202,0.442,0,0.4558,0,0.0249,2000,Restricted,2001,DD,361,DD
468,Bokermannohyla ravida,364,161,203,0.4423,0,0.4066,0,0.0604,2005,Restricted,2001,DD,361,DD
469,Bokermannohyla ravida,362,156,206,0.4309,0.0028,0.3508,0,0.1022,2020,Restricted,2001,DD,361,DD
470,Bokermannohyla ravida,362,161,201,0.4448,0.0028,0.3757,0,0.0746,2015,Restricted,2001,DD,361,DD
471,Bokermannohyla sagarana,47,43,4,0.9149,0.0213,0,0,0,2010,Restricted,2011,NT,63,NT
472,Bokermannohyla sagarana,47,43,4,0.9149,0.0213,0,0,0,2000,Restricted,2011,NT,63,NT
473,Bokermannohyla sagarana,47,43,4,0.9149,0.0213,0,0,0,2005,Restricted,2011,NT,63,NT
474,Bokermannohyla sagarana,46,42,4,0.913,0.0217,0,0,0,2020,Restricted,2011,NT,63,NT
475,Bokermannohyla sagarana,46,42,4,0.913,0.0217,0,0,0,2015,Restricted,2011,NT,63,NT
476,Bokermannohyla sapiranga,32678,12663,20015,0.3875,0.0038,0.2969,0,0.1549,2005,Restricted,2012,-,32737,LC
477,Bokermannohyla sapiranga,32678,13721,18957,0.4199,0.0044,0.3136,0,0.1125,2000,Restricted,2012,-,32737,LC
478,Bokermannohyla sapiranga,32680,11913,20767,0.3645,0.0123,0.2412,8.00E-04,0.2277,2020,Restricted,2012,-,32737,LC
479,Bokermannohyla sapiranga,32680,12566,20114,0.3845,0.0067,0.2701,2.00E-04,0.1502,2010,Restricted,2012,-,32737,LC
480,Bokermannohyla sapiranga,32680,12196,20484,0.3732,0.0123,0.2619,5.00E-04,0.1379,2015,Restricted,2012,-,32737,LC
481,Bokermannohyla saxicola,23197,18429,4768,0.7945,0.0572,0.0956,0,0,2000,Restricted,1964,LC,33627,LC
482,Bokermannohyla saxicola,23197,18192,5005,0.7842,0.0625,0.1063,0,0,2005,Restricted,1964,LC,33627,LC
483,Bokermannohyla saxicola,23195,17381,5814,0.7493,0.0977,0.0951,0,3.00E-04,2020,Restricted,1964,LC,33627,LC
484,Bokermannohyla saxicola,23198,17367,5831,0.7486,0.0891,0.1149,0,3.00E-04,2015,Restricted,1964,LC,33627,LC
485,Bokermannohyla saxicola,23197,17842,5355,0.7692,0.0781,0.1008,0,1.00E-04,2010,Restricted,1964,LC,33627,LC
486,Bokermannohyla sazimai,9242,2431,6811,0.263,0.0061,0.4811,0,0.0842,2000,Restricted,1982,DD,9364,LC
487,Bokermannohyla sazimai,9243,2499,6744,0.2704,0.0104,0.2484,0.0171,0.1923,2020,Restricted,1982,DD,9364,LC
488,Bokermannohyla sazimai,9241,2446,6795,0.2647,0.0053,0.3766,0.0144,0.1188,2010,Restricted,1982,DD,9364,LC
489,Bokermannohyla sazimai,9243,2512,6731,0.2718,0.0097,0.283,0.0247,0.1515,2015,Restricted,1982,DD,9364,LC
490,Bokermannohyla sazimai,9241,2460,6781,0.2662,0.0041,0.4109,2.00E-04,0.1293,2005,Restricted,1982,DD,9364,LC
491,Bothrops itapetiningae,413650,104262,309388,0.2521,0.0161,0.4654,0.0384,0.07,2000,Partial,1907,VU,675437,NT
492,Bothrops itapetiningae,413626,99012,314614,0.2394,0.0419,0.3185,0.0909,0.1245,2020,Partial,1907,VU,675437,NT
493,Bothrops itapetiningae,413650,100362,313288,0.2426,0.0238,0.3891,0.0775,0.0854,2010,Partial,1907,VU,675437,NT
494,Bothrops itapetiningae,413641,99850,313791,0.2414,0.036,0.3427,0.0971,0.0974,2015,Partial,1907,VU,675437,NT
495,Bothrops itapetiningae,413649,100229,313420,0.2423,0.0167,0.4306,0.0484,0.0941,2005,Partial,1907,VU,675437,NT
496,Bothrops marmoratus,355425,172233,183192,0.4846,0.016,0.2912,0.0025,0.0915,2020,Partial,2008,LC,383515,LC
497,Bothrops marmoratus,355427,171557,183870,0.4827,0.0151,0.3153,0.0023,0.0675,2015,Partial,2008,LC,383515,LC
498,Bothrops marmoratus,355425,179934,175491,0.5063,0.011,0.3151,0.0012,0.0532,2010,Partial,2008,LC,383515,LC
499,Bothrops marmoratus,355428,183723,171705,0.5169,0.0079,0.3233,3.00E-04,0.0494,2005,Partial,2008,LC,383515,LC
500,Bothrops marmoratus,355423,191336,164087,0.5383,0.0078,0.3217,0,0.0337,2000,Partial,2008,LC,383515,LC
501,Bothrops moojeni,1652810,797500,855310,0.4825,0.0165,0.2623,0.0251,0.1121,2020,Wide,1866,LC,2686680,LC
502,Bothrops moojeni,1652834,830592,822242,0.5025,0.0097,0.2906,0.0202,0.0786,2010,Wide,1866,LC,2686680,LC
503,Bothrops moojeni,1652826,803858,848968,0.4864,0.0145,0.2779,0.0265,0.0975,2015,Wide,1866,LC,2686680,LC
504,Bothrops moojeni,1652833,849770,803063,0.5141,0.0068,0.2999,0.0122,0.0746,2005,Wide,1866,LC,2686680,LC
505,Bothrops moojeni,1652836,892999,759837,0.5403,0.0065,0.2998,0.0096,0.0541,2000,Wide,1866,LC,2686680,LC
506,Bothrops pauloensis,1077449,388691,688758,0.3608,0.0211,0.3295,0.0384,0.1236,2020,Partial,1925,LC,1776108,LC
507,Bothrops pauloensis,1077474,398554,678920,0.3699,0.012,0.3733,0.0309,0.09,2010,Partial,1925,LC,1776108,LC
508,Bothrops pauloensis,1077466,392262,685204,0.3641,0.0185,0.3474,0.0406,0.1063,2015,Partial,1925,LC,1776108,LC
509,Bothrops pauloensis,1077471,403986,673485,0.3749,0.0081,0.3912,0.0188,0.0913,2005,Partial,1925,LC,1776108,LC
510,Bothrops pauloensis,1077473,428354,649119,0.3976,0.0076,0.3991,0.0148,0.0692,2000,Partial,1925,LC,1776108,LC
511,Calassomys apicalis,586,576,10,0.9829,0,0.0085,0,0,2010,Restricted,2014,-,584,NT
512,Calassomys apicalis,584,575,9,0.9846,0,0.0068,0,0,2020,Restricted,2014,-,584,NT
513,Calassomys apicalis,584,575,9,0.9846,0,0.0086,0,0,2005,Restricted,2014,-,584,NT
514,Calassomys apicalis,584,575,9,0.9846,0,0.0068,0,0,2015,Restricted,2014,-,584,NT
515,Calassomys apicalis,583,575,8,0.9863,0,0.0069,0,0,2000,Restricted,2014,-,584,NT
516,Callithrix penicillata,806133,380919,425214,0.4725,0.0176,0.2695,0.0206,0.0963,2020,Partial,1812,LC,1301874,LC
517,Callithrix penicillata,806140,380862,425278,0.4725,0.0166,0.2913,0.0212,0.0824,2015,Partial,1812,LC,1301874,LC
518,Callithrix penicillata,806140,396236,409904,0.4915,0.013,0.2996,0.0155,0.067,2010,Partial,1812,LC,1301874,LC
519,Callithrix penicillata,806142,405912,400230,0.5035,0.0096,0.309,0.0081,0.0648,2005,Partial,1812,LC,1301874,LC
520,Callithrix penicillata,806141,420573,385568,0.5217,0.0093,0.3157,0.0056,0.0472,2000,Partial,1812,LC,1301874,LC
521,Calomys tocantinsi,69838,58034,11804,0.831,4.00E-04,0.1234,0,0.0147,2020,Partial,2003,LC,155446,LC
522,Calomys tocantinsi,69837,59470,10367,0.8516,3.00E-04,0.1267,0,0.0034,2010,Partial,2003,LC,155446,LC
523,Calomys tocantinsi,69837,58206,11631,0.8335,4.00E-04,0.1378,0,0.0087,2015,Partial,2003,LC,155446,LC
524,Calomys tocantinsi,69837,60100,9737,0.8606,2.00E-04,0.1235,0,0.0019,2005,Partial,2003,LC,155446,LC
525,Calomys tocantinsi,69839,61853,7986,0.8857,2.00E-04,0.097,0,3.00E-04,2000,Partial,2003,LC,155446,LC
526,Carterodon sulcidens,897286,357566,539720,0.3985,0.0168,0.3381,0.021,0.1172,2015,Partial,1838,DD,1099681,DD
527,Carterodon sulcidens,897287,364976,532311,0.4068,0.0101,0.3588,0.0136,0.1011,2010,Partial,1838,DD,1099681,DD
528,Carterodon sulcidens,897277,354934,542343,0.3956,0.0195,0.3212,0.0207,0.13,2020,Partial,1838,DD,1099681,DD
529,Carterodon sulcidens,897290,370598,526692,0.413,0.0065,0.3717,0.0057,0.102,2005,Partial,1838,DD,1099681,DD
530,Carterodon sulcidens,897290,394486,502804,0.4396,0.0061,0.3761,0.0032,0.0779,2000,Partial,1838,DD,1099681,DD
531,Celeus obrieni,629653,445414,184239,0.7074,9.00E-04,0.2125,9.00E-04,0.0348,2010,Restricted,1973,VU,825273,VU
532,Celeus obrieni,629655,425917,203738,0.6764,0.0018,0.2227,0.0012,0.0555,2015,Restricted,1973,VU,825273,VU
533,Celeus obrieni,629654,457639,172015,0.7268,6.00E-04,0.2054,3.00E-04,0.026,2005,Restricted,1973,VU,825273,VU
534,Celeus obrieni,629653,422126,207527,0.6704,0.0024,0.2107,0.0012,0.0674,2020,Restricted,1973,VU,825273,VU
535,Celeus obrieni,629652,478330,151322,0.7597,5.00E-04,0.1843,2.00E-04,0.0131,2000,Restricted,1973,VU,825273,VU
536,Cercomacra ferdinandi,111835,87731,24104,0.7845,5.00E-04,0.1838,0,0.0087,2010,Partial,1928,NT,269082,NT
537,Cercomacra ferdinandi,111834,89525,22309,0.8005,4.00E-04,0.1739,0,0.0054,2005,Partial,1928,NT,269082,NT
538,Cercomacra ferdinandi,111835,83782,28053,0.7492,0.0036,0.188,3.00E-04,0.0201,2020,Partial,1928,NT,269082,NT
539,Cercomacra ferdinandi,111835,93759,18076,0.8384,3.00E-04,0.1352,0,0.0016,2000,Partial,1928,NT,269082,NT
540,Cercomacra ferdinandi,111834,84755,27079,0.7579,0.0019,0.1997,3.00E-04,0.0148,2015,Partial,1928,NT,269082,NT
541,Cerradomys akroai,748,715,33,0.9559,0,0.0241,0,0,2005,Restricted,2014,-,748,DD
542,Cerradomys akroai,749,693,56,0.9252,0,0.0467,0,0.004,2020,Restricted,2014,-,748,DD
543,Cerradomys akroai,749,704,45,0.9399,0,0.0401,0,0.0013,2010,Restricted,2014,-,748,DD
544,Cerradomys akroai,749,722,27,0.964,0,0.0187,0,0,2000,Restricted,2014,-,748,DD
545,Cerradomys akroai,748,696,52,0.9305,0,0.0468,0,0.0013,2015,Restricted,2014,-,748,DD
546,Cerradomys marinhus,265162,127498,137664,0.4808,0.0034,0.2853,0.0015,0.1058,2005,Partial,2003,LC,291448,LC
547,Cerradomys marinhus,265162,118434,146728,0.4466,0.0073,0.2462,0.0147,0.1482,2020,Partial,2003,LC,291448,LC
548,Cerradomys marinhus,265162,133048,132114,0.5018,0.0039,0.2974,1.00E-04,0.0754,2000,Partial,2003,LC,291448,LC
549,Cerradomys marinhus,265161,119113,146048,0.4492,0.0072,0.2656,0.0137,0.1272,2015,Partial,2003,LC,291448,LC
550,Cerradomys marinhus,265163,123998,141165,0.4676,0.0049,0.2743,0.0071,0.1073,2010,Partial,2003,LC,291448,LC
551,Cerradomys scotti,1435144,649403,785741,0.4525,0.0153,0.289,0.0262,0.1126,2020,Wide,2002,LC,2281453,LC
552,Cerradomys scotti,1435160,722350,712810,0.5033,0.0053,0.3314,0.0095,0.059,2000,Wide,2002,LC,2281453,LC
553,Cerradomys scotti,1435155,652953,782202,0.455,0.0134,0.3063,0.0274,0.0989,2015,Wide,2002,LC,2281453,LC
554,Cerradomys scotti,1435160,685369,749791,0.4776,0.0055,0.3308,0.0122,0.0797,2005,Wide,2002,LC,2281453,LC
555,Cerradomys scotti,1435162,671503,763659,0.4679,0.0083,0.3211,0.0205,0.0819,2010,Wide,2002,LC,2281453,LC
556,Charitospiza eucosma,1835450,959545,875905,0.5228,0.0152,0.245,0.022,0.1008,2020,Wide,1905,NT,3270074,LC
557,Charitospiza eucosma,1835463,966640,868823,0.5266,0.0133,0.2596,0.0232,0.0877,2015,Wide,1905,NT,3270074,LC
558,Charitospiza eucosma,1835470,1067750,767720,0.5817,0.0059,0.2733,0.0083,0.0479,2000,Wide,1905,NT,3270074,LC
559,Charitospiza eucosma,1835469,998395,837074,0.5439,0.0089,0.2685,0.0175,0.0704,2010,Wide,1905,NT,3270074,LC
560,Charitospiza eucosma,1835468,1020371,815097,0.5559,0.0062,0.2753,0.0106,0.0667,2005,Wide,1905,NT,3270074,LC
561,Chiasmocleis albopunctata,1459992,675047,784945,0.4624,0.0178,0.2816,0.028,0.1026,2020,Wide,1885,LC,2062226,LC
562,Chiasmocleis albopunctata,1460009,679081,780928,0.4651,0.0156,0.2992,0.0295,0.0888,2015,Wide,1885,LC,2062226,LC
563,Chiasmocleis albopunctata,1460015,715481,744534,0.4901,0.0072,0.323,0.0137,0.0709,2005,Wide,1885,LC,2062226,LC
564,Chiasmocleis albopunctata,1460014,700258,759756,0.4796,0.0104,0.3127,0.0225,0.0726,2010,Wide,1885,LC,2062226,LC
565,Chiasmocleis albopunctata,1460016,751051,708965,0.5144,0.0068,0.3231,0.0108,0.0517,2000,Wide,1885,LC,2062226,LC
566,Chiasmocleis centralis,369,149,220,0.4038,0,0.5718,0,0,2020,Partial,1952,DD,368,DD
567,Chiasmocleis centralis,368,144,224,0.3913,0,0.5978,0,0,2015,Partial,1952,DD,368,DD
568,Chiasmocleis centralis,366,170,196,0.4645,0,0.5027,0,0,2010,Partial,1952,DD,368,DD
569,Chiasmocleis centralis,367,170,197,0.4632,0,0.5123,0,0,2005,Partial,1952,DD,368,DD
570,Chiasmocleis centralis,368,190,178,0.5163,0,0.4511,0,0,2000,Partial,1952,DD,368,DD
571,Chironius brazili*,499736,169352,330384,0.3389,0.0374,0.26,0.0727,0.0991,2020,Partial,2015,-,1108760,LC
572,Chironius brazili*,499760,174781,324979,0.3497,0.0205,0.3456,0.0398,0.0736,2005,Partial,2015,-,1108760,LC
573,Chironius brazili*,499752,169613,330139,0.3394,0.0347,0.2835,0.077,0.0782,2015,Partial,2015,-,1108760,LC
574,Chironius brazili*,499762,178334,321428,0.3568,0.0193,0.3743,0.0317,0.0553,2000,Partial,2015,-,1108760,LC
575,Chironius brazili*,499762,173416,326346,0.347,0.0273,0.311,0.0629,0.0676,2010,Partial,2015,-,1108760,LC
576,Cinclodes espinhacensis,2141,1442,699,0.6735,0.0121,0.1481,0,0,2020,Restricted,2012,-,2941,EN
577,Cinclodes espinhacensis,2145,1444,701,0.6732,0.0093,0.1776,0,5.00E-04,2015,Restricted,2012,-,2941,EN
578,Cinclodes espinhacensis,2141,1432,709,0.6688,0.0051,0.2046,0,0,2005,Restricted,2012,-,2941,EN
579,Cinclodes espinhacensis,2145,1434,711,0.6685,0.0065,0.1991,0,0,2010,Restricted,2012,-,2941,EN
580,Cinclodes espinhacensis,2141,1441,700,0.673,0.0056,0.1966,0,0,2000,Restricted,2012,-,2941,EN
581,Clibanornis rectirostris,1062485,399466,663019,0.376,0.0256,0.3287,0.0387,0.0989,2020,Partial,1831,LC,1678654,LC
582,Clibanornis rectirostris,1062501,400972,661529,0.3774,0.0226,0.3491,0.0408,0.0826,2015,Partial,1831,LC,1678654,LC
583,Clibanornis rectirostris,1062507,417348,645159,0.3928,0.011,0.3872,0.0189,0.0717,2005,Partial,1831,LC,1678654,LC
584,Clibanornis rectirostris,1062510,410357,652153,0.3862,0.0157,0.3694,0.031,0.0701,2010,Partial,1831,LC,1678654,LC
585,Clibanornis rectirostris,1062509,434936,627573,0.4093,0.0106,0.3973,0.0149,0.0539,2000,Partial,1831,LC,1678654,LC
586,Clyomys laticeps,988242,340536,647706,0.3446,0.0234,0.3471,0.0417,0.1074,2020,Partial,1909,LC,1373496,LC
587,Clyomys laticeps,988256,342332,645924,0.3464,0.0206,0.368,0.0441,0.0887,2015,Partial,1909,LC,1373496,LC
588,Clyomys laticeps,988266,348573,639693,0.3527,0.0136,0.3939,0.0336,0.0741,2010,Partial,1909,LC,1373496,LC
589,Clyomys laticeps,988266,353318,634948,0.3575,0.0092,0.4131,0.0204,0.0773,2005,Partial,1909,LC,1373496,LC
590,Clyomys laticeps,988266,370852,617414,0.3753,0.0087,0.4238,0.0161,0.0579,2000,Partial,1909,LC,1373496,LC
591,Coleodactylus brachystoma,440079,227285,212794,0.5165,0.0024,0.3428,0.0032,0.0778,2015,Partial,1935,LC,477642,LC
592,Coleodactylus brachystoma,440080,241750,198330,0.5493,6.00E-04,0.3349,2.00E-04,0.0575,2005,Partial,1935,LC,477642,LC
593,Coleodactylus brachystoma,440079,235799,204280,0.5358,0.0011,0.3394,0.001,0.0626,2010,Partial,1935,LC,477642,LC
594,Coleodactylus brachystoma,440081,255519,184562,0.5806,6.00E-04,0.3175,0,0.0426,2000,Partial,1935,LC,477642,LC
595,Coleodactylus brachystoma,440080,227210,212870,0.5163,0.0026,0.3278,0.0033,0.0873,2020,Partial,1935,LC,477642,LC
596,Colobosaura modesta,1566726,851142,715584,0.5433,0.011,0.258,0.0181,0.0862,2015,Wide,1862,LC,3352590,LC
597,Colobosaura modesta,1566729,902029,664700,0.5757,0.0046,0.2682,0.0077,0.0654,2005,Wide,1862,LC,3352590,LC
598,Colobosaura modesta,1566730,881700,685030,0.5628,0.0068,0.2641,0.0134,0.0686,2010,Wide,1862,LC,3352590,LC
599,Colobosaura modesta,1566729,943917,622812,0.6025,0.0045,0.2642,0.0059,0.0465,2000,Wide,1862,LC,3352590,LC
600,Colobosaura modesta,1566714,844865,721849,0.5393,0.0125,0.2446,0.0177,0.0982,2020,Wide,1862,LC,3352590,LC
601,Columbina cyanopis,1561,866,695,0.5548,0.0038,0.173,6.00E-04,6.00E-04,2010,Partial,1870,CR,2172,CR
602,Columbina cyanopis,1560,883,677,0.566,0.0038,0.1788,0,0.0038,2005,Partial,1870,CR,2172,CR
603,Columbina cyanopis,1562,897,665,0.5743,0.0038,0.178,0,0.0026,2000,Partial,1870,CR,2172,CR
604,Columbina cyanopis,1561,838,723,0.5368,0.0045,0.1723,0.0013,0.0026,2015,Partial,1870,CR,2172,CR
605,Columbina cyanopis,1561,833,728,0.5336,0.0058,0.1582,0.0019,0.0128,2020,Partial,1870,CR,2172,CR
606,Conothraupis mesoleuca,124839,65065,59774,0.5212,0.0013,0.2221,2.00E-04,0.1705,2005,Partial,1939,EN,144734,EN
607,Conothraupis mesoleuca,124839,64675,60164,0.5181,0.0024,0.2126,0.0012,0.1715,2010,Partial,1939,EN,144734,EN
608,Conothraupis mesoleuca,124838,69491,55347,0.5566,9.00E-04,0.2174,0,0.1395,2000,Partial,1939,EN,144734,EN
609,Conothraupis mesoleuca,124839,62536,62303,0.5009,0.0064,0.2202,0.0059,0.1921,2020,Partial,1939,EN,144734,EN
610,Conothraupis mesoleuca,124838,63382,61456,0.5077,0.0059,0.2177,0.0057,0.1834,2015,Partial,1939,EN,144734,EN
611,Coryphaspiza melanotis,1654954,906927,748027,0.548,0.0076,0.2856,0.0123,0.0565,2005,Partial,1822,VU,3576856,VU
612,Coryphaspiza melanotis,1654955,944067,710888,0.5704,0.0072,0.2855,0.0097,0.0399,2000,Partial,1822,VU,3576856,VU
613,Coryphaspiza melanotis,1654945,857887,797058,0.5184,0.0156,0.2681,0.026,0.076,2015,Partial,1822,VU,3576856,VU
614,Coryphaspiza melanotis,1654928,852145,802783,0.5149,0.0178,0.2523,0.0247,0.0895,2020,Partial,1822,VU,3576856,VU
615,Coryphaspiza melanotis,1654954,887340,767614,0.5362,0.0108,0.2776,0.0201,0.0591,2010,Partial,1822,VU,3576856,VU
616,Crossodactylus franciscanus*,657,137,520,0.2085,0,0.5464,0.0046,0.0198,2005,Restricted,2015,-,714,CR
617,Crossodactylus franciscanus*,655,137,518,0.2092,0,0.5954,0.0015,0.0046,2000,Restricted,2015,-,714,CR
618,Crossodactylus franciscanus*,656,141,515,0.2149,0.003,0.4345,0.0198,0.0381,2015,Restricted,2015,-,714,CR
619,Crossodactylus franciscanus*,657,138,519,0.21,0.003,0.3988,0.0137,0.1005,2020,Restricted,2015,-,714,CR
620,Crossodactylus franciscanus*,658,145,513,0.2204,0.0015,0.4833,0.0258,0.0198,2010,Restricted,2015,-,714,CR
621,Crossodactylus trachystomus,19915,13959,5956,0.7009,0.0355,0.167,0,4.00E-04,2000,Restricted,1862,DD,33530,LC
622,Crossodactylus trachystomus,19915,13244,6671,0.665,0.0648,0.1518,0,0.0013,2020,Restricted,1862,DD,33530,LC
623,Crossodactylus trachystomus,19916,13210,6706,0.6633,0.0588,0.1799,0,0.0015,2015,Restricted,1862,DD,33530,LC
624,Crossodactylus trachystomus,19917,13455,6462,0.6756,0.0501,0.1765,0,4.00E-04,2010,Restricted,1862,DD,33530,LC
625,Crossodactylus trachystomus,19917,13707,6210,0.6882,0.0384,0.1848,0,4.00E-04,2005,Restricted,1862,DD,33530,LC
626,Ctenomys bicolor,83907,57887,26020,0.6899,0,0.0461,0,0.2014,2000,Partial,1914,-,108826,EN
627,Ctenomys bicolor,83906,50228,33678,0.5986,0.0016,0.0468,7.00E-04,0.3034,2015,Partial,1914,-,108826,EN
628,Ctenomys bicolor,83906,49839,34067,0.594,0.0017,0.0488,0.0012,0.3036,2020,Partial,1914,-,108826,EN
629,Ctenomys bicolor,83907,51171,32736,0.6099,2.00E-04,0.0508,5.00E-04,0.276,2010,Partial,1914,-,108826,EN
630,Ctenomys bicolor,83906,52243,31663,0.6226,1.00E-04,0.0537,2.00E-04,0.2488,2005,Partial,1914,-,108826,EN
631,Ctenomys nattereri,52650,33118,19532,0.629,0.0047,0.2411,8.00E-04,0.0973,2020,Partial,1848,LC,195476,LC
632,Ctenomys nattereri,52654,33847,18807,0.6428,0.0044,0.2353,5.00E-04,0.0948,2015,Partial,1848,LC,195476,LC
633,Ctenomys nattereri,52653,37284,15369,0.7081,2.00E-04,0.2048,0,0.0621,2000,Partial,1848,LC,195476,LC
634,Ctenomys nattereri,52653,34075,18578,0.6472,0.0017,0.2363,1.00E-04,0.0824,2010,Partial,1848,LC,195476,LC
635,Ctenomys nattereri,52653,34884,17769,0.6625,4.00E-04,0.2279,0,0.0817,2005,Partial,1848,LC,195476,LC
636,Cyanocorax cristatellus,1889333,990675,898658,0.5244,0.0147,0.259,0.0233,0.0876,2015,Wide,1823,LC,4033939,LC
637,Cyanocorax cristatellus,1889315,982901,906414,0.5202,0.0166,0.2447,0.022,0.1007,2020,Wide,1823,LC,4033939,LC
638,Cyanocorax cristatellus,1889342,1091882,797460,0.5779,0.0069,0.2744,0.0085,0.0478,2000,Wide,1823,LC,4033939,LC
639,Cyanocorax cristatellus,1889341,1022012,867329,0.5409,0.0102,0.2686,0.0177,0.0702,2010,Wide,1823,LC,4033939,LC
640,Cyanocorax cristatellus,1889341,1044071,845270,0.5526,0.0072,0.276,0.0108,0.0665,2005,Wide,1823,LC,4033939,LC
641,Dendropsophus anataliasiasi,307871,191691,116180,0.6226,0.0011,0.2874,3.00E-04,0.0519,2015,Partial,1972,LC,400550,LC
642,Dendropsophus anataliasiasi,307871,190107,117764,0.6175,0.0019,0.2698,3.00E-04,0.0615,2020,Partial,1972,LC,400550,LC
643,Dendropsophus anataliasiasi,307872,214093,93779,0.6954,2.00E-04,0.2458,0,0.0205,2000,Partial,1972,LC,400550,LC
644,Dendropsophus anataliasiasi,307870,198586,109284,0.645,3.00E-04,0.2869,0,0.0321,2010,Partial,1972,LC,400550,LC
645,Dendropsophus anataliasiasi,307868,203211,104657,0.6601,2.00E-04,0.2758,0,0.0294,2005,Partial,1972,LC,400550,LC
646,Dendropsophus araguaya,2451,1041,1410,0.4247,0.0294,0.39,0.0596,0.0277,2015,Restricted,1998,DD,2451,LC
647,Dendropsophus araguaya,2451,1052,1399,0.4292,0.0322,0.3362,0.0755,0.0343,2020,Restricted,1998,DD,2451,LC
648,Dendropsophus araguaya,2451,1142,1309,0.4659,0,0.4696,0,0.0155,2000,Restricted,1998,DD,2451,LC
649,Dendropsophus araguaya,2451,1040,1411,0.4243,0.0078,0.4219,0.0078,0.049,2010,Restricted,1998,DD,2451,LC
650,Dendropsophus araguaya,2450,1029,1421,0.42,8.00E-04,0.4727,0,0.0661,2005,Restricted,1998,DD,2451,LC
651,Dendropsophus cerradensis,713,159,554,0.223,0.0813,0.6073,0,0,2015,Restricted,1998,DD,714,DD
652,Dendropsophus cerradensis,716,159,557,0.2221,0.1355,0.5642,0,0.0084,2020,Restricted,1998,DD,714,DD
653,Dendropsophus cerradensis,712,166,546,0.2331,0.0126,0.7247,0,0,2000,Restricted,1998,DD,714,DD
654,Dendropsophus cerradensis,714,147,567,0.2059,0.014,0.7297,0,0,2010,Restricted,1998,DD,714,DD
655,Dendropsophus cerradensis,715,149,566,0.2084,0.0126,0.7413,0,0.0014,2005,Restricted,1998,DD,714,DD
656,Dendropsophus cruzi,731667,391186,340481,0.5347,0.0031,0.3141,0.0062,0.077,2015,Partial,1998,LC,944655,LC
657,Dendropsophus cruzi,731668,388771,342897,0.5313,0.0036,0.2985,0.0069,0.0854,2020,Partial,1998,LC,944655,LC
658,Dendropsophus cruzi,731669,402648,329021,0.5503,0.0013,0.3179,0.0022,0.0606,2010,Partial,1998,LC,944655,LC
659,Dendropsophus cruzi,731667,431582,300085,0.5899,7.00E-04,0.3003,0,0.0438,2000,Partial,1998,LC,944655,LC
660,Dendropsophus cruzi,731667,410228,321439,0.5607,8.00E-04,0.3154,5.00E-04,0.0598,2005,Partial,1998,LC,944655,LC
661,Dendropsophus elianeae,719803,204934,514869,0.2847,0.0269,0.3869,0.0602,0.0849,2015,Partial,2000,LC,980367,LC
662,Dendropsophus elianeae,719811,207681,512130,0.2885,0.018,0.4215,0.0461,0.0725,2010,Partial,2000,LC,980367,LC
663,Dendropsophus elianeae,719810,218925,500885,0.3041,0.0116,0.4687,0.0221,0.0581,2000,Partial,2000,LC,980367,LC
664,Dendropsophus elianeae,719810,208878,510932,0.2902,0.0124,0.4506,0.0281,0.077,2005,Partial,2000,LC,980367,LC
665,Dendropsophus elianeae,719787,203858,515929,0.2832,0.0307,0.363,0.0569,0.1067,2020,Partial,2000,LC,980367,LC
666,Dendropsophus jimi,555013,143441,411572,0.2584,0.02,0.4047,0.0591,0.0871,2010,Partial,1999,LC,828098,LC
667,Dendropsophus jimi,555015,149135,405880,0.2687,0.0127,0.4709,0.0286,0.0708,2000,Partial,1999,LC,828098,LC
668,Dendropsophus jimi,555005,142066,412939,0.256,0.0306,0.3628,0.0767,0.0996,2015,Partial,1999,LC,828098,LC
