species,rangesize,NAME,DESIG,DESIG_ENG,IUCN_CAT,STATUS_YR,GOV_TYPE,SUB_LOC,area
Atractus albuquerquei,"2711519",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Atractus albuquerquei,"2711519",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Atractus albuquerquei,"2711519",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Atractus albuquerquei,"2711519",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Atractus albuquerquei,"2711519",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Atractus albuquerquei,"2711519",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Atractus albuquerquei,"2711519",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Atractus pantostictus*,"940260",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Atractus pantostictus*,"940260",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Atractus pantostictus*,"940260",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Atractus pantostictus*,"940260",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Atractus pantostictus*,"940260",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Atractus pantostictus*,"940260",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Atractus pantostictus*,"940260",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Apostolepis longicaudata,"27040",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Apostolepis longicaudata,"27040",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Apostolepis longicaudata,"27040",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Apostolepis nelsonjorgei,"73372",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Apostolepis polylepis,"108297",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Apostolepis polylepis,"108297",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Apostolepis polylepis,"108297",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Apostolepis polylepis,"108297",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Apostolepis polylepis,"108297",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Apostolepis sanctaeritae*,"673293",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Apostolepis sanctaeritae*,"673293",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Apostolepis sanctaeritae*,"673293",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Apostolepis sanctaeritae*,"673293",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Apostolepis sanctaeritae*,"673293",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Apostolepis sanctaeritae*,"673293",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Apostolepis sanctaeritae*,"673293",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Apostolepis sanctaeritae*,"673293",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Apostolepis sanctaeritae*,"673293",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Apostolepis intermedia,"1425",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Ameiva jacuba,"1264",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Boana ericae,"963",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Amphisbaena acrobeles,"374",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Amphisbaena acrobeles,"374",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Siagonodon acutirostris,"1494",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Siagonodon acutirostris,"1494",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Akodon lindberghi,"2844",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Stenocercus canastra*,"690",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Crossodactylus franciscanus*,"714",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Leposternon maximus,"853",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Oligoryzomys rupestris,"1470",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Scinax cabralensis,"725",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Leptodactylus tapiti,"369",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Scinax rupestris*,"816",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Phalotris cerradensis*,"368",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Amphisbaena carli,"1478",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Trachycephalus mambaiensis,"81510",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Trachycephalus mambaiensis,"81510",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Trilepida brasiliensis,"1503963",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Trilepida brasiliensis,"1503963",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Trilepida brasiliensis,"1503963",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Trilepida brasiliensis,"1503963",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Trilepida brasiliensis,"1503963",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Trilepida brasiliensis,"1503963",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Trilepida brasiliensis,"1503963",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Trilepida brasiliensis,"1503963",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Trilepida brasiliensis,"1503963",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Trilepida brasiliensis,"1503963",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Trilepida brasiliensis,"1503963",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Trilepida brasiliensis,"1503963",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Trilepida brasiliensis,"1503963",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Trilepida fuliginosa,"453998",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Trilepida fuliginosa,"453998",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Trilepida fuliginosa,"453998",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Trilepida fuliginosa,"453998",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Trilepida fuliginosa,"453998",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Thoropa megatympanum,"35245",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Thrichomys apereoides,"362360",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Thrichomys apereoides,"362360",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Thrichomys apereoides,"362360",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Thrichomys apereoides,"362360",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Thrichomys pachyurus,"762797",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Thrichomys pachyurus,"762797",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Thrichomys pachyurus,"762797",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Thrichomys pachyurus,"762797",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Thylamys velutinus,"472911",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Thylamys velutinus,"472911",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Thylamys velutinus,"472911",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Tropidurus oreadicus,"2773708",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Tropidurus oreadicus,"2773708",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Tropidurus oreadicus,"2773708",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Tropidurus oreadicus,"2773708",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Tropidurus oreadicus,"2773708",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Tropidurus oreadicus,"2773708",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Tropidurus oreadicus,"2773708",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Tropidurus oreadicus,"2773708",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Tropidurus oreadicus,"2773708",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Tropidurus oreadicus,"2773708",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Tropidurus oreadicus,"2773708",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Tropidurus oreadicus,"2773708",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Tropidurus oreadicus,"2773708",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Tropidurus oreadicus,"2773708",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Tropidurus oreadicus,"2773708",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Tupinambis matipu*,"701967",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Tupinambis matipu*,"701967",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Tupinambis quadrilineatus,"1572963",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Tupinambis quadrilineatus,"1572963",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Tupinambis quadrilineatus,"1572963",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Tupinambis quadrilineatus,"1572963",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Tupinambis quadrilineatus,"1572963",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Tupinambis quadrilineatus,"1572963",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Tupinambis quadrilineatus,"1572963",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Tupinambis quadrilineatus,"1572963",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Tupinambis quadrilineatus,"1572963",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Tupinambis quadrilineatus,"1572963",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Uropelia campestris,"4642794",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Uropelia campestris,"4642794",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Uropelia campestris,"4642794",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Uropelia campestris,"4642794",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Uropelia campestris,"4642794",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Uropelia campestris,"4642794",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Uropelia campestris,"4642794",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Uropelia campestris,"4642794",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Uropelia campestris,"4642794",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Uropelia campestris,"4642794",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Uropelia campestris,"4642794",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Uropelia campestris,"4642794",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Uropelia campestris,"4642794",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Uropelia campestris,"4642794",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Uropelia campestris,"4642794",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Uropelia campestris,"4642794",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Uropelia campestris,"4642794",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Uropelia campestris,"4642794",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Trilepida koppesi,"558325",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Tropidurus itambere,"1456252",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Tropidurus itambere,"1456252",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Tropidurus itambere,"1456252",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Tropidurus itambere,"1456252",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Tropidurus itambere,"1456252",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Tropidurus itambere,"1456252",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Tropidurus montanus,"84788",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Vanzosaura savanicola*,"112323",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Vanzosaura savanicola*,"112323",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Vanzosaura savanicola*,"112323",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Xenodon nattereri,"1984447",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Xenodon nattereri,"1984447",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Xenodon nattereri,"1984447",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Xenodon nattereri,"1984447",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Xenodon nattereri,"1984447",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Xenodon nattereri,"1984447",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Xenodon nattereri,"1984447",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Xenodon nattereri,"1984447",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Xenodon nattereri,"1984447",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Xenodon nattereri,"1984447",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Xenodon nattereri,"1984447",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Pithecopus megacephalus,"53181",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Pithecopus oreades,"82568",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Polystictus superciliaris,"442086",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Polystictus superciliaris,"442086",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Physalaemus marmoratus,"1228199",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Physalaemus marmoratus,"1228199",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Physalaemus marmoratus,"1228199",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Physalaemus marmoratus,"1228199",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Physalaemus marmoratus,"1228199",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Physalaemus marmoratus,"1228199",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Physalaemus nattereri,"1987481",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Physalaemus nattereri,"1987481",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Physalaemus nattereri,"1987481",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Physalaemus nattereri,"1987481",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Physalaemus nattereri,"1987481",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Physalaemus nattereri,"1987481",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Physalaemus nattereri,"1987481",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Physalaemus nattereri,"1987481",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Physalaemus nattereri,"1987481",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Physalaemus nattereri,"1987481",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Physalaemus nattereri,"1987481",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Physalaemus nattereri,"1987481",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Physalaemus nattereri,"1987481",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Pithecopus ayeaye,"72110",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Pithecopus azureus,"2392121",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Pithecopus azureus,"2392121",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Pithecopus azureus,"2392121",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Pithecopus azureus,"2392121",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Pithecopus azureus,"2392121",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Pithecopus azureus,"2392121",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Pithecopus azureus,"2392121",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Pithecopus azureus,"2392121",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Pithecopus azureus,"2392121",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Pithecopus azureus,"2392121",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Pithecopus azureus,"2392121",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Pithecopus azureus,"2392121",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Pithecopus azureus,"2392121",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Pithecopus azureus,"2392121",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
