"species","rangeAnt","percNatCat","X","latitude","longitude"
"Phalotris mertensi",264819,"<30%",9479,-23.5,-47.6167
"Phalotris mertensi",264819,"<30%",9480,-21.7944,-48.1756
"Phalotris mertensi",264819,"<30%",9481,-21.8,-48.1667
"Phalotris mertensi",264819,"<30%",9482,-22.5797,-44.6969
"Phalotris mertensi",264819,"<30%",9483,-22.6667,-50.4167
"Phalotris mertensi",264819,"<30%",9484,-22.65,-50.4
"Phalotris mertensi",264819,"<30%",9485,-21.9669,-47.65
"Phalotris mertensi",264819,"<30%",9486,-23.1,-48.9167
"Phalotris mertensi",264819,"<30%",9487,-23.0972,-48.9047
"Phalotris mertensi",264819,"<30%",9488,-22.0744,-48.7403
"Phalotris mertensi",264819,"<30%",9489,-20.4169,-48.8331
"Phalotris mertensi",264819,"<30%",9490,-20.55,-48.5667
"Phalotris mertensi",264819,"<30%",9491,-20.5572,-48.5678
"Phalotris mertensi",264819,"<30%",9492,-23.5,-46.8833
"Phalotris mertensi",264819,"<30%",9493,-22.3167,-49.05
"Phalotris mertensi",264819,"<30%",9494,-22.3147,-49.0606
"Phalotris mertensi",264819,"<30%",9495,-20.95,-48.4833
"Phalotris mertensi",264819,"<30%",9496,-20.9494,-48.4792
"Phalotris mertensi",264819,"<30%",9497,-23.0167,-49.4833
"Phalotris mertensi",264819,"<30%",9498,-21.2886,-50.34
"Phalotris mertensi",264819,"<30%",9499,-23.1,-48.2667
"Phalotris mertensi",264819,"<30%",9500,-23.1,-48.25
"Phalotris mertensi",264819,"<30%",9501,-22.1667,-48.75
"Phalotris mertensi",264819,"<30%",9502,-22.5667,-48.9667
"Phalotris mertensi",264819,"<30%",9503,-22.8904,-48.4553
"Phalotris mertensi",264819,"<30%",9504,-22.8858,-48.445
"Phalotris mertensi",264819,"<30%",9505,-22.8833,-48.4167
"Phalotris mertensi",264819,"<30%",9506,-22.8833,-48.4333
"Phalotris mertensi",264819,"<30%",9507,-22.8833,-48.45
"Phalotris mertensi",264819,"<30%",9508,-22.8833,-48.4833
"Phalotris mertensi",264819,"<30%",9509,-22.2842,-48.1267
"Phalotris mertensi",264819,"<30%",9510,-22.2833,-48.1167
"Phalotris mertensi",264819,"<30%",9511,-23.8,-48.6
"Phalotris mertensi",264819,"<30%",9512,-23.7975,-48.5928
"Phalotris mertensi",264819,"<30%",9513,-21.9281,-47.3686
"Phalotris mertensi",264819,"<30%",9514,-21.2667,-47.3
"Phalotris mertensi",264819,"<30%",9515,-22.9,-47.05
"Phalotris mertensi",264819,"<30%",9516,-22.9667,-47.125
"Phalotris mertensi",264819,"<30%",9517,-22.9056,-47.0608
"Phalotris mertensi",264819,"<30%",9518,-22.825,-47.0833
"Phalotris mertensi",264819,"<30%",9519,-20.454,-54.6257
"Phalotris mertensi",264819,"<30%",9520,-20.9131,-54.2497
"Phalotris mertensi",264819,"<30%",9521,-20.5064,-54.5242
"Phalotris mertensi",264819,"<30%",9522,-23.2419,-47.5656
"Phalotris mertensi",264819,"<30%",9523,-22.7464,-50.3869
"Phalotris mertensi",264819,"<30%",9524,-21.3253,-48.6308
"Phalotris mertensi",264819,"<30%",9525,-24,-48.35
"Phalotris mertensi",264819,"<30%",9647,-23.65,-45.8833
"Phalotris mertensi",264819,"<30%",9645,-22.3917,-47.55
"Phalotris mertensi",264819,"<30%",9646,-20.7719,-47.8381
"Phalotris mertensi",264819,"<30%",9606,-23.0175,-47.5114
"Phalotris mertensi",264819,"<30%",9607,-22.7833,-50.2167
"Phalotris mertensi",264819,"<30%",9608,-23.3833,-48.725
"Phalotris mertensi",264819,"<30%",9609,-23.8931,-55.4308
"Phalotris mertensi",264819,"<30%",9610,-21.4197,-50.0775
"Phalotris mertensi",264819,"<30%",9611,-21.0908,-45.0914
"Phalotris mertensi",264819,"<30%",9612,-20.2336,-50.7831
"Phalotris mertensi",264819,"<30%",9613,-21.1833,-48.9
"Phalotris mertensi",264819,"<30%",9614,-21.1858,-48.9072
"Phalotris mertensi",264819,"<30%",9615,-22.7167,-47.65
"Phalotris mertensi",264819,"<30%",9616,-22.7253,-47.6492
"Phalotris mertensi",264819,"<30%",9617,-23.2,-49.3833
"Phalotris mertensi",264819,"<30%",9660,-20.8167,-49.3833
"Phalotris mertensi",264819,"<30%",9661,-22.7311,-48.5706
"Phalotris mertensi",264819,"<30%",9662,-22.55,-47.9167
"Phalotris mertensi",264819,"<30%",9663,-21.4833,-47.55
"Phalotris mertensi",264819,"<30%",9664,-21.4583,-47.5917
"Phalotris mertensi",264819,"<30%",9665,-21.3167,-47.5667
"Phalotris mertensi",264819,"<30%",9666,-21.3108,-47.5656
"Phalotris mertensi",264819,"<30%",9667,-22.8167,-47.2667
"Phalotris mertensi",264819,"<30%",9668,-21.1167,-48.45
"Phalotris mertensi",264819,"<30%",9669,-21.9169,-48.0497
"Phalotris mertensi",264819,"<30%",9670,-21.4061,-48.5047
"Phalotris mertensi",264819,"<30%",9671,-23.35,-47.85
"Phalotris mertensi",264819,"<30%",9672,-23.1,-47.7167
"Phalotris mertensi",264819,"<30%",9673,-18.6333,-43.7333
"Phalotris mertensi",264819,"<30%",9674,-19.7333,-47.9167
"Phalotris mertensi",264819,"<30%",9675,-19.75,-47.9333
"Phalotris mertensi",264819,"<30%",9676,-18.9167,-48.2833
"Phalotris mertensi",264819,"<30%",9677,-20.9528,-49.1747
"Phalotris mertensi",264819,"<30%",9678,-21.2056,-50.9472
"Phalotris mertensi",264819,"<30%",9679,-23.0117,-47.5269
"Phalotris mertensi",264819,"<30%",9680,-20.8667,-48.2833
"Phalotris mertensi",264819,"<30%",9681,-20.8731,-48.2969
"Phalotris mertensi",264819,"<30%",9682,-23.55,-47.45
"Phalotris mertensi",264819,"<30%",9683,-20.4167,-49.9667
"Phalotris mertensi",264819,"<30%",9684,-19.748,-47.932
"Phalotris mertensi",264819,"<30%",9603,-20.7167,-47.8833
"Phalotris mertensi",264819,"<30%",9604,-22.9833,-49.8667
"Phalotris mertensi",264819,"<30%",9605,-20.6669,-48.5664
"Phalotris mertensi",264819,"<30%",9619,-22,-47.4167
"Phalotris mertensi",264819,"<30%",9620,-21.9961,-47.4258
"Phalotris mertensi",264819,"<30%",9621,-21.9833,-47.4167
"Phalotris mertensi",264819,"<30%",9622,-21.925,-47.3667
"Phalotris mertensi",264819,"<30%",9623,-22.4333,-49.05
"Phalotris mertensi",264819,"<30%",9624,-21,-48.2167
"Phalotris mertensi",264819,"<30%",9625,-21.0094,-48.2217
"Phalotris mertensi",264819,"<30%",9626,-22.5333,-55.7167
"Phalotris mertensi",264819,"<30%",9627,-21.0225,-48.0372
"Phalotris mertensi",264819,"<30%",9628,-23.1833,-48.125
"Phalotris mertensi",264819,"<30%",9629,-23.1758,-48.125
"Phalotris mertensi",264819,"<30%",9630,-23.2167,-47.5167
"Phalotris mertensi",264819,"<30%",9618,-23.1936,-49.3839
"Phalotris mertensi",264819,"<30%",9592,-22.2917,-47.15
"Phalotris mertensi",264819,"<30%",9593,-21.2667,-48.5
"Phalotris mertensi",264819,"<30%",9594,-22.85,-46.0333
"Phalotris mertensi",264819,"<30%",9595,-20.6669,-47.1667
"Phalotris mertensi",264819,"<30%",9596,-22.2833,-47.55
"Phalotris mertensi",264819,"<30%",9597,-21.5081,-48.1511
"Phalotris mertensi",264819,"<30%",9598,-21.7833,-48.5667
"Phalotris mertensi",264819,"<30%",9599,-21.7783,-48.5608
"Phalotris mertensi",264819,"<30%",9600,-22.7833,-47.3
"Phalotris mertensi",264819,"<30%",9601,-21.4683,-49.2206
"Phalotris mertensi",264819,"<30%",9602,-21.4667,-49.2167
"Phalotris mertensi",264819,"<30%",9643,-22.4,-47.5667
"Phalotris mertensi",264819,"<30%",9631,-21.8667,-47.4833
"Phalotris mertensi",264819,"<30%",9635,-21.65,-49.85
"Phalotris mertensi",264819,"<30%",9632,-21.85,-47.4667
"Phalotris mertensi",264819,"<30%",9633,-21.8667,-51.85
"Phalotris mertensi",264819,"<30%",9634,-21.8667,-51.8333
"Phalotris mertensi",264819,"<30%",9639,-24.1,-48.3667
"Phalotris mertensi",264819,"<30%",9636,-21.5367,-49.8581
"Phalotris mertensi",264819,"<30%",9637,-22.2333,-50.9
"Phalotris mertensi",264819,"<30%",9638,-22.4333,-47.4167
"Phalotris mertensi",264819,"<30%",9644,-22.4,-47.55
"Phalotris mertensi",264819,"<30%",9640,-23.7106,-46.4133
"Phalotris mertensi",264819,"<30%",9641,-21.1833,-47.8167
"Phalotris mertensi",264819,"<30%",9642,-21.1667,-47.8
"Phalotris multipunctatus",602,"<30%",9687,-21.8023,-54.5436
"Phalotris multipunctatus",602,"<30%",9686,-22.2451,-48.0635
"Phalotris multipunctatus",602,"<30%",9685,-23.7808,-56.2909
"Philodryas livida",180815,"<30%",9774,-20.4667,-55.8111
"Philodryas livida",180815,"<30%",9773,-22.4692,-48.9875
"Philodryas livida",180815,"<30%",9778,-22.0825,-47.8686
"Philodryas livida",180815,"<30%",9775,-22.9472,-48.8472
"Philodryas livida",180815,"<30%",9776,-22.2667,-47.9167
"Philodryas livida",180815,"<30%",9777,-20.4333,-54.6333
"Philodryas livida",180815,"<30%",9782,-22.5833,-48.8
"Philodryas livida",180815,"<30%",9779,-22.9833,-48.6833
"Philodryas livida",180815,"<30%",9780,-22.25,-47.8167
"Philodryas livida",180815,"<30%",9781,-22.7667,-48.8833
"Philodryas livida",180815,"<30%",9772,-22.7833,-49.2333
"Philodryas livida",180815,"<30%",9785,-18.1917,-52.87
"Philodryas livida",180815,"<30%",9786,-18.1019,-52.9225
"Philodryas livida",180815,"<30%",9787,-18.0564,-52.9408
"Philodryas livida",180815,"<30%",9788,-18.01,-52.9733
"Philodryas livida",180815,"<30%",9789,-17.6644,-53.2172
"Philodryas livida",180815,"<30%",9790,-20.0767,-56.7675
"Philodryas livida",180815,"<30%",9791,-22.7167,-48.5667
"Philodryas livida",180815,"<30%",9783,-22.565,-47.402
"Philodryas livida",180815,"<30%",9784,-18.2514,-52.885
"Philodryas livida",180815,"<30%",9771,-23.7808,-56.2909
"Philodryas mattogrossensis",268162,"<30%",9822,-20.4977,-54.5155
"Philodryas mattogrossensis",268162,"<30%",9819,-20.4095,-54.6166
"Philodryas mattogrossensis",268162,"<30%",9820,-20.9131,-54.2497
"Philodryas mattogrossensis",268162,"<30%",9821,-20.5542,-54.6342
"Philodryas mattogrossensis",268162,"<30%",9813,-20.7833,-52.05
"Philodryas mattogrossensis",268162,"<30%",9814,-22.65,-50.4
"Philodryas mattogrossensis",268162,"<30%",9815,-16.0667,-57.6667
"Philodryas mattogrossensis",268162,"<30%",9812,-18.6333,-48.1833
"Philodryas mattogrossensis",268162,"<30%",9817,-19.75,-48.5667
"Philodryas mattogrossensis",268162,"<30%",9818,-20.4333,-54.6333
"Philodryas mattogrossensis",268162,"<30%",9792,-22.1333,-56.5167
"Philodryas mattogrossensis",268162,"<30%",9816,-19.3833,-51.15
"Philodryas mattogrossensis",268162,"<30%",9794,-23.92,-55.666
"Philodryas mattogrossensis",268162,"<30%",9795,-20.98,-58.3122
"Philodryas mattogrossensis",268162,"<30%",9796,-19.7,-56.6833
"Philodryas mattogrossensis",268162,"<30%",9793,-23.7808,-56.2909
"Philodryas mattogrossensis",268162,"<30%",9811,-20.3,-56.0833
"Philodryas mattogrossensis",268162,"<30%",9825,-20.4549,-54.646
"Philodryas mattogrossensis",268162,"<30%",9826,-20.4186,-54.64
"Philodryas mattogrossensis",268162,"<30%",9827,-20.389,-54.6143
"Philodryas mattogrossensis",268162,"<30%",9828,-20.4192,-54.6506
"Philodryas mattogrossensis",268162,"<30%",9829,-20.4729,-54.6438
"Philodryas mattogrossensis",268162,"<30%",9830,-20.4424,-54.6466
"Philodryas mattogrossensis",268162,"<30%",9831,-20.5263,-54.6234
"Philodryas mattogrossensis",268162,"<30%",9832,-20.4219,-54.5739
"Philodryas mattogrossensis",268162,"<30%",9833,-20.4219,-54.6178
"Philodryas mattogrossensis",268162,"<30%",9834,-20.3836,-54.5603
"Philodryas mattogrossensis",268162,"<30%",9835,-20.0072,-52.9957
"Philodryas mattogrossensis",268162,"<30%",9823,-20.4653,-54.7183
"Philodryas mattogrossensis",268162,"<30%",9824,-20.4617,-54.6122
"Philodryas mattogrossensis",268162,"<30%",9798,-21.0256,-47.3739
"Philodryas mattogrossensis",268162,"<30%",9799,-17.3042,-53.2014
"Philodryas mattogrossensis",268162,"<30%",9800,-23.0375,-55.1944
"Philodryas mattogrossensis",268162,"<30%",9801,-20.4608,-55.7181
"Philodryas mattogrossensis",268162,"<30%",9802,-22.1833,-52.7167
"Philodryas mattogrossensis",268162,"<30%",9803,-20.4667,-55.7833
"Philodryas mattogrossensis",268162,"<30%",9804,-20.4797,-55.7972
"Philodryas mattogrossensis",268162,"<30%",9805,-20.45,-55.4833
"Philodryas mattogrossensis",268162,"<30%",9806,-20.3083,-55.7326
"Philodryas mattogrossensis",268162,"<30%",9807,-20.2833,-56.0667
"Philodryas mattogrossensis",268162,"<30%",9808,-19.7557,-55.8634
"Philodryas mattogrossensis",268162,"<30%",9836,-23.6,-59.56
"Philodryas mattogrossensis",268162,"<30%",9797,-21.8857,-54.1557
"Philodryas mattogrossensis",268162,"<30%",9810,-20.4667,-55.8
"Philodryas mattogrossensis",268162,"<30%",9809,-20.4748,-55.7847
"Physalaemus atim*",452,"<30%",9907,-16.5666,-48.9316
"Physalaemus atim*",452,"<30%",9908,-16.5987,-48.8788
"Physalaemus atim*",452,"<30%",9909,-16.5393,-48.9634
"Physalaemus atim*",452,"<30%",9906,-16.5733,-48.9546
"Physalaemus atim*",452,"<30%",9911,-16.5778,-48.9336
"Physalaemus atim*",452,"<30%",9912,-16.7151,-48.829
"Physalaemus atim*",452,"<30%",9913,-16.6709,-48.8487
"Physalaemus atim*",452,"<30%",9910,-16.6294,-48.7985
"Physalaemus atim*",452,"<30%",9915,-16.4311,-49.1533
"Physalaemus atim*",452,"<30%",9904,-16.3284,-49.1631
"Physalaemus atim*",452,"<30%",9914,-16.6563,-48.8232
"Physalaemus atim*",452,"<30%",9905,-16.5296,-49.139
"Proceratophrys dibernardoi",47509,"<30%",11066,-17.0417,-53.1214
"Proceratophrys dibernardoi",47509,"<30%",11067,-17.6975,-53.4625
"Proceratophrys dibernardoi",47509,"<30%",11068,-18.6633,-51.8714
"Proceratophrys dibernardoi",47509,"<30%",11069,-15.8567,-52.2556
"Proceratophrys dibernardoi",47509,"<30%",11070,-20.3979,-54.586
"Proceratophrys dibernardoi",47509,"<30%",11071,-17.95,-51.7167
"Proceratophrys dibernardoi",47509,"<30%",11072,-17.8808,-51.7139
"Proceratophrys dibernardoi",47509,"<30%",11073,-17.6192,-52.5164
"Proceratophrys dibernardoi",47509,"<30%",11074,-17.8081,-51.3739
"Proceratophrys moratoi",140577,"<30%",11106,-20.263,-49.229
"Proceratophrys moratoi",140577,"<30%",11114,-20.151,-46.654
"Proceratophrys moratoi",140577,"<30%",11115,-18.662,-48.622
"Proceratophrys moratoi",140577,"<30%",11116,-19.831,-47.71
"Proceratophrys moratoi",140577,"<30%",11117,-19,-48.32
"Proceratophrys moratoi",140577,"<30%",11102,-22.2147,-47.9113
"Proceratophrys moratoi",140577,"<30%",11103,-17.5533,-47.8285
"Proceratophrys moratoi",140577,"<30%",11107,-19.01,-49.45
"Proceratophrys moratoi",140577,"<30%",11108,-22.82,-48.88
"Proceratophrys moratoi",140577,"<30%",11109,-18.869,-48.847
"Proceratophrys moratoi",140577,"<30%",11110,-14.688,-52.422
"Proceratophrys moratoi",140577,"<30%",11111,-18.76,-50.61
"Proceratophrys moratoi",140577,"<30%",11112,-19.339,-47.284
"Proceratophrys moratoi",140577,"<30%",11113,-22.0167,-47.9392
"Proceratophrys moratoi",140577,"<30%",11098,-22.89,-48.95
"Proceratophrys moratoi",140577,"<30%",11099,-22.3467,-49.0156
"Proceratophrys moratoi",140577,"<30%",11100,-22.8833,-48.5
"Proceratophrys moratoi",140577,"<30%",11101,-22.8878,-48.5064
"Proceratophrys moratoi",140577,"<30%",11104,-18.648,-49.155
"Proceratophrys moratoi",140577,"<30%",11105,-19.725,-49.196
"Pseudopaludicola atragula*",10636,"<30%",11171,-20.3419,-49.1947
"Pseudopaludicola atragula*",10636,"<30%",11172,-19.1369,-51.1125
"Pseudopaludicola atragula*",10636,"<30%",11173,-19.0883,-51.2769
"Pseudopaludicola atragula*",10636,"<30%",11174,-19.0956,-51.0864
"Pseudopaludicola atragula*",10636,"<30%",11175,-21.0817,-49.5197
"Pseudopaludicola coracoralinae*",605,"<30%",11176,-16.7831,-49.8672
"Pseudopaludicola coracoralinae*",605,"<30%",11177,-15.8467,-49.8642
"Pseudopaludicola facureae*",38328,"<30%",11192,-18.9452,-48.267
"Pseudopaludicola facureae*",38328,"<30%",11179,-18.6482,-49.155
"Pseudopaludicola facureae*",38328,"<30%",11180,-18.4942,-49.1408
"Pseudopaludicola facureae*",38328,"<30%",11181,-15.3175,-49.1175
"Pseudopaludicola facureae*",38328,"<30%",11182,-19.5287,-50.5238
"Pseudopaludicola facureae*",38328,"<30%",11183,-19.4,-50.767
"Pseudopaludicola facureae*",38328,"<30%",11184,-19.2644,-50.7819
"Pseudopaludicola facureae*",38328,"<30%",11185,-18.5565,-48.9965
"Pseudopaludicola facureae*",38328,"<30%",11187,-17.3028,-49.0167
"Pseudopaludicola facureae*",38328,"<30%",11188,-19.1988,-50.5961
"Pseudopaludicola facureae*",38328,"<30%",11189,-18.6624,-48.6218
"Pseudopaludicola facureae*",38328,"<30%",11190,-18.7739,-48.6092
"Pseudopaludicola facureae*",38328,"<30%",11191,-18.975,-48.2906
"Pseudopaludicola facureae*",38328,"<30%",11178,-19.7157,-50.5941
"Pseudopaludicola facureae*",38328,"<30%",11186,-16.8467,-49.8642
"Scinax canastrensis",20876,"<30%",12303,-20.8636,-46.3881
"Scinax canastrensis",20876,"<30%",12304,-19.5933,-46.9406
"Scinax canastrensis",20876,"<30%",12305,-20.0064,-45.9769
"Scinax canastrensis",20876,"<30%",12321,-19.9172,-46.1186
"Scinax canastrensis",20876,"<30%",12322,-20.3267,-46.3661
"Scinax canastrensis",20876,"<30%",12308,-20.5666,-46.1261
"Scinax canastrensis",20876,"<30%",12309,-20.3439,-46.8539
"Scinax canastrensis",20876,"<30%",12310,-20.6436,-46.2652
"Scinax canastrensis",20876,"<30%",12311,-20.2065,-47.4384
"Scinax canastrensis",20876,"<30%",12312,-19,-47.1667
"Scinax canastrensis",20876,"<30%",12313,-19.2075,-47.142
"Scinax canastrensis",20876,"<30%",12314,-19.6,-44.95
"Scinax canastrensis",20876,"<30%",12315,-19.8569,-47.1767
"Scinax canastrensis",20876,"<30%",12316,-20.2455,-46.3655
"Scinax canastrensis",20876,"<30%",12317,-20.25,-46.5
"Scinax canastrensis",20876,"<30%",12318,-20.187,-46.5135
"Scinax canastrensis",20876,"<30%",12306,-19.6961,-46.1714
"Scinax canastrensis",20876,"<30%",12307,-19.6685,-45.9537
"Scinax canastrensis",20876,"<30%",12320,-19.1114,-46.6897
"Scinax canastrensis",20876,"<30%",12319,-20.3306,-46.4725
"Scinax maracaya",4052,"<30%",12413,-20.6667,-46.2667
"Scinax maracaya",4052,"<30%",12415,-20.0741,-43.9039
"Scinax maracaya",4052,"<30%",12416,-20.2,-43.9666
"Scinax maracaya",4052,"<30%",12417,-20.187,-46.5135
"Scinax maracaya",4052,"<30%",12418,-20.2432,-46.4463
"Scinax maracaya",4052,"<30%",12414,-20.2309,-43.8524
"Thylamys velutinus",267113,"<30%",13145,-21.9333,-47.3667
"Thylamys velutinus",267113,"<30%",13146,-14,-47.5667
"Thylamys velutinus",267113,"<30%",13147,-22.4167,-47.6167
"Thylamys velutinus",267113,"<30%",13148,-15.9333,-47.85
"Thylamys velutinus",267113,"<30%",13149,-15.8759,-47.8757
"Thylamys velutinus",267113,"<30%",13150,-19.6272,-43.8897
"Thylamys velutinus",267113,"<30%",13151,-18.2667,-52.8833
"Thylamys velutinus",267113,"<30%",13152,-21.5833,-44.5667
"Trilepida koppesi",307999,"<30%",13241,-18.6739,-51.8806
"Trilepida koppesi",307999,"<30%",13242,-22.2842,-48.1267
"Trilepida koppesi",307999,"<30%",13243,-17.74,-48.63
"Trilepida koppesi",307999,"<30%",13244,-18.9697,-56.6386
"Trilepida koppesi",307999,"<30%",13245,-20.3833,-51.4667
"Trilepida koppesi",307999,"<30%",13246,-22.2528,-47.8228
"Trilepida koppesi",307999,"<30%",13247,-22.2167,-47.8833
"Trilepida koppesi",307999,"<30%",13248,-16.25,-47.95
"Trilepida koppesi",307999,"<30%",13249,-17.5694,-52.5511
"Trilepida koppesi",307999,"<30%",13250,-18.25,-52.8833
"Trilepida koppesi",307999,"<30%",13251,-17.57,-52.55
"Trilepida koppesi",307999,"<30%",13252,-22.3722,-46.9422
"Trilepida koppesi",307999,"<30%",13253,-19.6772,-51.1908
"Trilepida koppesi",307999,"<30%",13254,-21.9833,-47.4167
"Trilepida koppesi",307999,"<30%",13255,-22.1167,-51.3833
"Trilepida koppesi",307999,"<30%",13256,-15.866,-56.077
"Trilepida koppesi",307999,"<30%",13257,-17.6182,-54.8278
"Trilepida koppesi",307999,"<30%",13258,-20.4422,-54.8603
