binomial,range,rangeNat,rangeAnt,percNat,percForPlant,percPast,percSugCan,percSoy,lulcYear
Ololygon machadoi,15321,12444,2877,0.8122,0.0411,0.0964,0,0,2000
Ololygon machadoi,15322,12269,3053,0.8007,0.0434,0.113,0,1.00E-04,2005
Ololygon machadoi,15321,12089,3232,0.789,0.0555,0.1091,0,0,2010
Ololygon machadoi,15321,11852,3469,0.7736,0.0651,0.1167,0,1.00E-04,2015
Ololygon machadoi,15322,11841,3481,0.7728,0.0734,0.0995,0,2.00E-04,2020
Scinax maracaya,5392,1287,4105,0.2387,0.0032,0.6265,0,0.002,2000
Scinax maracaya,5391,1274,4117,0.2363,0.0063,0.599,0,0.0089,2005
Scinax maracaya,5394,1330,4064,0.2466,0.0191,0.5326,0.0013,0.0119,2010
Scinax maracaya,5393,1358,4035,0.2518,0.0271,0.4582,0.0043,0.0171,2015
Scinax maracaya,5392,1340,4052,0.2485,0.0282,0.4145,0.0035,0.0499,2020
Julianus pinimus,719,433,286,0.6022,0,0.1975,0,0,2000
Julianus pinimus,719,430,289,0.5981,0,0.2184,0,0,2005
Julianus pinimus,719,428,291,0.5953,0.0014,0.2045,0,0,2010
Julianus pinimus,718,432,286,0.6017,0.0028,0.1964,0,0,2015
Julianus pinimus,717,433,284,0.6039,0.0042,0.1674,0,0,2020
Ololygon pombali,891,453,438,0.5084,0,0.4153,0,0,2000
Ololygon pombali,890,455,435,0.5112,0,0.4157,0,0.0011,2005
Ololygon pombali,892,464,428,0.5202,0.0011,0.3845,0.0011,0.0011,2010
Ololygon pombali,891,467,424,0.5241,0.0022,0.3715,0,0.0034,2015
Ololygon pombali,891,469,422,0.5264,0.0034,0.3569,0,0.0079,2020
Scinax rogerioi,145326,58511,86815,0.4026,0.021,0.3845,0,0.0647,2000
Scinax rogerioi,145326,56546,88780,0.3891,0.0228,0.3655,1.00E-04,0.0855,2005
Scinax rogerioi,145329,56059,89270,0.3857,0.0307,0.3377,0.0012,0.0898,2010
Scinax rogerioi,145325,54585,90740,0.3756,0.0392,0.316,0.003,0.1038,2015
Scinax rogerioi,145327,54074,91253,0.3721,0.0415,0.2978,0.0036,0.1298,2020
Scinax rossaferesae*,2240,812,1428,0.3625,0.1013,0.2268,0,0.1781,2000
Scinax rossaferesae*,2238,826,1412,0.3691,0.1126,0.1801,0,0.2252,2005
Scinax rossaferesae*,2240,908,1332,0.4054,0.1304,0.1,0,0.2321,2010
Scinax rossaferesae*,2239,949,1290,0.4238,0.146,0.0634,0,0.2479,2015
Scinax rossaferesae*,2240,910,1330,0.4062,0.1696,0.0442,0,0.2585,2020
Scinax rupestris*,814,760,54,0.9337,0,0.0491,0,0,2000
Scinax rupestris*,816,762,54,0.9338,0,0.0466,0,0,2005
Scinax rupestris*,816,760,56,0.9314,0,0.0515,0,0.0012,2010
Scinax rupestris*,815,758,57,0.9301,0,0.0466,0,0.0049,2015
Scinax rupestris*,816,758,58,0.9289,0,0.0429,0,0.0098,2020
Ololygon skaios,38795,21067,17728,0.543,5.00E-04,0.2563,3.00E-04,0.0587,2000
Ololygon skaios,38793,20397,18396,0.5258,4.00E-04,0.2497,0.0014,0.0857,2005
Ololygon skaios,38797,20141,18656,0.5191,0.0012,0.2351,0.0045,0.095,2010
Ololygon skaios,38796,19798,18998,0.5103,0.0038,0.2275,0.0056,0.1125,2015
Ololygon skaios,38793,19687,19106,0.5075,0.0041,0.2072,0.0055,0.1429,2020
Scinax tigrinus,44318,19768,24550,0.446,0.0056,0.2927,0,0.1035,2000
Scinax tigrinus,44318,18553,25765,0.4186,0.005,0.2857,0,0.1385,2005
Scinax tigrinus,44319,18358,25961,0.4142,0.009,0.2635,0,0.1457,2010
Scinax tigrinus,44318,18118,26200,0.4088,0.014,0.2476,3.00E-04,0.1533,2015
Scinax tigrinus,44316,17687,26629,0.3991,0.0142,0.24,7.00E-04,0.2029,2020
Scytalopus novacapitalis,88935,32515,56420,0.3656,0.009,0.3984,0,0.0928,2000
Scytalopus novacapitalis,88936,31146,57790,0.3502,0.0082,0.3717,1.00E-04,0.1237,2005
Scytalopus novacapitalis,88935,31199,57736,0.3508,0.0131,0.3344,0.0032,0.1285,2010
Scytalopus novacapitalis,88938,30889,58049,0.3473,0.0192,0.2933,0.0079,0.1474,2015
Scytalopus novacapitalis,88938,30320,58618,0.3409,0.0196,0.2767,0.0071,0.1842,2020
Siagonodon acutirostris,1493,1392,101,0.9324,0,0.0442,0,0.0013,2000
Siagonodon acutirostris,1494,1388,106,0.929,0,0.0408,0,0.0033,2005
Siagonodon acutirostris,1493,1381,112,0.925,0,0.0536,0,0.002,2010
Siagonodon acutirostris,1495,1360,135,0.9097,0,0.0448,0,0.0234,2015
Siagonodon acutirostris,1495,1349,146,0.9023,0,0.0401,0,0.0361,2020
Simophis rhinostoma,792856,280686,512170,0.354,0.0157,0.4218,0.0201,0.0561,2000
Simophis rhinostoma,792855,272060,520795,0.3431,0.0165,0.4025,0.0253,0.0742,2005
Simophis rhinostoma,792856,269004,523852,0.3393,0.023,0.3768,0.0415,0.0709,2010
Simophis rhinostoma,792848,264096,528752,0.3331,0.032,0.3473,0.0543,0.0828,2015
Simophis rhinostoma,792830,263452,529378,0.3323,0.0362,0.3232,0.0513,0.1028,2020
Sporophila nigrorufa,10042,5558,4484,0.5535,0,0.4462,0,0,2000
Sporophila nigrorufa,10041,5069,4972,0.5048,0,0.4944,0,1.00E-04,2005
Sporophila nigrorufa,10042,4759,5283,0.4739,0,0.5244,0,2.00E-04,2010
Sporophila nigrorufa,10042,4932,5110,0.4911,0,0.503,0,0.0022,2015
Sporophila nigrorufa,10043,4627,5416,0.4607,0,0.5261,0,0.0079,2020
Stenocercus albolineatus*,71178,62072,9106,0.8721,0,0.0407,0,0.0603,2000
Stenocercus albolineatus*,71180,59403,11777,0.8345,0,0.054,0,0.0794,2005
Stenocercus albolineatus*,71179,58755,12424,0.8255,1.00E-04,0.0578,0,0.082,2010
Stenocercus albolineatus*,71177,58334,12843,0.8196,0.0012,0.0602,1.00E-04,0.0978,2015
Stenocercus albolineatus*,71180,57771,13409,0.8116,0.0013,0.0644,1.00E-04,0.0956,2020
Stenocercus canastra*,690,446,244,0.6464,0,0.3333,0,0,2000
Stenocercus canastra*,691,454,237,0.657,0,0.3227,0,0,2005
Stenocercus canastra*,691,456,235,0.6599,0,0.3213,0,0,2010
Stenocercus canastra*,692,462,230,0.6676,0.0014,0.2919,0,0,2015
Stenocercus canastra*,689,465,224,0.6749,0.0015,0.2729,0,0,2020
Stenocercus quinarius,48380,42800,5580,0.8847,0.002,0.0084,0,0.0572,2000
Stenocercus quinarius,48382,40719,7663,0.8416,8.00E-04,0.009,0,0.0852,2005
Stenocercus quinarius,48380,38373,10007,0.7932,0.0017,0.0136,0,0.1283,2010
Stenocercus quinarius,48379,35866,12513,0.7414,0.0021,0.0191,0,0.1832,2015
Stenocercus quinarius,48381,35065,13316,0.7248,0.0016,0.02,0,0.1863,2020
Stenocercus sinesaccus,93452,47443,46009,0.5077,2.00E-04,0.3128,0,0.0966,2000
Stenocercus sinesaccus,93453,44006,49447,0.4709,4.00E-04,0.3215,0,0.1292,2005
Stenocercus sinesaccus,93453,43337,50116,0.4637,0.0014,0.325,0,0.1268,2010
Stenocercus sinesaccus,93455,42540,50915,0.4552,0.0042,0.3245,4.00E-04,0.1434,2015
Stenocercus sinesaccus,93452,42025,51427,0.4497,0.0046,0.3208,4.00E-04,0.1467,2020
Guyramemua affine,1418722,846691,572031,0.5968,0.0038,0.2667,0.0013,0.0558,2000
Guyramemua affine,1418721,805004,613717,0.5674,0.004,0.2711,0.0024,0.0772,2005
Guyramemua affine,1418723,786141,632582,0.5541,0.0058,0.267,0.0069,0.0816,2010
Guyramemua affine,1418720,760437,658283,0.536,0.0097,0.2595,0.0114,0.1006,2015
Guyramemua affine,1418713,754012,664701,0.5315,0.0108,0.2464,0.0114,0.1116,2020
Synallaxis simoni,59632,46840,12792,0.7855,0,0.1847,0,0.0015,2000
Synallaxis simoni,59631,45316,14315,0.7599,0,0.2153,0,0.0026,2005
Synallaxis simoni,59632,44680,14952,0.7493,0,0.22,0,0.0036,2010
Synallaxis simoni,59632,43509,16123,0.7296,1.00E-04,0.2322,0,0.0078,2015
Synallaxis simoni,59631,43393,16238,0.7277,1.00E-04,0.2147,0,0.0112,2020
Syndactyla dimidiata,868546,347561,520985,0.4002,0.0088,0.417,0.0062,0.0604,2000
Syndactyla dimidiata,868548,332671,535877,0.383,0.009,0.4074,0.0094,0.0798,2005
Syndactyla dimidiata,868548,327537,541011,0.3771,0.0133,0.3908,0.0201,0.077,2010
Syndactyla dimidiata,868542,320525,548017,0.369,0.0207,0.3697,0.0299,0.0896,2015
Syndactyla dimidiata,868531,318901,549630,0.3672,0.0238,0.3495,0.0289,0.107,2020
Taoniscus nanus,849925,325050,524875,0.3824,0.0074,0.4232,0.0186,0.0543,2000
Taoniscus nanus,849924,309854,540070,0.3646,0.0077,0.4127,0.0235,0.0735,2005
Taoniscus nanus,849923,305080,544843,0.359,0.0115,0.3938,0.0388,0.0708,2010
Taoniscus nanus,849917,297509,552408,0.35,0.0181,0.3692,0.0508,0.0847,2015
Taoniscus nanus,849901,297658,552243,0.3502,0.021,0.3453,0.0479,0.1052,2020
Thalpomys cerradensis,724330,508190,216140,0.7016,5.00E-04,0.1904,0,0.051,2000
Thalpomys cerradensis,724331,481799,242532,0.6652,4.00E-04,0.2054,2.00E-04,0.072,2005
Thalpomys cerradensis,724330,468586,255744,0.6469,6.00E-04,0.211,5.00E-04,0.0844,2010
Thalpomys cerradensis,724328,450762,273566,0.6223,0.0016,0.2121,9.00E-04,0.1094,2015
Thalpomys cerradensis,724331,448195,276136,0.6188,0.0016,0.1998,0.001,0.1169,2020
Thalpomys lasiotis,181837,79032,102805,0.4346,0.017,0.3746,3.00E-04,0.043,2000
Thalpomys lasiotis,181838,76793,105045,0.4223,0.0185,0.3615,5.00E-04,0.0581,2005
Thalpomys lasiotis,181836,75747,106089,0.4166,0.0268,0.3364,0.0015,0.0628,2010
Thalpomys lasiotis,181836,73726,108110,0.4055,0.0356,0.3177,0.0027,0.0757,2015
Thalpomys lasiotis,181837,73348,108489,0.4034,0.0381,0.2969,0.0032,0.0964,2020
Thamnodynastes rutilus,541738,192840,348898,0.356,0.0096,0.4338,0.014,0.0663,2000
Thamnodynastes rutilus,541738,185486,356252,0.3424,0.0097,0.415,0.0192,0.0865,2005
Thamnodynastes rutilus,541741,183351,358390,0.3384,0.015,0.3925,0.0346,0.0799,2010
Thamnodynastes rutilus,541735,179652,362083,0.3316,0.0243,0.3654,0.0474,0.09,2015
Thamnodynastes rutilus,541724,179352,362372,0.3311,0.0283,0.3423,0.0461,0.1067,2020
Thoropa megatympanum,22802,16636,6166,0.7296,0.0325,0.1527,0,3.00E-04,2000
Thoropa megatympanum,22804,16384,6420,0.7185,0.0354,0.1678,0,3.00E-04,2005
Thoropa megatympanum,22801,16103,6698,0.7062,0.0473,0.1617,0,4.00E-04,2010
Thoropa megatympanum,22802,15805,6997,0.6931,0.0549,0.1663,0,0.0011,2015
Thoropa megatympanum,22801,15831,6970,0.6943,0.061,0.1428,0,0.0011,2020
Thrichomys apereoides,258706,153984,104722,0.5952,0.0234,0.2709,0,0.016,2000
Thrichomys apereoides,258706,151382,107324,0.5852,0.0243,0.2667,1.00E-04,0.0228,2005
Thrichomys apereoides,258704,148080,110624,0.5724,0.0321,0.2563,0.0012,0.0266,2010
Thrichomys apereoides,258704,142989,115715,0.5527,0.0392,0.2517,0.0029,0.04,2015
Thrichomys apereoides,258704,142781,115923,0.5519,0.0422,0.2318,0.0029,0.0473,2020
Thrichomys pachyurus,568344,337552,230792,0.5939,5.00E-04,0.2999,0,0.0349,2000
Thrichomys pachyurus,568342,320711,247631,0.5643,5.00E-04,0.3154,2.00E-04,0.051,2005
Thrichomys pachyurus,568343,314140,254203,0.5527,9.00E-04,0.3187,0.001,0.0537,2010
Thrichomys pachyurus,568342,303508,264834,0.534,0.0024,0.3177,0.0016,0.0726,2015
Thrichomys pachyurus,568344,302660,265684,0.5325,0.0025,0.2989,0.0018,0.0853,2020
Thylamys velutinus,377027,115290,261737,0.3058,0.0108,0.4136,0.0315,0.0774,2000
Thylamys velutinus,377026,112438,264588,0.2982,0.0117,0.3787,0.039,0.1019,2005
Thylamys velutinus,377026,112295,264731,0.2978,0.0161,0.3448,0.0601,0.0943,2010
Thylamys velutinus,377026,110578,266448,0.2933,0.0214,0.3109,0.0752,0.1063,2015
Thylamys velutinus,377019,109906,267113,0.2915,0.0225,0.2881,0.0723,0.129,2020
Trachycephalus mambaiensis,75733,62267,13466,0.8222,0.0025,0.0863,0,0.031,2000
Trachycephalus mambaiensis,75731,60089,15642,0.7935,9.00E-04,0.09,0,0.0507,2005
Trachycephalus mambaiensis,75731,57783,17948,0.763,0.0019,0.0974,0,0.0685,2010
Trachycephalus mambaiensis,75732,55167,20565,0.7285,0.0033,0.1109,4.00E-04,0.096,2015
Trachycephalus mambaiensis,75730,54604,21126,0.721,0.0034,0.1071,0.001,0.0975,2020
Trilepida brasiliensis,1145268,702364,442904,0.6133,0.0036,0.2613,0,0.0469,2000
Trilepida brasiliensis,1145266,671863,473403,0.5866,0.0037,0.2675,4.00E-04,0.0662,2005
Trilepida brasiliensis,1145268,656041,489227,0.5728,0.0051,0.2667,0.0022,0.0712,2010
Trilepida brasiliensis,1145268,632586,512682,0.5523,0.0075,0.2637,0.0058,0.0903,2015
Trilepida brasiliensis,1145268,628041,517227,0.5484,0.0081,0.25,0.0062,0.1016,2020
Trilepida fuliginosa,389723,250479,139244,0.6427,9.00E-04,0.2769,0,0.0189,2000
Trilepida fuliginosa,389724,240409,149315,0.6169,8.00E-04,0.2927,3.00E-04,0.0292,2005
Trilepida fuliginosa,389724,235502,154222,0.6043,0.0013,0.2956,0.001,0.0311,2010
Trilepida fuliginosa,389725,226013,163712,0.5799,0.0027,0.304,0.0016,0.0399,2015
Trilepida fuliginosa,389725,225855,163870,0.5795,0.0031,0.2818,0.0017,0.0607,2020
Trilepida jani,10611,7243,3368,0.6826,0.0311,0.1793,0,1.00E-04,2000
Trilepida jani,10609,7132,3477,0.6723,0.0328,0.1897,0,1.00E-04,2005
Trilepida jani,10608,7030,3578,0.6627,0.0434,0.1803,0,2.00E-04,2010
Trilepida jani,10608,6976,3632,0.6576,0.053,0.168,0,9.00E-04,2015
Trilepida jani,10610,6945,3665,0.6546,0.0603,0.1456,0,9.00E-04,2020
Trilepida koppesi,411424,111020,300404,0.2698,0.0079,0.4828,0.0322,0.0799,2000
Trilepida koppesi,411422,105003,306419,0.2552,0.0083,0.4606,0.0405,0.1012,2005
Trilepida koppesi,411424,104519,306905,0.254,0.0131,0.4351,0.0643,0.0883,2010
Trilepida koppesi,411419,104117,307302,0.2531,0.0234,0.4003,0.0827,0.0961,2015
Trilepida koppesi,411406,103407,307999,0.2514,0.0283,0.3802,0.08,0.1116,2020
Trinomys moojeni,1032,769,263,0.7452,0.0058,0.1764,0,0,2000
Trinomys moojeni,1031,765,266,0.742,0.0068,0.1775,0,0,2005
Trinomys moojeni,1033,768,265,0.7435,0.0136,0.1655,0,0,2010
Trinomys moojeni,1031,771,260,0.7478,0.0184,0.1387,0,0,2015
Trinomys moojeni,1031,765,266,0.742,0.0233,0.13,0,0,2020
Tropidophis preciosus,91,72,19,0.7912,0,0.0769,0,0,2000
Tropidophis preciosus,91,73,18,0.8022,0.011,0.0659,0,0,2005
Tropidophis preciosus,91,73,18,0.8022,0.011,0.0549,0,0,2010
Tropidophis preciosus,91,74,17,0.8132,0.022,0.044,0,0,2015
Tropidophis preciosus,92,74,18,0.8043,0.0326,0.0326,0,0,2020
Tropidurus callathelys,667,508,159,0.7616,0.0015,0.2354,0,0,2000
Tropidurus callathelys,665,490,175,0.7368,0,0.2541,0,0.0015,2005
Tropidurus callathelys,666,483,183,0.7252,0,0.2613,0,0,2010
Tropidurus callathelys,666,490,176,0.7357,0,0.2417,0,0.0045,2015
Tropidurus callathelys,666,486,180,0.7297,0,0.2282,0,0.0255,2020
Tropidurus chromatops,668,512,156,0.7665,0,0.2335,0,0,2000
Tropidurus chromatops,669,472,197,0.7055,0,0.287,0,0.0015,2005
Tropidurus chromatops,667,465,202,0.6972,0,0.2894,0,0,2010
Tropidurus chromatops,668,470,198,0.7036,0,0.244,0,0.0225,2015
Tropidurus chromatops,669,466,203,0.6966,0,0.2123,0,0.0673,2020
Tropidurus itambere,1058002,428334,629668,0.4049,0.0092,0.4053,0.015,0.0527,2000
Tropidurus itambere,1057997,409140,648857,0.3867,0.0097,0.3978,0.0191,0.07,2005
Tropidurus itambere,1057996,403627,654369,0.3815,0.014,0.3805,0.0312,0.067,2010
Tropidurus itambere,1057992,395504,662488,0.3738,0.0208,0.3577,0.0405,0.0813,2015
Tropidurus itambere,1057974,393699,664275,0.3721,0.0236,0.3376,0.0385,0.0974,2020
Tropidurus montanus,69724,40355,29369,0.5788,0.0341,0.2585,0,0.0011,2000
Tropidurus montanus,69723,39262,30461,0.5631,0.0354,0.2772,0,0.0011,2005
Tropidurus montanus,69722,38229,31493,0.5483,0.0437,0.2779,0,0.0013,2010
Tropidurus montanus,69721,36792,32929,0.5277,0.0516,0.2948,0,0.004,2015
Tropidurus montanus,69719,37352,32367,0.5358,0.0563,0.2641,0,0.0046,2020
Tropidurus oreadicus,1182272,778567,403705,0.6585,6.00E-04,0.2217,1.00E-04,0.0563,2000
Tropidurus oreadicus,1182270,737756,444514,0.624,7.00E-04,0.2341,4.00E-04,0.0784,2005
Tropidurus oreadicus,1182270,718840,463430,0.608,0.0012,0.2372,0.0014,0.0857,2010
Tropidurus oreadicus,1182269,694012,488257,0.587,0.0028,0.2371,0.0037,0.1068,2015
Tropidurus oreadicus,1182268,688003,494265,0.5819,0.0032,0.2268,0.0042,0.1163,2020
Tupinambis matipu*,336618,216504,120114,0.6432,3.00E-04,0.1954,0,0.0963,2000
Tupinambis matipu*,336619,201367,135252,0.5982,5.00E-04,0.2101,1.00E-04,0.1267,2005
Tupinambis matipu*,336620,197358,139262,0.5863,0.001,0.2139,2.00E-04,0.1345,2010
Tupinambis matipu*,336617,193438,143179,0.5747,0.0028,0.2076,4.00E-04,0.1599,2015
Tupinambis matipu*,336620,190934,145686,0.5672,0.003,0.2045,5.00E-04,0.1638,2020
Tupinambis quadrilineatus,881012,591585,289427,0.6715,6.00E-04,0.21,0,0.0531,2000
Tupinambis quadrilineatus,881010,560307,320703,0.636,4.00E-04,0.2231,2.00E-04,0.0754,2005
Tupinambis quadrilineatus,881011,545836,335175,0.6196,8.00E-04,0.2267,7.00E-04,0.085,2010
Tupinambis quadrilineatus,881009,526517,354492,0.5976,0.0021,0.2264,0.0012,0.1079,2015
Tupinambis quadrilineatus,881009,522409,358600,0.593,0.0021,0.215,0.0013,0.1185,2020
Uropelia campestris,1669046,1009121,659925,0.6046,0.0041,0.2602,0.0057,0.0493,2000
Uropelia campestris,1669046,962527,706519,0.5767,0.0044,0.2649,0.0073,0.0682,2005
Uropelia campestris,1669050,941028,728022,0.5638,0.0064,0.2607,0.0124,0.0719,2010
Uropelia campestris,1669044,910286,758758,0.5454,0.0106,0.2539,0.0166,0.0894,2015
Uropelia campestris,1669036,902911,766125,0.541,0.012,0.2413,0.0162,0.1008,2020
Vanzosaura savanicola*,109306,91932,17374,0.8411,0.0018,0.0351,0,0.0671,2000
Vanzosaura savanicola*,109306,87418,21888,0.7998,8.00E-04,0.0364,0,0.1023,2005
Vanzosaura savanicola*,109306,83099,26207,0.7602,0.0015,0.0453,0,0.1339,2010
Vanzosaura savanicola*,109309,78642,30667,0.7194,0.0023,0.0518,0,0.1741,2015
Vanzosaura savanicola*,109306,77420,31886,0.7083,0.0019,0.0507,0,0.1768,2020
Xenodon matogrossensis,75020,36464,38556,0.4861,0.0013,0.3888,0,0.0551,2000
Xenodon matogrossensis,75018,34647,40371,0.4618,0.0016,0.4018,0,0.0675,2005
Xenodon matogrossensis,75021,34166,40855,0.4554,0.0026,0.3974,2.00E-04,0.0626,2010
Xenodon matogrossensis,75020,34024,40996,0.4535,0.0047,0.3875,4.00E-04,0.0707,2015
Xenodon matogrossensis,75017,33513,41504,0.4467,0.0048,0.3871,7.00E-04,0.0843,2020
Xenodon nattereri,1392414,711120,681294,0.5107,0.0073,0.3251,0.0114,0.0499,2000
Xenodon nattereri,1392412,680482,711930,0.4887,0.0076,0.322,0.0145,0.0688,2005
Xenodon nattereri,1392414,666795,725619,0.4789,0.0107,0.3108,0.0239,0.0707,2010
Xenodon nattereri,1392405,646469,745936,0.4643,0.0158,0.2962,0.0314,0.0875,2015
Xenodon nattereri,1392392,642984,749408,0.4618,0.0179,0.279,0.0297,0.1021,2020
