,species,latitude,longitude
7684,Knipolegus franciscanus,-12.0908,-46.4792
7685,Knipolegus franciscanus,-18.4178,-46.4181
7686,Knipolegus franciscanus,-12.3633,-44.9733
7687,Knipolegus franciscanus,-13.3983,-46.3183
7688,Knipolegus franciscanus,-15.9292,-44.0078
7689,Knipolegus franciscanus,-13.5625,-43.5967
7690,Knipolegus franciscanus,-12.7058,-44.0067
7691,Knipolegus franciscanus,-12.4039,-46.4361
7692,Knipolegus franciscanus,-16.3575,-46.9061
7693,Knipolegus franciscanus,-16.0642,-46.2542
7694,Kunsia tomentosus,-12.9167,-64.8167
7695,Kunsia tomentosus,-13.0667,-64.8167
7696,Kunsia tomentosus,-12.8844,-68.6346
7697,Kunsia tomentosus,-14.6167,-60.8
7698,Kunsia tomentosus,-14.2667,-61.0333
7699,Kunsia tomentosus,-14.7667,-60.55
7700,Kunsia tomentosus,-14.55,-60.7
7701,Kunsia tomentosus,-7.55,-63.0667
7702,Kunsia tomentosus,-18.2667,-52.8833
7703,Kunsia tomentosus,-15.65,-57.2
7704,Kunsia tomentosus,-12.5333,-60.3667
7705,Kunsia tomentosus,-19.6272,-43.8897
7706,Kunsia tomentosus,-14.8,-57.6833
7707,Kunsia tomentosus,-12.8333,-59.75
7708,Kunsia tomentosus,-11.2667,-51.5667
7709,Kunsia tomentosus,-12.8167,-51.7667
7710,Kunsia tomentosus,-12.7833,-59.9833
7711,Kunsia tomentosus,-30.4768,-57.2361
7712,Laterallus xenopterus,-22.8806,-49.2389
7713,Laterallus xenopterus,-17.3511,-44.9622
7714,Laterallus xenopterus,-20.4428,-54.6464
7715,Laterallus xenopterus,-15.3056,-45.6183
7716,Laterallus xenopterus,-16.7686,-47.6136
7717,Laterallus xenopterus,-22.1,-48.3175
7718,Laterallus xenopterus,-18.6425,-50.0661
7719,Laterallus xenopterus,-17.2089,-54.1503
7720,Laterallus xenopterus,-20.0225,-45.5436
7721,Laterallus xenopterus,-10.5475,-46.4211
7722,Laterallus xenopterus,-18.9439,-46.9925
7723,Laterallus xenopterus,-19.2244,-44.9353
7724,Laterallus xenopterus,-20.0872,-45.2936
7725,Laterallus xenopterus,-13.3983,-46.3183
7726,Laterallus xenopterus,-20.7511,-51.6783
7727,Leposternon cerradensis,-18.6634,-51.8716
7728,Leposternon maximus,-14.3537,-46.1941
7729,Leposternon maximus,-15.3434,-45.9499
7730,Leposternon maximus,-14.3084,-46.1732
7731,Leposternon mineiro*,-17.3511,-44.9622
7732,Leposternon mineiro*,-17.7631,-46.1533
7733,Leptodactylus brevipes*,-15.2071,-56.3484
7734,Leptodactylus brevipes*,-14.0571,-52.1589
7735,Leptodactylus brevipes*,-16.94,-53.534
7736,Leptodactylus brevipes*,-15.15,-55.0667
7737,Leptodactylus brevipes*,-12.102,-57.981
7738,Leptodactylus brevipes*,-15.863,-52.194
7739,Leptodactylus brevipes*,-15.215,-55.681
7740,Leptodactylus brevipes*,-15.451,-55.843
7741,Leptodactylus brevipes*,-15.578,-56.104
7742,Leptodactylus brevipes*,-11.866,-55.461
7743,Leptodactylus camaquara,-18.9418,-43.5046
7744,Leptodactylus camaquara,-17.9935,-43.6101
7745,Leptodactylus camaquara,-16.4636,-42.9935
7746,Leptodactylus camaquara,-19.3962,-43.3516
7747,Leptodactylus camaquara,-19.4405,-43.7183
7748,Leptodactylus camaquara,-19.1888,-43.645
7749,Leptodactylus camaquara,-18.4784,-43.268
7750,Leptodactylus camaquara,-18.0761,-43.3589
7751,Leptodactylus camaquara,-18.2,-43.31
7752,Leptodactylus camaquara,-15.8565,-42.8617
7753,Leptodactylus cunicularius,-20.1776,-44.1227
7754,Leptodactylus cunicularius,-20.5159,-43.8614
7755,Leptodactylus cunicularius,-17.9935,-43.6101
7756,Leptodactylus cunicularius,-19.4405,-43.7183
7757,Leptodactylus cunicularius,-20.5255,-43.6743
7758,Leptodactylus cunicularius,-20.3909,-43.6103
7759,Leptodactylus cunicularius,-21.8075,-46.5631
7760,Leptodactylus cunicularius,-19.1888,-43.645
7761,Leptodactylus cunicularius,-19.2897,-43.5922
7762,Leptodactylus furnarius,-13.2868,-41.7309
7763,Leptodactylus furnarius,-21.3893,-45.9662
7764,Leptodactylus furnarius,-20.8636,-46.388
7765,Leptodactylus furnarius,-17.23,-53.22
7766,Leptodactylus furnarius,-22.6,-50.3833
7767,Leptodactylus furnarius,-15.6915,-52.4134
7768,Leptodactylus furnarius,-22.8622,-48.4679
7769,Leptodactylus furnarius,-22.88,-48.4397
7770,Leptodactylus furnarius,-16.9378,-43.0056
7771,Leptodactylus furnarius,-15.9279,-47.8815
7772,Leptodactylus furnarius,-15.7807,-47.7968
7773,Leptodactylus furnarius,-22.2802,-48.1197
7774,Leptodactylus furnarius,-20.1776,-44.1227
7775,Leptodactylus furnarius,-22.9,-47.06
7776,Leptodactylus furnarius,-20.9125,-54.2494
7777,Leptodactylus furnarius,-22.75,-45.53
7778,Leptodactylus furnarius,-22.701,-45.5326
7779,Leptodactylus furnarius,-20.0754,-43.4081
7780,Leptodactylus furnarius,-15.1355,-55.5182
7781,Leptodactylus furnarius,-18.47,-52.6519
7782,Leptodactylus furnarius,-14.5003,-45.2246
7783,Leptodactylus furnarius,-15.4485,-55.9354
7784,Leptodactylus furnarius,-17.9935,-43.6101
7785,Leptodactylus furnarius,-20.35,-49.21
7786,Leptodactylus furnarius,-20.3627,-49.2364
7787,Leptodactylus furnarius,-24.0909,-46.8344
7788,Leptodactylus furnarius,-22.1937,-47.875
7789,Leptodactylus furnarius,-22.2935,-47.8336
7790,Leptodactylus furnarius,-19.5136,-43.7447
7791,Leptodactylus furnarius,-22.9384,-46.2085
7792,Leptodactylus furnarius,-21.7455,-43.4648
7793,Leptodactylus furnarius,-17.62,-53.21
7794,Leptodactylus furnarius,-17.6134,-52.7643
7795,Leptodactylus furnarius,-13.0518,-41.4836
7796,Leptodactylus furnarius,-21.0761,-49.5431
7797,Leptodactylus furnarius,-10.2181,-48.1532
7798,Leptodactylus furnarius,-12.5462,-41.5585
7799,Leptodactylus furnarius,-17.1737,-46.8838
7800,Leptodactylus furnarius,-23.7833,-46.3167
7801,Leptodactylus furnarius,-21.9951,-47.3895
7802,Leptodactylus furnarius,-21.8075,-46.5631
7803,Leptodactylus furnarius,-21.788,-46.5613
7804,Leptodactylus furnarius,-23.173,-48.1168
7805,Leptodactylus furnarius,-10.45,-48.4
7806,Leptodactylus furnarius,-10.1166,-48.4166
7807,Leptodactylus furnarius,-10.0833,-48.45
7808,Leptodactylus furnarius,-18.2379,-46.3375
7809,Leptodactylus furnarius,-22.3728,-47.5791
7810,Leptodactylus furnarius,-19.2897,-43.5922
7811,Leptodactylus furnarius,-19.1888,-43.645
7812,Leptodactylus furnarius,-19.1691,-43.7141
7813,Leptodactylus furnarius,-22.8309,-45.6973
7814,Leptodactylus furnarius,-13.5366,-46.4865
7815,Leptodactylus furnarius,-18.0761,-43.3589
7816,Leptodactylus furnarius,-22.7484,-44.5865
7817,Leptodactylus furnarius,-23.6499,-46.6476
7818,Leptodactylus furnarius,-20.2455,-46.3655
7819,Leptodactylus furnarius,-18.2242,-52.2115
7820,Leptodactylus furnarius,-15.8565,-42.8617
7821,Leptodactylus furnarius,-15.1874,-59.983
7822,Leptodactylus kilombo*,-12.8979,-46.8104
7823,Leptodactylus kilombo*,-13.28,-43.41
7824,Leptodactylus kilombo*,-14.46,-47.02
7825,Leptodactylus pustulatus,-14.0503,-52.3449
7826,Leptodactylus pustulatus,-6.233,-48.1852
7827,Leptodactylus pustulatus,-6.9456,-48.6327
7828,Leptodactylus pustulatus,-15.1387,-50.439
7829,Leptodactylus pustulatus,-3.533,-44.727
7830,Leptodactylus pustulatus,-14.805,-50.9367
7831,Leptodactylus pustulatus,-7.1745,-47.8553
7832,Leptodactylus pustulatus,-15.3593,-52.4969
7833,Leptodactylus pustulatus,-15.7,-52.38
7834,Leptodactylus pustulatus,-15.6383,-52.3529
7835,Leptodactylus pustulatus,-2.7425,-42.7983
7836,Leptodactylus pustulatus,-11.0327,-48.5848
7837,Leptodactylus pustulatus,-15.2366,-51.2079
7838,Leptodactylus pustulatus,-15.2018,-51.1954
7839,Leptodactylus pustulatus,-17.2863,-45.1921
7840,Leptodactylus pustulatus,-9.3999,-49.8476
7841,Leptodactylus pustulatus,-9.3483,-49.9436
7842,Leptodactylus pustulatus,-9.3091,-49.9598
7843,Leptodactylus pustulatus,-13.8683,-51.1471
7844,Leptodactylus pustulatus,-8.0603,-48.4567
7845,Leptodactylus pustulatus,-8.2988,-49.2756
7846,Leptodactylus pustulatus,-8.2999,-49.2861
7847,Leptodactylus pustulatus,-8.182,-49.5123
7848,Leptodactylus pustulatus,-8.3644,-49.2644
7849,Leptodactylus pustulatus,-11.8109,-48.9697
7850,Leptodactylus pustulatus,-6.548,-47.2
7851,Leptodactylus pustulatus,-6.7821,-47.2009
7852,Leptodactylus pustulatus,-6.7297,-47.455
7853,Leptodactylus pustulatus,-12.9959,-53.4556
7854,Leptodactylus pustulatus,-8.6194,-48.3297
7855,Leptodactylus pustulatus,-8.6169,-48.3202
7856,Leptodactylus pustulatus,-8.7385,-48.4411
7857,Leptodactylus pustulatus,-8.8342,-48.5103
7858,Leptodactylus pustulatus,-15.5825,-51.329
7859,Leptodactylus pustulatus,-15.9141,-51.5787
7860,Leptodactylus pustulatus,-14.5924,-52.409
7861,Leptodactylus pustulatus,-10.2181,-48.1532
7862,Leptodactylus pustulatus,-8.0719,-48.3601
7863,Leptodactylus pustulatus,-7.8283,-47.9972
7864,Leptodactylus pustulatus,-7.886,-48.1555
7865,Leptodactylus pustulatus,-9.0814,-48.2393
7866,Leptodactylus pustulatus,-12.288,-48.4155
7867,Leptodactylus pustulatus,-11.9963,-48.5548
7868,Leptodactylus pustulatus,-16.4136,-51.8415
7869,Leptodactylus pustulatus,-9.3423,-49.9727
7870,Leptodactylus pustulatus,-9.3104,-49.9675
7871,Leptodactylus pustulatus,-13.3824,-49.1202
7872,Leptodactylus pustulatus,-10.8251,-51.7123
7873,Leptodactylus pustulatus,-10.5439,-48.4962
7874,Leptodactylus pustulatus,-10.45,-48.4
7875,Leptodactylus pustulatus,-10.1166,-48.4166
7876,Leptodactylus pustulatus,-10.0833,-48.45
7877,Leptodactylus pustulatus,-12.1611,-52.7416
7878,Leptodactylus pustulatus,-12,-53.3666
7879,Leptodactylus pustulatus,-7.0934,-48.9735
7880,Leptodactylus pustulatus,-1.3648,-48.1289
7881,Leptodactylus pustulatus,-10.3319,-50.792
7882,Leptodactylus pustulatus,-5.1332,-48.3687
7883,Leptodactylus pustulatus,-13.1516,-58.6531
7884,Leptodactylus pustulatus,-3.8556,-49.8206
7885,Leptodactylus pustulatus,-3.3042,-43.3442
7886,Leptodactylus sertanejo,-22.86,-49.32
7887,Leptodactylus sertanejo,-11.31,-47
7888,Leptodactylus sertanejo,-14.05,-47.53
7889,Leptodactylus sertanejo,-14.85,-51.08
7890,Leptodactylus sertanejo,-20.6724,-56.7994
7891,Leptodactylus sertanejo,-20.789,-56.755
7892,Leptodactylus sertanejo,-20.7914,-56.7566
7893,Leptodactylus sertanejo,-21.1244,-56.7435
7894,Leptodactylus sertanejo,-22.27,-47.92
7895,Leptodactylus sertanejo,-13.97,-47.74
7896,Leptodactylus sertanejo,-14.5003,-45.2246
7897,Leptodactylus sertanejo,-15.2022,-56.0053
7898,Leptodactylus sertanejo,-15.5316,-55.9477
7899,Leptodactylus sertanejo,-20.48,-46.77
7900,Leptodactylus sertanejo,-20.22,-43.76
7901,Leptodactylus sertanejo,-13.9719,-45.1447
7902,Leptodactylus sertanejo,-14.0062,-45.1574
7903,Leptodactylus sertanejo,-10.5769,-46.5066
7904,Leptodactylus sertanejo,-17.6134,-52.7643
7905,Leptodactylus sertanejo,-20.68,-46.54
7906,Leptodactylus sertanejo,-23.75,-47.5
7907,Leptodactylus sertanejo,-15.6636,-57.22
7908,Leptodactylus sertanejo,-19.27,-43.66
7909,Leptodactylus sertanejo,-13,-45
7910,Leptodactylus sertanejo,-22.71,-48.57
7911,Leptodactylus sertanejo,-6.84,-45.56
7912,Leptodactylus sertanejo,-18.98,-48.25
7913,Leptodactylus sertanejo,-19,-48.3147
7914,Leptodactylus sertanejo,-14.8397,-59.6688
7915,Leptodactylus tapiti,-14.1825,-47.5347
7916,Liotyphlops schubarti,-21.9961,-47.4258
7917,Liotyphlops schubarti,-21.0256,-47.3739
7918,Liotyphlops taylori*,-15.65,-57.2121
7919,Lonchophylla bokermanni,-14.2667,-42.5
7920,Lonchophylla bokermanni,-18.3833,-43.0167
7921,Lonchophylla bokermanni,-18.2667,-43.3833
7922,Lonchophylla bokermanni,-19.2667,-43.6
7923,Lonchophylla bokermanni,-11.0833,-41.3
7924,Lonchophylla bokermanni,-19.4,-43.3333
7925,Lonchophylla dekeyseri,-14.55,-60.7
7926,Lonchophylla dekeyseri,-15.5333,-47.8667
7927,Lonchophylla dekeyseri,-15.6667,-48
7928,Lonchophylla dekeyseri,-17.3333,-53.8333
7929,Lonchophylla dekeyseri,-16.6667,-54.6667
7930,Lonchophylla dekeyseri,-14.25,-51.75
7931,Lonchophylla dekeyseri,-15.85,-52.25
7932,Lonchophylla dekeyseri,-15.9333,-47.8833
7933,Lonchophylla dekeyseri,-15.5667,-48.1167
7934,Lonchophylla dekeyseri,-15.5,-48.1667
7935,Lonchophylla dekeyseri,-15.5,-48.15
7936,Lonchophylla dekeyseri,-15.8667,-48.1833
7937,Lonchophylla dekeyseri,-19.0167,-57.75
7938,Lonchophylla dekeyseri,-17.1142,-50.5716
7939,Lonchophylla dekeyseri,-16.6333,-41.8333
7940,Lonchophylla dekeyseri,-15.49,-46.36
7941,Lonchophylla dekeyseri,-14.4833,-46.1
7942,Lonchophylla dekeyseri,-10.6667,-46.8667
7943,Lonchophylla dekeyseri,-15.45,-48.15
7944,Lonchophylla dekeyseri,-15.55,-47.75
7945,Lonchophylla dekeyseri,-15.65,-57.2
7946,Lonchophylla dekeyseri,-11.2333,-46.85
7947,Lonchophylla dekeyseri,-3.9333,-41.7333
7948,Lonchophylla dekeyseri,-17.5333,-54.4333
7949,Lonchophylla dekeyseri,-15.5833,-48.0167
7950,Lonchophylla dekeyseri,-15.8759,-47.8757
7951,Lonchophylla dekeyseri,-14.5071,-46.731
7952,Lonchophylla dekeyseri,-14.4302,-46.4604
7953,Lonchophylla dekeyseri,-18.3476,-52.7657
7954,Lycalopex vetulus,-13.95,-52.45
7955,Lycalopex vetulus,-22.8,-49.2333
7956,Lycalopex vetulus,-16.3167,-48.95
7957,Lycalopex vetulus,-23.583,-48.383
7958,Lycalopex vetulus,-15.8759,-47.8757
7959,Lycalopex vetulus,-15.75,-48.0667
7960,Lycalopex vetulus,-17.7167,-48.6667
7961,Lycalopex vetulus,-14.55,-52.7667
7962,Lycalopex vetulus,-14.2833,-52.9333
7963,Lycalopex vetulus,-17.9333,-47.6667
7964,Lycalopex vetulus,-13.65,-47.8
7965,Lycalopex vetulus,-13.95,-45.5833
7966,Lycalopex vetulus,-18.9833,-56.65
7967,Lycalopex vetulus,-14.8667,-55.8
7968,Lycalopex vetulus,-15.4333,-55.75
7969,Lycalopex vetulus,-15.4167,-55.7833
7970,Lycalopex vetulus,-20.54,-47.4
7971,Lycalopex vetulus,-19.54,-44.38
7972,Lycalopex vetulus,-14.2333,-45.7667
7973,Lycalopex vetulus,-7.5167,-39.3167
7974,Lycalopex vetulus,-20.7167,-56.8667
7975,Lycalopex vetulus,-12.1667,-59.7167
7976,Lycalopex vetulus,-19.6272,-43.8897
7977,Lycalopex vetulus,-12.5333,-41.4
7978,Lycalopex vetulus,-21.6167,-55.1667
7979,Lycalopex vetulus,-10.6667,-46.8667
7980,Lycalopex vetulus,-18.2667,-52.8833
7981,Lycalopex vetulus,-14.5167,-52.3333
7982,Lycalopex vetulus,-14.6833,-52.3333
7983,Lycalopex vetulus,-14.5,-52.35
7984,Lycalopex vetulus,-14.7667,-52.65
7985,Lycalopex vetulus,-14.7,-52.35
7986,Lycalopex vetulus,-12.6267,-47.8869
7987,Lycalopex vetulus,-20.2065,-47.4384
7988,Lycalopex vetulus,-17.35,-44.9333
7989,Lycalopex vetulus,-15.5833,-47.5833
7990,Lycalopex vetulus,-13.0667,-51.8333
7991,Lycalopex vetulus,-21.1667,-47.8
7992,Lycalopex vetulus,-11.2333,-46.85
7993,Lycalopex vetulus,-21.6167,-47.6167
7994,Lycalopex vetulus,-21.9667,-46.8
7995,Lycalopex vetulus,-12.5336,-48.23
7996,Lycalopex vetulus,-23.35,-47.85
7997,Lycalopex vetulus,-22.545,-52.234
7998,Lycalopex vetulus,-18.95,-48.2
7999,Lycalopex vetulus,-15.8333,-46.5
8000,Lycalopex vetulus,-17.4646,-48.2019
8001,Lycalopex vetulus,-9.4833,-41.35
8002,Lycalopex vetulus,-13.252,-45.769
8003,Lycalopex vetulus,-15.45,-47.6167
8004,Lycalopex vetulus,-18.266,-48.149
8005,Lycalopex vetulus,-16.6833,-49.25
8006,Lycalopex vetulus,-15.85,-48.949
8007,Lycalopex vetulus,-7.534,-46.037
8008,Lycalopex vetulus,-7.217,-44.567
8009,Lycalopex vetulus,-7.34,-47.439
8010,Lycalopex vetulus,-7.083,-45.15
8011,Lycalopex vetulus,-18.6333,-48.1833
8012,Lycalopex vetulus,-15.958,-46.367
8013,Lycalopex vetulus,-18.32,-47.136
8014,Lycalopex vetulus,-17.9935,-43.6101
8015,Lycalopex vetulus,-18.15,-43.3833
8016,Lycalopex vetulus,-15.2667,-45.8667
8017,Lycalopex vetulus,-19.37,-43.62
8018,Lycalopex vetulus,-22.2539,-45.9206
8019,Lycalopex vetulus,-20.245,-46.365
8020,Lycalopex vetulus,-20.448,-54.616
8021,Lycalopex vetulus,-18.4667,-57.3667
8022,Lycalopex vetulus,-19.5,-56.2167
8023,Lycalopex vetulus,-15.0735,-57.1815
8024,Lycalopex vetulus,-15.6,-56.1
8025,Lycalopex vetulus,-12.9995,-60
8026,Lycalopex vetulus,-20.2833,-56.0667
8027,Lycalopex vetulus,-4.249,-42.299
8028,Lycalopex vetulus,-8.7333,-45.0833
8029,Lycalopex vetulus,-9.2056,-43.4886
8030,Lycalopex vetulus,-7.122,-42.346
8031,Lycalopex vetulus,-8.6974,-42.6105
8032,Lycalopex vetulus,-4.2333,-42.2833
8033,Lycalopex vetulus,-21.7944,-48.1756
8034,Lycalopex vetulus,-22.2334,-49.0852
8035,Lycalopex vetulus,-22.72,-47.6397
8036,Lycalopex vetulus,-22.2945,-46.9278
8037,Lycalopex vetulus,-21.2256,-47.8503
8038,Lycalopex vetulus,-22.1,-48.05
8039,Lycalopex vetulus,-22.9626,-47.0153
8040,Lycalopex vetulus,-22.2463,-47.9167
8041,Lycalopex vetulus,-21.5833,-47.8
8042,Lycalopex vetulus,-21.85,-47.4667
8043,Lycalopex vetulus,-21.765,-52.1
8044,Lycalopex vetulus,-22.564,-53.035
8045,Lycalopex vetulus,-22.019,-47.894
8046,Lycalopex vetulus,-20.793,-49.35
8047,Lycalopex vetulus,-21.473,-47.471
8048,Lycalopex vetulus,-11.325,-48.946
8049,Lycalopex vetulus,-10.1167,-48.6167
8050,Lycalopex vetulus,-9.8667,-48.1167
8051,Lycalopex vetulus,-10.693,-47.817
8052,Lygophis paucidens,-23.7808,-56.2909
8053,Lygophis paucidens,-14.0833,-47.6167
8054,Lygophis paucidens,-5.5669,-46.7419
8055,Lygophis paucidens,-15.905,-46.1231
8056,Lygophis paucidens,-15.7099,-48.0224
8057,Lygophis paucidens,-15.4333,-55.75
8058,Lygophis paucidens,-14.8717,-55.7856
8059,Lygophis paucidens,-15.3,-55.85
8060,Lygophis paucidens,-15.7833,-48.7667
8061,Lygophis paucidens,-15.5833,-56.0833
8062,Lygophis paucidens,-8.8833,-44.9667
8063,Lygophis paucidens,-15.2,-45.8333
8064,Lygophis paucidens,-8.8333,-48.5
8065,Lygophis paucidens,-17.7219,-48.1597
8066,Lygophis paucidens,-17.7167,-48.15
8067,Lygophis paucidens,-14.0667,-45.4333
8068,Lygophis paucidens,-14.0341,-45.4519
8069,Lygophis paucidens,-15.33,-56.5497
8070,Lygophis paucidens,-10.7333,-46.7833
8071,Lygophis paucidens,-10.6333,-46.6667
8072,Lygophis paucidens,-11.2169,-50.6667
8073,Lygophis paucidens,-11.2167,-50.6667
8074,Lygophis paucidens,-14.05,-48.3167
8075,Lygophis paucidens,-10.3,-48.35
8076,Lygophis paucidens,-12.6,-47.8667
8077,Lygophis paucidens,-4.106,-41.71
8078,Lygophis paucidens,-14.5444,-40.3786
8079,Lygophis paucidens,-11.75,-50.7333
8080,Lygophis paucidens,-17.3167,-53.2
8081,Lygophis paucidens,-11.0641,-42.4319
8082,Lygophis paucidens,-15.2931,-59.0608
8083,Lygophis paucidens,-13.55,-46.35
8084,Lygophis paucidens,-11.6219,-50.6714
8085,Lygophis paucidens,-15.95,-44.8667
8086,Lygophis paucidens,-5.0833,-42.8
8087,Lysapsus caraya,-15.2366,-51.2079
8088,Lysapsus caraya,-15.2018,-51.1954
8089,Lysapsus caraya,-9.3483,-49.9436
8090,Lysapsus caraya,-9.3091,-49.9598
8091,Lysapsus caraya,-9.4047,-49.9831
8092,Lysapsus caraya,-8.2999,-49.2861
8093,Lysapsus caraya,-8.2988,-49.2756
8094,Lysapsus caraya,-8.2894,-49.2481
8095,Lysapsus caraya,-8.3632,-49.2677
8096,Lysapsus caraya,-10.8122,-49.9142
8097,Lysapsus caraya,-11.2167,-50.6667
8098,Lysapsus caraya,-15.6678,-51.1708
8099,Manciola guaporicola,-17.4569,-63.6578
8100,Manciola guaporicola,-13.95,-60.8167
8101,Manciola guaporicola,-15.4667,-65.0833
8102,Manciola guaporicola,-10.6833,-50.6333
8103,Manciola guaporicola,-15.7099,-48.0224
8104,Manciola guaporicola,-16.0667,-57.6667
8105,Manciola guaporicola,-14.9833,-55.7333
8106,Manciola guaporicola,-15.3,-55.85
8107,Manciola guaporicola,-15.65,-57.2
8108,Manciola guaporicola,-22.25,-47.8167
8109,Manciola guaporicola,-11.2167,-50.6667
8110,Manciola guaporicola,-18.25,-52.8833
8111,Manciola guaporicola,-8.7,-56.0833
8112,Manciola guaporicola,-17.2167,-46.8667
8113,Manciola guaporicola,-20.2333,-46.65
8114,Manciola guaporicola,-19.7333,-47.75
8115,Manciola guaporicola,-12.0167,-48.5333
8116,Manciola guaporicola,-16.25,-56.6167
8117,Manciola guaporicola,-8.95,-54.9
8118,Manciola guaporicola,-15,-59.95
8119,Melanopareia torquata,-23.35,-55.9167
8120,Melanopareia torquata,-24.1667,-55.25
8121,Melanopareia torquata,-14,-45.8333
8122,Melanopareia torquata,-9.6215,-49.1514
8123,Melanopareia torquata,-22.85,-48.9333
8124,Melanopareia torquata,-20.4485,-52.8784
8125,Melanopareia torquata,-17.3155,-53.2155
8126,Melanopareia torquata,-14.1335,-47.5104
8127,Melanopareia torquata,-9.1115,-45.9304
8128,Melanopareia torquata,-8.2,-54.9667
8129,Melanopareia torquata,-8.3333,-56.7667
8130,Melanopareia torquata,-15.5333,-48.0667
8131,Melanopareia torquata,-5.6515,-48.1244
8132,Melanopareia torquata,-19.5935,-46.9414
8133,Melanopareia torquata,-20,-43.9667
8134,Melanopareia torquata,-20.0167,-43.9833
8135,Melanopareia torquata,-13.95,-44.35
8136,Melanopareia torquata,-23.1167,-48.9833
8137,Melanopareia torquata,-13.5,-41.8667
8138,Melanopareia torquata,-15.8905,-52.2574
8139,Melanopareia torquata,-7.6895,-47.6834
8140,Melanopareia torquata,-12.85,-51.75
8141,Melanopareia torquata,-20.8833,-47.6167
8142,Melanopareia torquata,-16.9667,-48.95
8143,Melanopareia torquata,-19.8175,-43.9564
8144,Melanopareia torquata,-20.4086,-44.0244
8145,Melanopareia torquata,-16.7333,-42.9667
8146,Melanopareia torquata,-16.8667,-43.0167
8147,Melanopareia torquata,-17.0105,-46.0094
8148,Melanopareia torquata,-15.7805,-47.9304
8149,Melanopareia torquata,-22.1667,-47.8667
8150,Melanopareia torquata,-20.1435,-44.2004
8151,Melanopareia torquata,-17.8735,-44.1804
8152,Melanopareia torquata,-16.0667,-57.6833
8153,Melanopareia torquata,-21.9167,-47.35
8154,Melanopareia torquata,-14.0695,-42.4754
8155,Melanopareia torquata,-17.7445,-48.6264
8156,Melanopareia torquata,-16.8333,-43.05
8157,Melanopareia torquata,-14.1333,-47.5667
8158,Melanopareia torquata,-18.8,-43.8833
8159,Melanopareia torquata,-11.2,-53.2333
8160,Melanopareia torquata,-7.3335,-47.4694
8161,Melanopareia torquata,-21.4886,-44.6434
8162,Melanopareia torquata,-6.7833,-43.8333
8163,Melanopareia torquata,-21.9167,-47.8167
8164,Melanopareia torquata,-13.5333,-41.8667
8165,Melanopareia torquata,-12.6,-48.1
8166,Melanopareia torquata,-15.6333,-47.85
8167,Melanopareia torquata,-16.45,-43.4
8168,Melanopareia torquata,-15.4167,-55.8
8169,Melanopareia torquata,-15.4615,-55.7505
8170,Melanopareia torquata,-18.4085,-52.5494
8171,Melanopareia torquata,-15.7945,-48.7764
8172,Melanopareia torquata,-20.5005,-43.8584
8173,Melanopareia torquata,-18.4735,-47.2004
8174,Melanopareia torquata,-22.2,-47.8667
8175,Melanopareia torquata,-22.2333,-47.85
8176,Melanopareia torquata,-12.85,-51.8167
8177,Melanopareia torquata,-18.5445,-53.1295
8178,Melanopareia torquata,-18.0715,-43.4714
8179,Melanopareia torquata,-18.5,-54.75
8180,Melanopareia torquata,-18.2167,-54.6667
8181,Melanopareia torquata,-15.5965,-56.0975
8182,Melanopareia torquata,-18.25,-43.6
8183,Melanopareia torquata,-18.2495,-43.6004
8184,Melanopareia torquata,-10.65,-46.8
8185,Melanopareia torquata,-10.5667,-46.4667
8186,Melanopareia torquata,-22.1,-47.85
8187,Melanopareia torquata,-15.5333,-47.6167
8188,Melanopareia torquata,-22.2167,-47.9
8189,Melanopareia torquata,-22.8,-49.2167
8190,Melanopareia torquata,-20.3833,-43.5667
8191,Melanopareia torquata,-22.25,-47.8167
8192,Melanopareia torquata,-10.6667,-46.8
8193,Melanopareia torquata,-15.7833,-47.9167
8194,Melanopareia torquata,-15.95,-47.9333
8195,Melanopareia torquata,-8.5167,-61.4
8196,Melanopareia torquata,-22.2667,-47.1667
8197,Melanopareia torquata,-20.8167,-47.3667
8198,Melanopareia torquata,-8.4667,-61.3833
8199,Melanopareia torquata,-15.4,-49.6
8200,Melanopareia torquata,-22.8833,-49.25
8201,Melanopareia torquata,-17.5833,-46.0833
8202,Melanopareia torquata,-22.2833,-48
8203,Melanopareia torquata,-21.6333,-47.2
8204,Melanopareia torquata,-15.9167,-55.4667
8205,Melanopareia torquata,-8.55,-61.4333
8206,Melanopareia torquata,-22.1667,-47.9167
8207,Melanopareia torquata,-15.8333,-46.5
8208,Melanopareia torquata,-11.3,-48.9333
8209,Melanopareia torquata,-15.6667,-44.6333
8210,Melanopareia torquata,-7.6833,-44.4333
8211,Melanopareia torquata,-15.0667,-60.1
8212,Melanopareia torquata,-15.5375,-47.3344
8213,Melanopareia torquata,-17.4833,-47.3333
8214,Melanopareia torquata,-17.5667,-47.1333
8215,Melanopareia torquata,-17.55,-47.1667
8216,Melanopareia torquata,-12.5,-60.25
8217,Melanopareia torquata,-12.4667,-60.15
8218,Melanopareia torquata,-20.5333,-47.4
8219,Melanopareia torquata,-9.8325,-45.3444
8220,Melanopareia torquata,-16.6667,-49.2667
8221,Melanopareia torquata,-16.4833,-49.4167
8222,Melanopareia torquata,-7.7105,-47.3144
8223,Melanopareia torquata,-7.7167,-51.1833
8224,Melanopareia torquata,-18.4545,-43.7414
8225,Melanopareia torquata,-16.5667,-42.9
