,species,latitude,longitude
555,Amphisbaena maranhensis,-7.1525,-45.3039
556,Amphisbaena mebengokre*,-16.4569,-51.3781
557,Amphisbaena neglecta,-15.4529,-55.7392
558,Amphisbaena persephone*,-13.8833,-45.7
559,Amphisbaena sanctaeritae,-21.7312,-47.4959
560,Amphisbaena sanctaeritae,-21.7833,-47.6
561,Amphisbaena saxosa,-9.75,-48.35
562,Amphisbaena silvestrii,-18.1667,-53.35
563,Amphisbaena silvestrii,-12.8642,-53.1611
564,Amphisbaena silvestrii,-15.8833,-52.2167
565,Amphisbaena silvestrii,-14.9203,-51.0831
566,Amphisbaena silvestrii,-10.6833,-50.6333
567,Amphisbaena silvestrii,-13.5394,-52.1636
568,Amphisbaena silvestrii,-11.5,-54.8833
569,Amphisbaena silvestrii,-15.5989,-56.0949
570,Amphisbaena silvestrii,-19.9272,-56.8103
571,Amphisbaena silvestrii,-13.2167,-51.65
572,Amphisbaena silvestrii,-11.7167,-49.0667
573,Amphisbaena silvestrii,-12.0833,-53.4
574,Amphisbaena silvestrii,-18.25,-52.8833
575,Amphisbaena silvestrii,-14.7203,-56.3275
576,Amphisbaena silvestrii,-17.3167,-53.2
577,Amphisbaena silvestrii,-10.83,-55.5
578,Amphisbaena silvestrii,-13.0316,-58.3126
579,Amphisbaena silvestrii,-14.6667,-52.35
580,Amphisbaena silvestrii,-13.0333,-58.2833
581,Amphisbaena silvestrii,-17.4569,-63.6578
582,Amphisbaena steindachneri,-16.05,-57.3833
583,Amphisbaena steindachneri,-11.6748,-61.191
584,Amphisbaena steindachneri,-13.4833,-61.05
585,Amphisbaena steindachneri,-15,-59.95
586,Amphisbaena talisiae,-14.1333,-47.5
587,Amphisbaena talisiae,-15.7099,-48.0224
588,Amphisbaena talisiae,-15.7667,-47.9167
589,Amphisbaena talisiae,-16.0089,-47.9497
590,Amphisbaena talisiae,-16.5541,-48.0218
591,Amphisbaena talisiae,-14.05,-48.3167
592,Amphisbaena talisiae,-17.2167,-46.8667
593,Amphisbaena talisiae,-14.0333,-48.3167
594,Amphisbaena talisiae,-15.8167,-52.1667
595,Anolis meridionalis,-22.7833,-49.2333
596,Anolis meridionalis,-17.9833,-53.6167
597,Anolis meridionalis,-17.3042,-53.2014
598,Anolis meridionalis,-15.89,-52.2567
599,Anolis meridionalis,-10.6833,-50.6333
600,Anolis meridionalis,-20.5333,-56.7
601,Anolis meridionalis,-20.7011,-56.8803
602,Anolis meridionalis,-12.5201,-60.4128
603,Anolis meridionalis,-15.7099,-48.0224
604,Anolis meridionalis,-16.0111,-47.9436
605,Anolis meridionalis,-16.0667,-57.6667
606,Anolis meridionalis,-21.3167,-48.6167
607,Anolis meridionalis,-21.9333,-47.3667
608,Anolis meridionalis,-14.9833,-55.7333
609,Anolis meridionalis,-15.3,-55.85
610,Anolis meridionalis,-13.8667,-45.8667
611,Anolis meridionalis,-19.2167,-57.55
612,Anolis meridionalis,-15.5833,-56.0833
613,Anolis meridionalis,-8.8833,-44.9667
614,Anolis meridionalis,-15.2,-45.8333
615,Anolis meridionalis,-15.95,-54.9667
616,Anolis meridionalis,-11.75,-50.7333
617,Anolis meridionalis,-11.2167,-50.6667
618,Anolis meridionalis,-18.25,-52.8833
619,Anolis meridionalis,-14.05,-48.3167
620,Anolis meridionalis,-10.3,-48.35
621,Anolis meridionalis,-17.2167,-46.8667
622,Anolis meridionalis,-18.9333,-46.9833
623,Anolis meridionalis,-12.0167,-48.5333
624,Anolis meridionalis,-15.85,-48.95
625,Anolis meridionalis,-15.65,-57.2
626,Anolis meridionalis,-14.4,-56.4333
627,Anolis meridionalis,-17.3167,-53.2
628,Anolis meridionalis,-23.1794,-45.8869
629,Anolis meridionalis,-15.6667,-55
630,Anolis meridionalis,-21.1167,-48.45
631,Anolis meridionalis,-17.7333,-48.6167
632,Anolis meridionalis,-13.0333,-58.2833
633,Anolis meridionalis,-12.7333,-60.1333
634,Anolis meridionalis,-14,-65.0667
635,Anolis meridionalis,-13.0333,-64.6667
636,Anolis meridionalis,-14.6,-64.8833
637,Anolis meridionalis,-14.2,-66.6167
638,Anolis meridionalis,-17.4569,-63.6578
639,Anolis meridionalis,-19.7167,-62.6167
640,Anolis meridionalis,-17.4,-63.85
641,Anolis meridionalis,-17.7833,-63.2
642,Anolis meridionalis,-23.7167,-55.5
643,Antilophia galeata,-6.1167,-45.15
644,Antilophia galeata,-14.45,-58.1167
645,Antilophia galeata,-22.35,-47.4833
646,Antilophia galeata,-20.2167,-47.7167
647,Antilophia galeata,-16.3333,-48.9667
648,Antilophia galeata,-15.5333,-48.0667
649,Antilophia galeata,-20.0167,-43.9833
650,Antilophia galeata,-20.0167,-44.05
651,Antilophia galeata,-14.9,-51.0833
652,Antilophia galeata,-18.8833,-47.6333
653,Antilophia galeata,-21.85,-47.4667
654,Antilophia galeata,-15.8833,-52.25
655,Antilophia galeata,-18.8333,-45.1833
656,Antilophia galeata,-12.85,-51.75
657,Antilophia galeata,-20.8833,-47.6167
658,Antilophia galeata,-19.9167,-44.0833
659,Antilophia galeata,-16.7333,-42.9667
660,Antilophia galeata,-20.75,-56.7
661,Antilophia galeata,-21.1,-56.5167
662,Antilophia galeata,-18.4167,-47.9
663,Antilophia galeata,-16.8667,-43.0167
664,Antilophia galeata,-22.1667,-47.8667
665,Antilophia galeata,-15.3167,-55.85
666,Antilophia galeata,-17.75,-48.6333
667,Antilophia galeata,-13.7833,-48.5667
668,Antilophia galeata,-14.1333,-47.5667
669,Antilophia galeata,-22.3333,-49.0167
670,Antilophia galeata,-16.75,-43.4833
671,Antilophia galeata,-19.8667,-44.4333
672,Antilophia galeata,-12.6,-48.1
673,Antilophia galeata,-16.45,-43.4
674,Antilophia galeata,-15.4167,-55.8
675,Antilophia galeata,-12.85,-58.9333
676,Antilophia galeata,-14.1167,-47.5167
677,Antilophia galeata,-22.4333,-48.9
678,Antilophia galeata,-17.6,-46.7
679,Antilophia galeata,-21.5833,-47.85
680,Antilophia galeata,-21.95,-47.6333
681,Antilophia galeata,-15.9,-47.9167
682,Antilophia galeata,-22.2,-47.8667
683,Antilophia galeata,-22.2333,-47.85
684,Antilophia galeata,-21.3333,-45
685,Antilophia galeata,-15.8333,-47.9
686,Antilophia galeata,-18.5,-54.75
687,Antilophia galeata,-18.7667,-48.35
688,Antilophia galeata,-15.5833,-56.0833
689,Antilophia galeata,-18.75,-44.4167
690,Antilophia galeata,-16.75,-57.7
691,Antilophia galeata,-13.3333,-47.65
692,Antilophia galeata,-22.1,-47.85
693,Antilophia galeata,-17.1167,-42.7667
694,Antilophia galeata,-15.5333,-47.6167
695,Antilophia galeata,-15.9167,-47.8667
696,Antilophia galeata,-8.8667,-44.9667
697,Antilophia galeata,-21.2167,-48.9
698,Antilophia galeata,-21.0833,-47.4
699,Antilophia galeata,-16.6333,-48.6333
700,Antilophia galeata,-22.6,-46.95
701,Antilophia galeata,-15.7833,-47.9167
702,Antilophia galeata,-22.05,-48.0333
703,Antilophia galeata,-22.1667,-48.1667
704,Antilophia galeata,-15.95,-47.9333
705,Antilophia galeata,-15.9833,-55.9167
706,Antilophia galeata,-16.25,-52.4167
707,Antilophia galeata,-13.7667,-41.1667
708,Antilophia galeata,-20.1167,-47.35
709,Antilophia galeata,-22.5833,-48.1833
710,Antilophia galeata,-22.6833,-48.1333
711,Antilophia galeata,-22.3,-47.9167
712,Antilophia galeata,-16.0333,-49.9667
713,Antilophia galeata,-18.6,-45.35
714,Antilophia galeata,-21.45,-56.4333
715,Antilophia galeata,-16.55,-48
716,Antilophia galeata,-21.2833,-54.8167
717,Antilophia galeata,-21.9667,-46.8333
718,Antilophia galeata,-19.4833,-44
719,Antilophia galeata,-19.4667,-44.05
720,Antilophia galeata,-20.8167,-47.3667
721,Antilophia galeata,-20.7833,-47.7
722,Antilophia galeata,-20.6167,-47.1833
723,Antilophia galeata,-21.1,-56.2167
724,Antilophia galeata,-18.55,-48.0667
725,Antilophia galeata,-15.4,-49.6
726,Antilophia galeata,-20.9667,-56.5
727,Antilophia galeata,-18.8667,-48.2167
728,Antilophia galeata,-22.8833,-49.25
729,Antilophia galeata,-15.5333,-49.45
730,Antilophia galeata,-21.2667,-56.6667
731,Antilophia galeata,-19.4667,-43.9333
732,Antilophia galeata,-8.75,-45.9667
733,Antilophia galeata,-15.2333,-55.5333
734,Antilophia galeata,-20.3833,-47.55
735,Antilophia galeata,-16.8333,-48.4167
736,Antilophia galeata,-22.2833,-48
737,Antilophia galeata,-16.8167,-42.6333
738,Antilophia galeata,-20.7333,-47.5333
739,Antilophia galeata,-16.6,-42.8167
740,Antilophia galeata,-21.5333,-46.25
741,Antilophia galeata,-19,-44.5
742,Antilophia galeata,-21.6333,-47.2
743,Antilophia galeata,-18.1833,-45.4167
744,Antilophia galeata,-19.5667,-44.0333
745,Antilophia galeata,-20.7167,-47.5167
746,Antilophia galeata,-20.5667,-49.5333
747,Antilophia galeata,-15.1667,-55.75
748,Antilophia galeata,-21.1333,-47.35
749,Antilophia galeata,-20.4833,-56.8333
750,Antilophia galeata,-9.2667,-46.8
751,Antilophia galeata,-23.1167,-48.9833
752,Antilophia galeata,-20.4833,-50.2667
753,Antilophia galeata,-21.25,-56.5667
754,Antilophia galeata,-15.8333,-46.5
755,Antilophia galeata,-17.4167,-48.3833
756,Antilophia galeata,-15.7333,-47.9
757,Antilophia galeata,-15.8833,-46.0167
758,Antilophia galeata,-22.55,-50.2833
759,Antilophia galeata,-15.6667,-44.6333
760,Antilophia galeata,-20.4833,-48.8667
761,Antilophia galeata,-22.4167,-47.7833
762,Antilophia galeata,-15.5333,-47.3333
763,Antilophia galeata,-14.9333,-46.2167
764,Antilophia galeata,-22.25,-47
765,Antilophia galeata,-19.8667,-47.8833
766,Antilophia galeata,-20.5333,-47.4
767,Antilophia galeata,-21.65,-47.6333
768,Antilophia galeata,-16.6667,-49.2667
769,Antilophia galeata,-15.9333,-50.1333
770,Antilophia galeata,-18.8667,-48.25
771,Antilophia galeata,-22.4167,-47.55
772,Antilophia galeata,-14.9667,-52.3167
773,Antilophia galeata,-17.7167,-48.15
774,Antilophia galeata,-23.1,-48.6167
775,Antilophia galeata,-15.9833,-55.0333
776,Antilophia galeata,-17.75,-46.1667
777,Antilophia galeata,-20.8,-47.7333
778,Antilophia galeata,-19.6333,-43.8833
779,Antilophia galeata,-20.65,-48.0667
780,Antilophia galeata,-22.8167,-47.1
781,Antilophia galeata,-21.0667,-45.0667
782,Antilophia galeata,-19.9833,-43.9
783,Antilophia galeata,-16.7833,-43.0167
784,Antilophia galeata,-11.9667,-46.5
785,Antilophia galeata,-22.3667,-46.95
786,Antilophia galeata,-22.4333,-46.9667
787,Antilophia galeata,-16.7333,-43.9
788,Antilophia galeata,-20.5333,-47.1333
789,Antilophia galeata,-22.2833,-47.8
790,Antilophia galeata,-16.9167,-50.7833
791,Antilophia galeata,-22.2,-46.95
792,Antilophia galeata,-17.2167,-46.8667
793,Antilophia galeata,-17.7833,-48.7
794,Antilophia galeata,-18.1,-53.3
795,Antilophia galeata,-10.4667,-46.3167
796,Antilophia galeata,-6.4167,-45.1667
797,Antilophia galeata,-20.3833,-54.5833
798,Antilophia galeata,-19.2,-48.1333
799,Antilophia galeata,-20.7667,-47.2333
800,Antilophia galeata,-18.9,-48.2333
801,Antilophia galeata,-10,-45.8
802,Antilophia galeata,-15.7167,-47.95
803,Antilophia galeata,-15.35,-45.8333
804,Antilophia galeata,-19.8833,-43.9667
805,Antilophia galeata,-22.35,-48.7667
806,Antilophia galeata,-22,-47.4333
807,Antilophia galeata,-15.6167,-47.6667
808,Antilophia galeata,-20.1167,-47.9667
809,Antilophia galeata,-18.4667,-57.3667
810,Antilophia galeata,-18.9167,-48.3
811,Antilophia galeata,-22.2667,-47.9167
812,Antilophia galeata,-21.25,-56.5333
813,Antilophia galeata,-11.6333,-46.6833
814,Antilophia galeata,-21.2167,-56.5833
815,Antilophia galeata,-22.9833,-48.4167
816,Antilophia galeata,-15.9333,-47.8833
817,Antilophia galeata,-19.1833,-48.35
818,Antilophia galeata,-22.4,-49.65
819,Antilophia galeata,-16.3667,-56.3
820,Antilophia galeata,-21.6167,-48.55
821,Antilophia galeata,-18.8333,-47.8333
822,Antilophia galeata,-20.55,-49.25
823,Antilophia galeata,-15.65,-47.8167
824,Antilophia galeata,-15.9167,-52.25
825,Antilophia galeata,-22.5167,-52.3167
826,Antilophia galeata,-12.8333,-58.4667
827,Antilophia galeata,-19.35,-43.6167
828,Antilophia galeata,-15.2833,-55.9167
829,Antilophia galeata,-14.0167,-51.2833
830,Antilophia galeata,-20.1833,-47.9333
831,Antilophia galeata,-19.5833,-43.9
832,Antilophia galeata,-21.2167,-44.7833
833,Antilophia galeata,-16.5833,-42.8833
834,Antilophia galeata,-22.25,-47.8667
835,Antilophia galeata,-16.3667,-49.5
836,Antilophia galeata,-12.0833,-46.7667
837,Antilophia galeata,-13.0333,-58.2833
838,Antilophia galeata,-23.6833,-53.95
839,Antilophia galeata,-19,-53
840,Antilophia galeata,-12.7,-47.8
841,Antilophia galeata,-22.95,-48.85
842,Antilophia galeata,-16.05,-46.1167
843,Antilophia galeata,-14.5,-59.75
844,Antilophia galeata,-20.1667,-56.1833
845,Antilophia galeata,-9.3167,-45.6333
846,Antilophia galeata,-16.6167,-43.3
847,Antilophia galeata,-19.6667,-51.1833
848,Antilophia galeata,-15.8667,-56.0833
849,Antilophia galeata,-22.1667,-47.9
850,Antilophia galeata,-14.7,-47.5333
851,Antilophia galeata,-20.25,-46.6167
852,Antilophia galeata,-15.65,-57.2167
853,Antilophia galeata,-18.1,-43.0333
854,Antilophia galeata,-16.5,-42.9
855,Antilophia galeata,-7.7667,-46.2333
856,Antilophia galeata,-10.2667,-48.3667
857,Antilophia galeata,-13,-46.25
858,Antilophia galeata,-15.05,-42.6667
859,Antilophia galeata,-19.45,-44.2333
860,Antilophia galeata,-16.6667,-48.6
861,Antilophia galeata,-20.1,-47.4
862,Antilophia galeata,-16.55,-43.4
863,Antilophia galeata,-21.1,-56.6167
864,Antilophia galeata,-20.1167,-47.8333
865,Antilophia galeata,-22.6167,-52.25
866,Antilophia galeata,-12.3667,-48.4333
867,Antilophia galeata,-18.5,-43.4333
868,Antilophia galeata,-21.95,-47.45
869,Antilophia galeata,-22.2333,-47.6833
870,Antilophia galeata,-21.9667,-47.8667
871,Antilophia galeata,-16.3167,-48.1833
872,Antilophia galeata,-14.8667,-55.7833
873,Antilophia galeata,-12.2506,-48.3817
874,Antilophia galeata,-6.3687,-47.3807
875,Antilophia galeata,-18.624,-51.9117
876,Antilophia galeata,-20.2333,-47.8667
877,Antilophia galeata,-21.0333,-49.9833
878,Antilophia galeata,-14.6667,-52.1667
879,Antilophia galeata,-14.6667,-52.35
880,Antilophia galeata,-22.65,-56.0667
881,Antilophia galeata,-24.1167,-55.4833
882,Antilophia galeata,-20.1,-58.15
883,Antilophia galeata,-22.5,-57
884,Antilophia galeata,-13.9667,-60.8333
885,Antilophia galeata,-14.5167,-60.3833
886,Aplastodiscus lutzorum*,-16.095,-48.5224
887,Aplastodiscus lutzorum*,-14.1608,-47.5819
888,Aplastodiscus lutzorum*,-15.9487,-47.9383
889,Aplastodiscus lutzorum*,-16.3488,-46.8803
890,Apostolepis adhara*,-12.8053,-48.2199
891,Apostolepis albicollaris,-16.082,-48.507
892,Apostolepis albicollaris,-15.7099,-48.0224
893,Apostolepis albicollaris,-15.8475,-47.9364
894,Apostolepis albicollaris,-15.9236,-48.8086
895,Apostolepis albicollaris,-17.3,-48.4667
896,Apostolepis albicollaris,-16.6667,-49.25
897,Apostolepis albicollaris,-17.7219,-48.1597
898,Apostolepis albicollaris,-16.25,-47.95
899,Apostolepis albicollaris,-13.5331,-48.22
900,Apostolepis albicollaris,-18.8706,-48.8808
901,Apostolepis albicollaris,-15.7797,-47.9297
902,Apostolepis albicollaris,-18.9186,-48.2772
903,Apostolepis albicollaris,-14.05,-48.3167
904,Apostolepis albicollaris,-13.5,-48.35
905,Apostolepis assimilis*,-15.75,-48.2667
906,Apostolepis assimilis*,-15.7333,-48.2833
907,Apostolepis assimilis*,-21.9833,-44.6083
908,Apostolepis assimilis*,-23.5333,-47.25
909,Apostolepis assimilis*,-23.1167,-55.2167
910,Apostolepis assimilis*,-23.1029,-55.2209
911,Apostolepis assimilis*,-23.0375,-55.1944
912,Apostolepis assimilis*,-22.0667,-46.5667
913,Apostolepis assimilis*,-22.7833,-48.1167
914,Apostolepis assimilis*,-18.6739,-51.8806
915,Apostolepis assimilis*,-23.439,-47.061
916,Apostolepis assimilis*,-23.4333,-47.0667
917,Apostolepis assimilis*,-18.6333,-48.2
918,Apostolepis assimilis*,-22.05,-49.0333
919,Apostolepis assimilis*,-23.4,-46.3167
920,Apostolepis assimilis*,-23.117,-46.55
921,Apostolepis assimilis*,-23.1167,-46.55
922,Apostolepis assimilis*,-21.9667,-44.8833
923,Apostolepis assimilis*,-23.5,-46.8667
924,Apostolepis assimilis*,-23.5106,-46.8761
925,Apostolepis assimilis*,-23.5167,-46.8833
926,Apostolepis assimilis*,-23.511,-46.876
927,Apostolepis assimilis*,-23.51,-46.8943
928,Apostolepis assimilis*,-23.5041,-46.818
929,Apostolepis assimilis*,-23.5025,-46.8742
930,Apostolepis assimilis*,-23.5,-46.8833
931,Apostolepis assimilis*,-23.4816,-46.8047
932,Apostolepis assimilis*,-22.3147,-49.0606
933,Apostolepis assimilis*,-22.3167,-49.05
934,Apostolepis assimilis*,-19.9333,-43.9333
935,Apostolepis assimilis*,-20.3333,-44.2333
936,Apostolepis assimilis*,-22.2,-48.7833
937,Apostolepis assimilis*,-21.65,-46.4
938,Apostolepis assimilis*,-21.6444,-46.2833
939,Apostolepis assimilis*,-22.886,-48.445
940,Apostolepis assimilis*,-22.8833,-48.4333
941,Apostolepis assimilis*,-22.8833,-48.45
942,Apostolepis assimilis*,-15.7099,-48.0224
943,Apostolepis assimilis*,-15.7667,-47.9167
944,Apostolepis assimilis*,-15.8,-47.8833
945,Apostolepis assimilis*,-15.7797,-47.9297
946,Apostolepis assimilis*,-22.4333,-46.35
947,Apostolepis assimilis*,-16.4719,-53.4647
948,Apostolepis assimilis*,-21.4667,-46.4
949,Apostolepis assimilis*,-21.475,-46.4
950,Apostolepis assimilis*,-23.3075,-47.1328
951,Apostolepis assimilis*,-21.976,-44.603
952,Apostolepis assimilis*,-23.3,-47.1333
953,Apostolepis assimilis*,-23.3667,-46.75
954,Apostolepis assimilis*,-23.3642,-46.7406
955,Apostolepis assimilis*,-23.364,-46.741
956,Apostolepis assimilis*,-23.3583,-46.875
957,Apostolepis assimilis*,-23.3561,-46.8769
958,Apostolepis assimilis*,-21.2667,-47.3
959,Apostolepis assimilis*,-22.6167,-46.05
960,Apostolepis assimilis*,-22.5833,-46.525
961,Apostolepis assimilis*,-22.6167,-46.0667
962,Apostolepis assimilis*,-21.8333,-45.4
963,Apostolepis assimilis*,-20.5,-54.6333
964,Apostolepis assimilis*,-20.4667,-54.6167
965,Apostolepis assimilis*,-20.4655,-54.6287
966,Apostolepis assimilis*,-20.4556,-54.5833
967,Apostolepis assimilis*,-20.4428,-54.6464
968,Apostolepis assimilis*,-20.4384,-54.6117
969,Apostolepis assimilis*,-20.4333,-54.6333
970,Apostolepis assimilis*,-20.9131,-54.2497
971,Apostolepis assimilis*,-20.4977,-54.6342
972,Apostolepis assimilis*,-20.4749,-54.6191
973,Apostolepis assimilis*,-20.4485,-54.5669
974,Apostolepis assimilis*,-20.4412,-54.5903
975,Apostolepis assimilis*,-20.4095,-54.6166
976,Apostolepis assimilis*,-23.2419,-47.5656
977,Apostolepis assimilis*,-20.7336,-47.2
978,Apostolepis assimilis*,-23.2,-46.7833
979,Apostolepis assimilis*,-23.2083,-46.7167
980,Apostolepis assimilis*,-22.7394,-45.5914
981,Apostolepis assimilis*,-22.7333,-45.5833
982,Apostolepis assimilis*,-22.6833,-45.4667
983,Apostolepis assimilis*,-23.5333,-46.8333
984,Apostolepis assimilis*,-23.5167,-46.8333
985,Apostolepis assimilis*,-23.5225,-46.8356
986,Apostolepis assimilis*,-19.1167,-51.7333
987,Apostolepis assimilis*,-19.0945,-52.1803
988,Apostolepis assimilis*,-21.9833,-44.9333
989,Apostolepis assimilis*,-21.9772,-44.9325
990,Apostolepis assimilis*,-15.4333,-55.75
991,Apostolepis assimilis*,-15.4667,-55.75
992,Apostolepis assimilis*,-15,-55.7333
993,Apostolepis assimilis*,-22.4131,-45.7981
994,Apostolepis assimilis*,-22.4167,-45.8
995,Apostolepis assimilis*,-19.9833,-47.75
996,Apostolepis assimilis*,-23.604,-46.919
997,Apostolepis assimilis*,-15.5833,-56.0833
998,Apostolepis assimilis*,-15.5961,-56.0967
999,Apostolepis assimilis*,-15.5833,-56.1
1000,Apostolepis assimilis*,-20.6708,-44.0656
1001,Apostolepis assimilis*,-20.6667,-44.0667
1002,Apostolepis assimilis*,-22.2,-46.75
1003,Apostolepis assimilis*,-23.2833,-46.75
1004,Apostolepis assimilis*,-23.325,-46.725
1005,Apostolepis assimilis*,-22.6583,-45.8583
1006,Apostolepis assimilis*,-22.6667,-45.85
1007,Apostolepis assimilis*,-20.0219,-44.0589
1008,Apostolepis assimilis*,-20.0333,-44.0667
1009,Apostolepis assimilis*,-23.6667,-47.2167
1010,Apostolepis assimilis*,-23.5667,-47.2167
1011,Apostolepis assimilis*,-20.35,-49.2139
1012,Apostolepis assimilis*,-20.3417,-49.195
1013,Apostolepis assimilis*,-23.0833,-47.2167
1014,Apostolepis assimilis*,-18.9,-48
1015,Apostolepis assimilis*,-19.8833,-50.3
1016,Apostolepis assimilis*,-22.1,-46.1833
1017,Apostolepis assimilis*,-20.25,-43.8
1018,Apostolepis assimilis*,-22.4333,-45.4667
1019,Apostolepis assimilis*,-22.4333,-45.45
1020,Apostolepis assimilis*,-22.4256,-45.4528
1021,Apostolepis assimilis*,-22.2833,-44.8833
1022,Apostolepis assimilis*,-22.2833,-44.8667
1023,Apostolepis assimilis*,-23.7167,-46.85
1024,Apostolepis assimilis*,-23.55,-46.9333
1025,Apostolepis assimilis*,-23.549,-46.934
1026,Apostolepis assimilis*,-21.35,-48.7666
1027,Apostolepis assimilis*,-20.1967,-44.4211
1028,Apostolepis assimilis*,-20.2,-44.4167
1029,Apostolepis assimilis*,-23,-46.85
1030,Apostolepis assimilis*,-23.0058,-46.8389
1031,Apostolepis assimilis*,-20.0833,-44.5667
1032,Apostolepis assimilis*,-23.2667,-47.3
1033,Apostolepis assimilis*,-23.2642,-47.2992
1034,Apostolepis assimilis*,-23.35,-47.1667
1035,Apostolepis assimilis*,-15.2402,-43.669
1036,Apostolepis assimilis*,-23.5333,-46.9
1037,Apostolepis assimilis*,-23.535,-47.262
1038,Apostolepis assimilis*,-23.5275,-46.9025
1039,Apostolepis assimilis*,-23.4378,-46.7928
1040,Apostolepis assimilis*,-23.1014,-46.7283
1041,Apostolepis assimilis*,-23.1,-46.7167
1042,Apostolepis assimilis*,-17.8814,-51.7144
1043,Apostolepis assimilis*,-17.8667,-51.7
1044,Apostolepis assimilis*,-17.8833,-51.7167
1045,Apostolepis assimilis*,-17.0833,-42.25
1046,Apostolepis assimilis*,-17.75,-46.1667
1047,Apostolepis assimilis*,-17.7333,-46.1667
1048,Apostolepis assimilis*,-17.7333,-46.1833
1049,Apostolepis assimilis*,-23.1864,-46.8842
1050,Apostolepis assimilis*,-23.104,-55.226
1051,Apostolepis assimilis*,-23.1833,-46.8833
1052,Apostolepis assimilis*,-23.9333,-47.0667
1053,Apostolepis assimilis*,-21.9333,-45.3167
1054,Apostolepis assimilis*,-21.9667,-45.35
1055,Apostolepis assimilis*,-23.3167,-51.1667
1056,Apostolepis assimilis*,-23.3103,-51.1628
1057,Apostolepis assimilis*,-23.3,-51.15
1058,Apostolepis assimilis*,-21.6833,-45.9167
1059,Apostolepis assimilis*,-23.55,-47.1833
1060,Apostolepis assimilis*,-23.5458,-47.1833
1061,Apostolepis assimilis*,-22.3083,-45.375
1062,Apostolepis assimilis*,-22.3,-45.3833
1063,Apostolepis assimilis*,-18.2833,-52.9667
1064,Apostolepis assimilis*,-18.25,-52.8833
1065,Apostolepis assimilis*,-17.5667,-52.55
