Taxa,Family,Genus,Species,Voucher,Series,Locality,Municipality,State,Country,Latitude,Longitude,elevation
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Cabeceiras/GO,GO,Brazil,-15.8015,-46.9274,914
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Caetanópolis/MG,MG,Brazil,-19.2955,-44.4194,891
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Caeté/MG,MG,Brazil,-19.8805,-43.6704,900
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Caetité/BA,BA,Brazil,-14.0695,-42.4754,813
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Caldas Novas/GO,GO,Brazil,-17.7445,-48.6264,706
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Camaçari/BA,BA,Brazil,-12.6985,-38.3243,14
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Campina do Bananal, Botumirim",MG,Brazil,-16.8333,-43.05,1049
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Campo Alegre de Goiás/GO,GO,Brazil,-17.6395,-47.7824,914
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Capitólio/MG,MG,Brazil,-20.6155,-46.0504,779
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Carolina/MA,MA,Brazil,-7.3335,-47.4694,115
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Carrancas/MG,MG,Brazil,-21.4886,-44.6434,1170
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Caxias/MA,MA,Brazil,-4.8595,-43.3564,70
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Cerrado dos Indianos,PI,Brazil,-6.7833,-43.8333,216
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Cerrados, interfluvio Tocantins – Paraná",TO,Brazil,-12.6,-48.1,304
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Cerrados, vale do Rio Palmeiras",TO,Brazil,-12.1833,-46.8,498
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Cetrel, Camacari",BA,Brazil,-12.6833,-38.2167,10
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Chapada de Contagem,DF,Brazil,-15.6333,-47.85,1184
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Chapada do Catuni, Francisco Sa e Grao Mogol",MG,Brazil,-16.45,-43.4,961
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Chapada dos Guimaraes,MT,Brazil,-15.4167,-55.8,757
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Chapada dos Guimarães/MT,MT,Brazil,-15.4615,-55.7505,740
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Chapada dos Veadeiros, Parque Nacional da Chapada dos Veadeiros",GO,Brazil,-14.1167,-47.5167,1123
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Cocalzinho de Goiás/GO,GO,Brazil,-15.7945,-48.7764,1037
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Colegio Evangelico de Buriti, Chapada dos Guimaraes",MT,Brazil,-15.4167,-55.8,757
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Colinas do Sul/GO,GO,Brazil,-14.1515,-48.0784,610
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Congonhas/MG,MG,Brazil,-20.5005,-43.8584,897
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Corumbá/MS,MS,Brazil,-19.0095,-57.6535,92
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Cristalina/GO,GO,Brazil,-16.7695,-47.6144,1210
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Cuiabá/MT,MT,Brazil,-15.5965,-56.0975,173
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Curvelo/MG,MG,Brazil,-18.7565,-44.4314,613
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Delfinópolis/MG,MG,Brazil,-20.3445,-46.8544,706
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Diamantina/MG,MG,Brazil,-18.2495,-43.6004,1200
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Douradoquara/MG,MG,Brazil,-18.4315,-47.6094,636
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Estação Ecologica de Aguas Emendadas, Planaltina",DF,Brazil,-15.5333,-47.6167,1049
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Estação Ecologica Urucui – Una, Ribeiro Gonçalves",PI,Brazil,-8.8667,-44.9667,310
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Fazenda Agua Limpa, Brasília",DF,Brazil,-15.95,-47.9333,1112
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Fazenda Americana, Grao Mogol",MG,Brazil,-16.2667,-42.9167,900
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Fazenda da Mata, Araguari",MG,Brazil,-18.55,-48.0667,764
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Fazenda Olhos D'Agua, Curvelo",MG,Brazil,-19,-44.5,793
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Filadélfia/TO,TO,Brazil,-7.3365,-47.4904,86
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Floresta,PI,Brazil,-10.1833,-44.6667,353
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Floriano/PI,PI,Brazil,-6.7675,-43.0234,111
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Fragmento BC-1,MG,Brazil,-17.4833,-47.3333,916
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Gentio do Ouro/BA,BA,Brazil,-11.4295,-42.5064,1076
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Goiás velho,GO,Brazil,-15.9333,-50.1333,529
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Gorotire, Rio Fresco, São Felix do Xingu",PA,Brazil,-7.7167,-51.1833,256
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Grao Mogol,MG,Brazil,-16.5667,-42.9,748
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Grão Mogol/MG,MG,Brazil,-16.5595,-42.8904,856
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,IBA-SE02,SE,Brazil,-11.5,-37.5667,58
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Ibiraci/MG,MG,Brazil,-20.4625,-47.1224,1100
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Igaporã/BA,BA,Brazil,-13.7735,-42.7144,771
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Igarapé/MG,MG,Brazil,-20.0705,-44.3024,791
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Ingaí/MG,MG,Brazil,-21.4016,-44.9174,920
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Inimutaba/MG,MG,Brazil,-18.7295,-44.3614,608
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Itambé do Mato Dentro/MG,MG,Brazil,-19.4145,-43.3214,763
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Itaporanga d'Ajuda/SE,SE,Brazil,-10.9985,-37.3113,23
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Itaúna/MG,MG,Brazil,-20.0755,-44.5764,898
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Itumirim/MG,MG,Brazil,-21.3176,-44.8714,898
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Jaboticatubas/MG,MG,Brazil,-19.5145,-43.7454,805
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Lagoa da Prata/MG,MG,Brazil,-20.0235,-45.5444,758
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Lagoa Santa,MG,Brazil,-19.6333,-43.8833,940
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Lagoa Santa/MG,MG,Brazil,-19.6275,-43.8904,920
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Lavras,MG,Brazil,-21.2167,-45,916
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Lavras/MG,MG,Brazil,-21.2456,-45.0004,954
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Luminárias/MG,MG,Brazil,-21.5116,-44.9034,921
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Luziânia/GO,GO,Brazil,-16.2535,-47.9504,923
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Maciço do Urucum, Corumba",MS,Brazil,-19.2,-57.5833,754
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Marzagão/GO,GO,Brazil,-17.9815,-48.6414,609
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Moeda/MG,MG,Brazil,-20.3335,-44.0534,858
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Niquelandia,GO,Brazil,-14.4333,-48.45,659
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Nova Lima/MG,MG,Brazil,-19.9865,-43.8474,859
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Ouro Preto/MG,MG,Brazil,-20.2885,-43.5084,981
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Palmas/TO,TO,Brazil,-10.1675,-48.3334,213
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Palmeirante/TO,TO,Brazil,-7.8605,-47.9264,98
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Palmeiras/BA,BA,Brazil,-12.5295,-41.5594,755
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Parque estadual da Serra de Caldas Novas, Caldas Novas",GO,Brazil,-17.7833,-48.7,993
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Parque Estadual da Serra do Rola Moca, Ibirite",MG,Brazil,-20.05,-44,1231
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Parque Estadual das Nascentes do Rio Taquari, Alcinopolis e Costa Rica",MS,Brazil,-18.1,-53.3,627
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Parque Estadual do Mirador,MA,Brazil,-6.4167,-45.1667,291
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Parque Estadual do Rio Preto, São Gonçalo do Rio Preto",MG,Brazil,-18.2,-43.3,1352
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Parque Nacional das Nascentes do Rio Parnaiba (APA Serra da Tabatinga),PI,Brazil,-10,-45.8,458
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Parque Nacional de Brasília, PARNA Brasília",DF,Brazil,-15.7167,-47.95,1077
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Parque Nacional Grande Sertão Veredas,MG,Brazil,-15.35,-45.8333,759
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Patos de Minas/MG,MG,Brazil,-18.5795,-46.5184,895
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Patrocínio/MG,MG,Brazil,-18.9445,-46.9934,1003
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Pirenopolis,GO,Brazil,-15.85,-48.95,769
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Pirenópolis/GO,GO,Brazil,-15.8525,-48.9594,762
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Pium/TO,TO,Brazil,-10.4435,-49.1824,301
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Pompéu/MG,MG,Brazil,-19.2245,-44.9354,698
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Porto Nacional/TO,TO,Brazil,-10.7085,-48.4174,199
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Prados/MG,MG,Brazil,-21.0585,-44.0804,931
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Retiro das Pedras, Brumadinho",MG,Brazil,-20.1,-43.9833,1224
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Riachão/MA,MA,Brazil,-7.3625,-46.6174,381
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Riacho dos Machados/MG,MG,Brazil,-16.0065,-43.0494,914
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Ribeirao Bandeira,MT,Brazil,-15.5167,-56.1833,144
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Ribeirao das Furnas,MG,Brazil,-19,-47.9833,682
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Rio Buriti,MT,Brazil,-12.8333,-58.4667,401
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Rio Cipo, Serra do Cipo",MG,Brazil,-19.35,-43.6167,906
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Rio Congonhas, Grao Mogol e Itacambira",MG,Brazil,-16.6833,-43.3167,880
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Rio de Peixe, Botumirim",MG,Brazil,-16.8667,-42.9833,906
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Ritápolis/MG,MG,Brazil,-21.0226,-44.3184,1091
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Rosário Oeste/MT,MT,Brazil,-14.8365,-56.4285,185
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Sabará/MG,MG,Brazil,-19.8865,-43.8074,949
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Sacramento/MG,MG,Brazil,-19.8655,-47.4404,893
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Santa Cruz de Minas/MG,MG,Brazil,-21.1206,-44.2234,914
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Santa Marta, Grao Mogol",MG,Brazil,-16.6167,-43.3,886
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Santana do Riacho/MG,MG,Brazil,-19.1695,-43.7144,933
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Santo Antonio do Gilboez,PI,Brazil,-9.8333,-45.35,474
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Santo Antônio do Monte/MG,MG,Brazil,-20.0875,-45.2944,915
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,São Félix do Tocantins/TO,TO,Brazil,-10.1685,-46.6594,393
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,São Gonçalo do Abaeté/MG,MG,Brazil,-18.3385,-45.8334,837
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,São João Batista do Glória/MG,MG,Brazil,-20.6415,-46.5064,665
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,São José da Barra/MG,MG,Brazil,-20.7185,-46.3114,729
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,São Roque de Minas/MG,MG,Brazil,-20.2455,-46.3664,901
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra da Canastra, São roque de Minas",MG,Brazil,-20.25,-46.6167,929
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra da Moeda, Moeda",MG,Brazil,-20.2833,-43.95,1218
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Serra das Araras,MT,Brazil,-15.65,-57.2167,299
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra de São Jose, Tiradentes e Prados",MG,Brazil,-21.1,-44.1667,920
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra do Barao, Grao Mogol",MG,Brazil,-16.5,-42.9,896
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra do Cabral, Joaquim Felicio",MG,Brazil,-17.7,-44.2667,1227
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra do Caraca, Catas Altas",MG,Brazil,-20.0833,-43.4667,1457
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra do Curral, Belo Horizonte e Nova Lima",MG,Brazil,-19.95,-43.9,1101
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra do Gado Bravo, Balsas",MA,Brazil,-7.7667,-46.2333,276
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra do Gaviao, Capivari",MG,Brazil,-18.4333,-43.4167,1219
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra do Pau D'Arco, Santo Antonio do Retiro e Espinosa",MG,Brazil,-15.05,-42.6667,1041
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Serra do Sincora, Mucuge, Chapada Diamantina",BA,Brazil,-13,-41.3667,849
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Serra Geral=Campos Gerais,MG,Brazil,-15.4167,-42.8,1009
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Sete Lagoas/MG,MG,Brazil,-19.4665,-44.2474,901
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Sitio Recanto, Grao Mogol",MG,Brazil,-16.55,-43.4,909
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Tapira/MG,MG,Brazil,-19.9225,-46.8234,1194
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Taquaral,GO,Brazil,-15.7,-52.3,457
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Terra indigena Xerente, Pedro Alfonso",TO,Brazil,-9.4167,-48.1333,159
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Tiradentes/MG,MG,Brazil,-21.1105,-44.1784,913
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Tranqueira, Alto Rio Parnaiba",PI,Brazil,-8.2667,-45.6167,314
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Três Marias/MG,MG,Brazil,-18.2065,-45.2424,610
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Vargem Bonita/MG,MG,Brazil,-20.3275,-46.3664,863
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Vargem Grande do Rio Pardo/MG,MG,Brazil,-15.4035,-42.3084,913
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,Vila Bela da Santissima Trindade,MT,Brazil,-15.0085,-59.9515,193
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"45 Km E of Florida, Serrania de Huanchaca",Santa Cruz,Bolivia,-14.5667,-60.6667,505
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Huanchaca I, Parque Nacional Noel Kempff Mercado",Santa Cruz,Bolivia,-13.9667,-60.8333,420
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Huanchaca II, Parque Nacional Noel Kempff Mercado",Santa Cruz,Bolivia,-14.5167,-60.3833,400
Aves,Thraupidae,Porphyrspiza,Porphyrospiza caerulescens,"Esteves-Lopes, 2005",,,"Los Racitos, Serrania Parabano, Cordillera",Santa Cruz,Bolivia,-18.4167,-63.4833,800
Amphibians,Strabomantidae,Pristimantis,Pristimantis dundeei,AAG-UFU 3506,,PE da Serra Azul,Barra do Garcas,MT,Brazil,-15.8549,-52.2569,524
Amphibians,Strabomantidae,Pristimantis,Pristimantis dundeei,MNRJ 19785,, ,Chapada dos Guimaraes,MT,Brazil,-15.1355,-55.5182,298
Amphibians,Strabomantidae,Pristimantis,Pristimantis dundeei,MZUSP 79834,holotype,"Rio Coxipozinho, Véu da Noiva",Chapada dos Guimaraes,MT,Brazil,-15.4167,-55.7981,757
Amphibians,Strabomantidae,Pristimantis,Pristimantis dundeei,CFBH 7283,,see Taucce et al 2020,Costa Rica,MS,Brazil,-18.5439,-53.1292,613
Amphibians,Strabomantidae,Pristimantis,Pristimantis dundeei,CFBH 7284,,see Taucce et al 2020,Costa Rica,MS,Brazil,-18.5439,-53.1292,613
Amphibians,Strabomantidae,Pristimantis,Pristimantis dundeei,UFMT 7366,,"Rio Claro, PN Chapada",Cuiaba,MT,Brazil,-15.4485,-55.9354,236
Amphibians,Strabomantidae,Pristimantis,Pristimantis dundeei,Giaretta et al 2018,,,Pontal do Araguaia,MT,Brazil,-15.8837,-52.5394,307
Amphibians,Strabomantidae,Pristimantis,Pristimantis dundeei,AAG-UFU 1433,,,Santo Antonio de Leverger,MT,Brazil,-15.8233,-55.5144,524
Amphibians,Strabomantidae,Pristimantis,Pristimantis dundeei,CFBH 20068,,see Taucce et al 2020,Três Lagoas,MS,Brazil,-20.7511,-51.6783,314
Amphibians,Strabomantidae,Pristimantis,Pristimantis moa*,ZUFMS - AMP 8548,"~8551, 8574-77",,Araguaína,MA,Brazil,-7.1911,-48.2072,206
Amphibians,Strabomantidae,Pristimantis,Pristimantis moa*,Fig. 1 Oliveira et al 2020,,,Carolina,MA,Brazil,-7.3335,-47.4694,115
Amphibians,Strabomantidae,Pristimantis,Pristimantis moa*,Fig. 1 Oliveira et al 2020,,,Palmas,TO,Brazil,-10.1675,-48.3334,213
Amphibians,Strabomantidae,Pristimantis,Pristimantis moa*,ZUFMS - AMP 8558,holotype,,Palmeirante,TO,Brazil,-7.86,-47.9534,192
Amphibians,Strabomantidae,Pristimantis,Pristimantis moa*,ZUFMS - AMP 8587,~8594,,Riachão,MA,Brazil,-7.3625,-46.6174,381
Amphibians,Strabomantidae,Pristimantis,Pristimantis ventrigranulosus,PHV 2603,,furna Faz Garrote,Alto Taquari,MT,Brazil,-18.02,-53.2,729
Amphibians,Strabomantidae,Pristimantis,Pristimantis ventrigranulosus,PHV 2291,,mata de galeria no pe da serra,Barra do Garcas,MT,Brazil,-15.85,-52.19,384
Amphibians,Strabomantidae),Pristimantis,Pristimantis ventrigranulosus,Lit eratura,,Fazenda Macaúba,Piranhas,GO,Brazil,-16.5893,-51.7949,525
Amphibians,Strabomantidae,Pristimantis,Pristimantis ventrigranulosus,MNRJ 75886,holotype,Fazenda Macaúba,Piranhas,GO,Brazil,-16.5897,-51.7953,525
Amphibians,Strabomantidae,Pristimantis,Pristimantis ventrigranulosus,PHV 2952,,Controle,Santa Rita do Araguaia,GO,Brazil,-17.25,-53.12,639
